N,NMaxBet,NRcall,NRfold,NRraise,N_effective,Nallin,Ncall,Nfold,Nnf,Nraise,Nsim,action,aggresiveness,amount,bet,bet_sum,blind_level,board,board_aces,board_conn,board_conn_rank,board_faces,board_kind,board_kind_rank,board_rank1,board_rank2,board_suit,board_suit_rank,cards_aces,cards_category,cards_conn,cards_conn2,cards_faces,cards_pair,cards_rank1,cards_rank2,cards_rank_sum,cards_suit,chips,cost_to_call,cputime,first,forced_bet,game_N,game_id,game_phase,hand_conn,hand_conn_rank,hand_score0,hand_score1,hand_score2,hand_suit,hand_suit_rank,hole,logic,made_hand,maxBet,minBet,op_chips_max,op_chips_mean,op_chips_min,op_resp,play,position,position_feature,pot,pot_sum,prWin,prWinCond,prWinStd,prWin_adj,prWin_delta,prev_action,prev_prWin,resp,roundName,round_id,self_Ncall,self_Nraise,smallBlind,stake,stt_early_preflop,stt_late_preflop_allin,stt_middle_preflop,stt_preflop_pairs,tableNumber,thd_call,tightness
8,3,2,2,1,8,0,2,2,6,1,60000.0,bet,0.75,60,0,150,1,,,,,,,,,,,,1,6,0,0,0,0,14,5,19,1,3000,40,0.3641350269317627,False,0,8,20180810131524048,Early,1,14,0,14,5,2,14,AD 5D,michael6,,40,40,2990,2970.0,2960,any_raised,steal,D,L,0,0,0.19198472222222668,0.3378782848472471,0.3938611286424203,0.4416926777815212,0,none,,"[0, 0, 1, 60.0]",Deal,1,0,0,10,3000.0,"('fold', 0)","('allin', 3000)","('fold', 0)","('fold', 0)",182,,-0.6340000000000001
8,2,2,0,1,4,0,2,0,4,1,335,bet,0.75,910,0,40,1,QD 2S 5S,0,0,0,1,1,12,12,2,2,5,1,6,0,0,0,0,14,5,19,1,2940,20,0.4100809097290039,False,0,8,20180810131524048,Early,0,0,1,5,14,3,14,AD 5D,michael6,,20,20,2940,2926.6666666666665,2920,any_raised,steal,D,L,60,270,0.35074626865671643,0.5220483576880637,0.47485210087979784,0.5091778804938625,0.15876154643448975,none,0.19198472222222668,"[0, 0, 1, 910.0]",Flop,1,0,0,10,2940.0,,,,,182,,-0.3320000000000001
8,1,0,0,1,4,0,0,0,2,1,327,check,0.75,0,0,20,1,QD 2S 5S 6H,0,2,6,1,1,12,12,2,2,5,1,6,0,0,0,0,14,5,19,1,2030,20,0.42653799057006836,False,0,8,20180810131524048,Early,1,6,1,5,14,3,14,AD 5D,michael6,marginal,20,20,2010,2010.0,2010,any_raised,call,D,L,970,2110,0.25229357798165136,0.5531451187701187,0.4316803800373796,0.3933213928335396,-0.09845269067506507,none,0.35074626865671643,"[0, 0.8, 0.2, 40]",Turn,1,0,0,10,2030.0,,,,,182,0.009302325581395349,-0.3247028671257002
8,4,3,1,0,8,0,3,1,7,0,60000.0,fold,0.75,0,0,90,1,,,,,,,,,,,,0,9,0,0,0,0,10,4,14,0,4160,20,0.36042094230651855,False,0,8,20180810131524048,Early,1,10,0,10,4,1,10,4H TD,michael6,,20,20,2990,2956.6666666666665,2900,any_called,limp,5,L,0,0,0.09783981481481384,0.0,0.2970979391578083,0.2856057123625487,0,none,,"[1, 0, 0, 0]",Deal,2,0,0,10,3000.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",182,,-0.6320000000000001
8,1,0,2,1,8,0,0,2,6,1,60000.0,bet,0.75,1374,0,190,1,,,,,,,,,,,,1,2,0,0,1,0,14,13,27,0,4160,160,0.373424768447876,False,0,8,20180810131524048,Early,1,14,0,14,13,1,14,AC KD,michael6,,160,160,2980,2936.0,2900,any_raised,steal,4,M,0,0,0.2254388888889034,0.8040454945587999,0.4178710282676224,0.48869763669750554,0,none,,"[0, 0, 1, 1374.0]",Deal,3,0,0,10,3140.0,"('reraise', 640)","('fold', 0)","('raise', 80)","('fold', 0)",182,,-0.6300000000000001
8,1,0,0,1,2,0,0,0,2,1,344,check,0.75,0,0,20,1,QS 4D 3S,0,2,4,1,1,12,12,3,2,12,1,2,0,0,1,0,14,13,27,0,2786,20,0.49873995780944824,False,0,8,20180810131524048,Early,2,14,0,14,13,2,13,AC KD,michael6,none,20,20,1746,1746.0,1746,any_raised,call,4,M,1374,2778,0.44040697674418605,0.531481546333013,0.4942352061732273,0.6072094624169391,0.21496808785528265,none,0.2254388888889034,"[0, 0.8, 0.2, 40]",Flop,3,0,0,10,1766.0,,,,,182,0.007097232079488999,-0.3360000000000001
8,1,0,0,1,2,0,0,0,2,1,342,bet,0.75,320,0,20,1,QS 4D 3S AD,1,2,4,2,1,14,14,3,2,14,1,2,0,0,1,0,14,13,27,0,2766,20,0.4392540454864502,False,0,8,20180810131524048,Early,2,14,1,14,13,3,14,AC KD,michael6,good,20,20,1726,1726.0,1726,any_raised,raise,4,M,1394,2818,0.8947368421052632,0.8348261626055105,0.30689220499185793,0.9957018713392523,0.4543298653610771,none,0.44040697674418605,"[0, 0, 0.8, 320]",Turn,3,0,0,10,1746.0,,,,,182,0.006997900629811057,-0.3289918335875225
8,1,0,0,1,2,0,0,0,2,1,318,allin,0.75,0,0,20,1,QS 4D 3S AD 7H,1,2,4,2,1,14,14,3,2,14,1,2,0,0,1,0,14,13,27,0,2446,20,0.4685359001159668,False,0,8,20180810131524048,Early,2,14,1,14,13,3,14,AC KD,michael6,good,20,20,1406,1406.0,1406,any_raised,allin,4,M,1714,3458,0.8962264150943396,0.8923967715291242,0.3049666014197097,0.9783379315335841,0.001489572989076482,none,0.8947368421052632,"[0, 0, 0.5, 320]",River,3,0,0,10,1426.0,,,,,182,0.005717552887364208,-0.2692475702486469
8,1,0,2,0,8,0,0,2,6,0,60000.0,bet,0.75,923,0,30,1,,,,,,,,,,,,0,3,0,0,1,1,10,10,20,0,5924,20,0.3706490993499756,False,0,8,20180810131524048,Early,1,10,1,10,0,1,10,TH TD,michael6,,20,20,2960,2615.2,1386,all_folded,steal,3,M,0,0,0.2215268518518389,0.7650140393398318,0.41527425366912923,0.4823190831560521,0,none,,"[0, 0, 1, 923.0]",Deal,4,0,0,10,2960.0,"('raise', 80)","('fold', 0)","('raise', 80)","('raise', 80)",182,,-0.6280000000000001
8,1,0,1,0,8,0,0,1,7,0,60000.0,fold,0.75,0,0,30,1,,,,,,,,,,,,1,7,0,0,0,0,14,5,19,0,5954,20,0.3617208003997803,False,0,8,20180810131524048,Early,1,14,0,14,5,1,14,5C AD,michael6,,20,20,2960,2667.6666666666665,1376,all_folded,limp,2,E,0,0,0.14892546296296472,0.2680198772014468,0.35601498485910865,0.37179084348476676,0,none,,"[1, 0, 0, 0]",Deal,5,0,0,10,2960.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",182,,-0.6260000000000001
