,N,Nnf,round,first,hole,board,Nsim,prWin,prWinStd,pot,bet,maxBet,NMaxBet,minBet,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,action,amount,cputime
0,8,7,Deal,0,♥9 ♣A,,60,0.13888888888888887,0.32796604762545434,0,40,90,1,50,-40,-2.500000000000014,-0.0277777777777779,-65.0,-0.7222222222222223,call,0,0.524989128112793
1,8,7,Deal,0,♥9 ♣A,,105,0.1472222222222222,0.33595529642988897,0,90,189,1,99,-90,5.774999999999977,0.030555555555555447,-133.35000000000002,-0.7055555555555556,raise,0,0.5228452682495117
2,8,7,Deal,0,♥9 ♣A,,150,0.1297222222222222,0.3225167475793092,0,378,500,1,122,-378,-45.972222222222285,-0.0919444444444445,-370.2777777777778,-0.7405555555555556,call,0,0.5246200561523438
3,8,7,Flop,1,♥9 ♣A,♠8 ♣2 ♥5,5,0.0,0.0,2000,0,0,8,80,-500,-500.0,-1.0,-500.0,-1.0,call,0,0.5245089530944824
4,8,6,Flop,0,♥9 ♣A,♠8 ♣2 ♥5,45,0.15555555555555556,0.36243347622889094,2000,80,289,1,209,-580,-208.15555555555557,-0.06666666666666665,-387.97777777777776,-0.6888888888888889,call,0,0.5233771800994873
5,8,6,Flop,0,♥9 ♣A,♠8 ♣2 ♥5,80,0.1,0.3,2000,289,327,2,38,-789,-430.79999999999995,-0.3999999999999999,-561.6,-0.8,call,0,0.5281519889831543
6,8,6,Turn,1,♥9 ♣A,♠8 ♣2 ♥5 ♥2,5,0.0,0.0,2981,0,0,8,80,-827,-827.0,-1.0,-827.0,-1.0,call,0,0.5313661098480225
7,8,6,Turn,0,♥9 ♣A,♠8 ♣2 ♥5 ♥2,35,0.05714285714285714,0.23211538298959888,2981,80,263,2,183,-907,-829.4857142857143,-0.6571428571428571,-889.6,-0.8857142857142857,call,0,0.5276529788970947
8,8,6,River,1,♥9 ♣A,♠8 ♣2 ♥5 ♥2 ♦Q,5,0.0,0.0,3770,0,0,8,80,-1090,-1090.0,-1.0,-1090.0,-1.0,call,0,0.5281021595001221
9,8,6,River,0,♥9 ♣A,♠8 ♣2 ♥5 ♥2 ♦Q,35,0.0,0.0,3770,80,108,2,28,-1170,-1198.0,-1.0,-1198.0,-1.0,fold,0,0.5253279209136963
