,N,Nnf,round,first,hole,board,Nsim,prWin,prWinStd,pot,bet,maxBet,NMaxBet,minBet,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,action,amount,cputime
0,7,6,Deal,0,♦Q ♥7,,55,0.13636363636363635,0.3226952608963427,0,20,88,1,68,-20,-16.0,-0.18181818181818188,-64.0,-0.7272727272727273,call,0,0.5254957675933838
1,7,6,Deal,0,♦Q ♥7,,95,0.1,0.28654015976455155,0,88,138,1,50,-88,-55.19999999999999,-0.3999999999999999,-110.4,-0.8,call,0,0.527794361114502
2,7,6,Deal,0,♦Q ♥7,,130,0.11923076923076924,0.3150326366111573,0,138,150,2,12,-138,-42.69230769230768,-0.2846153846153846,-114.23076923076923,-0.7615384615384615,call,0,0.5252060890197754
3,7,6,Flop,1,♦Q ♥7,♦8 ♣4 ♦7,5,0.2,0.4000000000000001,450,0,0,7,40,-150,-60.0,0.20000000000000018,-60.0,-0.6,raise,0,0.5247468948364258
4,7,6,Flop,0,♦Q ♥7,♦8 ♣4 ♦7,35,0.14285714285714285,0.3499271061118826,450,40,86,1,46,-190,-98.0,-0.1428571428571429,-147.14285714285717,-0.7142857142857143,call,0,0.5209100246429443
5,7,6,Flop,0,♦Q ♥7,♦8 ♣4 ♦7,70,0.18571428571428572,0.38887593110903423,450,86,126,1,40,-236,-52.02857142857141,0.11428571428571432,-145.62857142857143,-0.6285714285714286,raise,0,0.5243730545043945
6,7,6,Turn,1,♦Q ♥7,♦8 ♣4 ♦7 ♠7,0,,,1206,0,0,7,40,-402,,,,,call,0,0.5260810852050781
7,7,6,Turn,0,♦Q ♥7,♦8 ♣4 ♦7 ♠7,40,0.725,0.43229041164476456,1206,40,127,1,87,-442,897.8000000000002,3.3499999999999996,529.5,0.44999999999999996,raise,0,0.5214788913726807
8,7,6,River,1,♦Q ♥7,♦8 ♣4 ♦7 ♠7 ♦K,5,0.8,0.4,1968,0,0,7,40,-656,918.4000000000001,3.8000000000000007,918.4000000000001,0.6000000000000001,raise,0,0.5269320011138916
9,7,6,River,0,♦Q ♥7,♦8 ♣4 ♦7 ♠7 ♦K,40,0.825,0.3799671038392666,1968,40,143,2,103,-696,1532.4499999999998,3.9499999999999993,1060.55,0.6499999999999999,raise,0,0.5238120555877686
