,N,Nnf,round,first,hole,board,Nsim,prWin,prWinStd,pot,bet,maxBet,NMaxBet,minBet,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,action,amount,cputime
0,8,7,Deal,0,♠4 ♠9,,80,0.18125,0.3728584684568663,0,20,68,1,48,-20,18.27499999999999,0.26875000000000004,-43.35,-0.6375,raise,0,0.5287761688232422
1,8,7,Deal,0,♠4 ♠9,,145,0.14022988505747125,0.33486765388776096,0,136,181,4,45,-136,-3.3287356321839354,-0.01839080459770126,-130.23678160919542,-0.7195402298850575,call,0,0.5232357978820801
2,8,7,Flop,1,♠4 ♠9,♣9 ♣J ♦8,5,0.0,0.0,1086,0,0,8,40,-181,-181.0,-1.0,-181.0,-1.0,call,0,0.5263280868530273
3,8,7,Flop,0,♠4 ♠9,♣9 ♣J ♦8,65,0.05384615384615385,0.21702670737947513,1086,40,75,3,35,-221,-169.25384615384615,-0.6230769230769231,-189.44615384615383,-0.8923076923076922,call,0,0.5230839252471924
4,8,7,Flop,0,♠4 ♠9,♣9 ♣J ♦8,120,0.0875,0.27128168017763377,1086,75,214,1,139,-256,-168.90000000000003,-0.38750000000000007,-262.525,-0.825,call,0,0.522435188293457
5,8,7,Turn,1,♠4 ♠9,♣9 ♣J ♦8 ♥5,5,0.1,0.20000000000000004,2231,0,0,8,40,-395,-171.89999999999998,-0.29999999999999993,-171.89999999999998,-0.8,call,0,0.5252528190612793
6,8,7,Turn,0,♠4 ♠9,♣9 ♣J ♦8 ♥5,70,0.12857142857142856,0.3238795442501324,2231,40,105,1,65,-435,-118.6571428571429,-0.10000000000000009,-186.1571428571429,-0.7428571428571429,call,0,0.5192790031433105
7,8,7,Turn,0,♠4 ♠9,♣9 ♣J ♦8 ♥5,125,0.10666666666666667,0.29918407563089167,2231,105,187,2,82,-500,-204.39999999999998,-0.2533333333333333,-304.1333333333333,-0.7866666666666666,call,0,0.5225849151611328
8,8,7,River,1,♠4 ♠9,♣9 ♣J ♦8 ♥5 ♠5,5,0.2,0.4,3166,0,0,8,40,-582,51.200000000000045,0.40000000000000013,51.200000000000045,-0.6,raise,0,0.5243382453918457
9,8,7,River,0,♠4 ♠9,♣9 ♣J ♦8 ♥5 ♠5,55,0.02727272727272727,0.1482682402754554,3166,40,106,1,66,-622,-581.4181818181819,-0.8090909090909091,-595.8727272727273,-0.9454545454545454,call,0,0.5219218730926514
