,N,Nnf,round,first,hole,board,Nsim,prWin,prWinStd,pot,bet,maxBet,NMaxBet,minBet,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,action,amount,cputime
0,7,6,Deal,0,♣2 ♥A,,100,0.13476190476190475,0.3363843363902479,0,20,67,4,47,-20,-12.825714285714284,-0.1914285714285715,-48.941904761904766,-0.7304761904761905,call,0,0.5268380641937256
1,7,6,Deal,0,♣2 ♥A,,175,0.16272108843537414,0.35855139153940513,0,67,121,5,54,-67,-2.864489795918388,-0.023673469387755164,-81.62149659863945,-0.6745578231292517,call,0,0.5213379859924316
2,7,6,Flop,1,♣2 ♥A,♦K ♠6 ♠Q,5,0.0,0.0,736,0,0,7,20,-121,-121.0,-1.0,-121.0,-1.0,call,0,0.5248312950134277
3,7,6,Flop,0,♣2 ♥A,♦K ♠6 ♠Q,80,0.05625,0.20907160854597165,736,20,67,2,47,-141,-123.9875,-0.6625,-139.0625,-0.8875,call,0,0.5288980007171631
4,7,6,Flop,0,♣2 ♥A,♦K ♠6 ♠Q,155,0.08709677419354839,0.27326217528448216,736,67,70,4,3,-188,-90.31612903225806,-0.4774193548387097,-114.70322580645161,-0.8258064516129032,call,0,0.5233380794525146
5,7,6,Turn,1,♣2 ♥A,♦K ♠6 ♠Q ♦2,5,0.0,0.0,1131,0,0,7,20,-191,-191.0,-1.0,-191.0,-1.0,call,0,0.5259740352630615
6,7,6,Turn,0,♣2 ♥A,♦K ♠6 ♠Q ♦2,65,0.046153846153846156,0.20981817995362853,1131,20,69,2,49,-211,-188.69230769230768,-0.7230769230769231,-201.43076923076922,-0.9076923076923077,call,0,0.525709867477417
7,7,6,Turn,0,♣2 ♥A,♦K ♠6 ♠Q ♦2,130,0.09230769230769231,0.2894598111111812,1131,69,99,4,30,-260,-130.76923076923077,-0.4461538461538461,-167.3230769230769,-0.8153846153846154,call,0,0.5261335372924805
8,7,6,River,1,♣2 ♥A,♦K ♠6 ♠Q ♦2 ♠4,5,0.0,0.0,1626,0,0,7,20,-290,-290.0,-1.0,-290.0,-1.0,call,0,0.5220427513122559
9,7,6,River,0,♣2 ♥A,♦K ♠6 ♠Q ♦2 ♠4,65,0.015384615384615385,0.12307692307692308,1626,20,66,3,46,-310,-324.89230769230767,-0.9076923076923077,-328.95384615384614,-0.9692307692307692,fold,0,0.5263369083404541
