,N,Nnf,round,first,hole,board,Nsim,prWin,prWinStd,pot,bet,maxBet,NMaxBet,minBet,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,action,amount,cputime
0,8,8,Deal,0,♠Q ♠3,,10,0.15,0.32015621187164245,0,0,20,1,20,0,4.0,0.19999999999999996,-14.0,-0.7,raise,0,0.5278668403625488
1,8,8,Deal,0,♠Q ♠3,,100,0.2383333333333333,0.4084217591330479,0,40,122,1,82,-40,110.61333333333332,0.9066666666666665,-63.84666666666667,-0.5233333333333334,raise,0,0.5217890739440918
2,8,8,Deal,0,♠Q ♠3,,180,0.2046296296296296,0.3896146226514265,0,244,328,1,84,-244,208.9481481481481,0.6370370370370368,-193.76296296296297,-0.5907407407407408,raise,0,0.5232629776000977
3,8,8,Flop,0,♠Q ♠3,♠J ♣6 ♣8,15,0.06666666666666667,0.24944382578492943,3608,0,64,1,64,-656,-445.3333333333333,-0.4666666666666667,-470.93333333333334,-0.8666666666666667,call,0,0.5262417793273926
4,8,7,Flop,0,♠Q ♠3,♠J ♣6 ♣8,70,0.07142857142857142,0.24327694808466288,3608,64,84,1,20,-720,-440.2857142857143,-0.5,-470.2857142857143,-0.8571428571428572,call,0,0.5249741077423096
5,8,7,Flop,0,♠Q ♠3,♠J ♣6 ♣8,120,0.05694444444444444,0.21354138437199044,3608,84,93,3,9,-740,-506.47361111111115,-0.601388888888889,-532.9527777777778,-0.8861111111111111,call,0,0.5202369689941406
6,8,7,Turn,0,♠Q ♠3,♠J ♣6 ♣8 ♥Q,15,0.36666666666666664,0.4642796092394707,3980,0,54,1,54,-749,794.9333333333332,1.5666666666666664,695.9333333333332,-0.2666666666666667,raise,0,0.5336668491363525
7,8,7,River,0,♠Q ♠3,♠J ♣6 ♣8 ♥Q ♠6,10,0.05,0.15000000000000002,4412,0,23,1,23,-857,-651.3499999999999,-0.6499999999999999,-657.0999999999999,-0.9,call,0,0.5300960540771484
8,8,7,River,0,♠Q ♠3,♠J ♣6 ♣8 ♥Q ♠6,60,0.14166666666666666,0.30402393911591163,4412,23,51,1,28,-880,-232.39166666666665,-0.008333333333333304,-268.51666666666665,-0.7166666666666667,call,0,0.5213479995727539
9,8,6,River,0,♠Q ♠3,♠J ♣6 ♣8 ♥Q ♠6,100,0.17,0.3257299494980466,4412,51,54,2,3,-908,-105.87999999999988,0.020000000000000018,-142.5999999999999,-0.6599999999999999,raise,0,0.5301129817962646
10,8,6,River,0,♠Q ♠3,♠J ♣6 ♣8 ♥Q ♠6,145,0.1839080459770115,0.34056755533035055,4412,108,4343,1,4235,-965,403.67816091954046,0.10344827586206895,-2791.1724137931033,-0.632183908045977,raise,0,0.5211310386657715
