,N,Nnf,round,first,hole,board,Nsim,prWin,prWinStd,pot,bet,maxBet,NMaxBet,minBet,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,action,amount,cputime
0,8,7,Deal,0,♦A ♥K,,95,0.25263157894736843,0.43452141980105874,0,20,60,2,40,-20,46.10526315789474,0.7684210526315791,-29.684210526315788,-0.49473684210526314,raise,0,0.5212578773498535
1,8,6,Deal,0,♦A ♥K,,170,0.2823529411764706,0.45014415222844684,0,120,137,1,17,-120,95.0941176470588,0.6941176470588235,-59.635294117647064,-0.43529411764705883,raise,0,0.5206449031829834
2,8,6,Flop,1,♦A ♥K,♣A ♣6 ♦7,0,,,1707,0,0,8,20,-274,,,,,call,0,0.5318701267242432
3,8,5,Flop,0,♦A ♥K,♣A ♣6 ♦7,65,0.4153846153846154,0.4849205388453688,1707,20,51,2,31,-294,489.9846153846154,1.076923076923077,426.4307692307692,-0.16923076923076918,raise,0,0.5199069976806641
4,8,5,Flop,0,♦A ♥K,♣A ♣6 ♦7,120,0.37083333333333335,0.47651439875645124,1707,102,117,3,15,-376,458.95000000000005,0.8541666666666667,328.7875,-0.2583333333333333,raise,0,0.5280687808990479
5,8,5,Turn,1,♦A ♥K,♣A ♣6 ♦7 ♦Q,5,0.2,0.4000000000000001,2877,0,0,8,20,-508,67.39999999999998,0.0,67.39999999999998,-0.6,call,0,0.525022029876709
6,8,5,Turn,0,♦A ♥K,♣A ♣6 ♦7 ♦Q,60,0.4166666666666667,0.4930066485916346,2877,20,66,4,46,-528,762.25,1.0833333333333335,679.75,-0.16666666666666663,raise,0,0.5261452198028564
7,8,5,Turn,0,♦A ♥K,♣A ♣6 ♦7 ♦Q,110,0.36363636363636365,0.4762977053610813,2877,132,144,2,12,-640,656.0,0.8181818181818183,498.909090909091,-0.2727272727272727,raise,0,0.5225088596343994
8,8,5,River,1,♦A ♥K,♣A ♣6 ♦7 ♦Q ♥A,5,0.8,0.4000000000000001,4317,0,0,8,20,-796,2657.6000000000004,3.0,2657.6000000000004,0.6000000000000001,raise,0,0.5237400531768799
9,8,5,River,0,♦A ♥K,♣A ♣6 ♦7 ♦Q ♥A,55,0.8818181818181818,0.3157046428033699,4317,20,45,4,25,-816,3164.218181818182,3.409090909090909,3045.1727272727276,0.7636363636363637,raise,0,0.5224530696868896
10,8,5,River,0,♦A ♥K,♣A ♣6 ♦7 ♦Q ♥A,110,0.85,0.3538746568027622,4317,90,103,4,13,-886,3208.2,3.25,2945.5499999999997,0.7,raise,0,0.5299639701843262
