,N,Nnf,round,first,hole,board,Nsim,prWin,prWinStd,pot,bet,maxBet,NMaxBet,minBet,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,action,amount,cputime
0,7,6,Deal,0,♥J ♦10,,90,0.16666666666666666,0.3651483716701107,0,10,72,3,62,-10,0.0,0.0,-48.0,-0.6666666666666667,call,0,0.5242166519165039
1,7,5,Deal,0,♥J ♦10,,165,0.16666666666666666,0.3665288997383895,0,72,86,3,14,-72,-14.333333333333343,-0.16666666666666674,-57.333333333333336,-0.6666666666666667,call,0,0.5246880054473877
2,7,5,Flop,1,♥J ♦10,♠6 ♠K ♦Q,5,0.0,0.0,502,0,0,7,20,-86,-86.0,-1.0,-86.0,-1.0,call,0,0.5292971134185791
3,7,5,Flop,0,♥J ♦10,♠6 ♠K ♦Q,65,0.2,0.4,502,20,61,1,41,-106,14.400000000000006,0.0,-22.19999999999999,-0.6,call,0,0.5232062339782715
4,7,5,Flop,0,♥J ♦10,♠6 ♠K ♦Q,130,0.19615384615384615,0.39465736768724147,502,61,65,4,4,-147,11.219230769230762,-0.019230769230769273,-27.030769230769238,-0.6076923076923078,call,0,0.5310790538787842
5,7,5,Turn,1,♥J ♦10,♠6 ♠K ♦Q ♦3,5,0.0,0.0,827,0,0,7,20,-151,-151.0,-1.0,-151.0,-1.0,call,0,0.5240659713745117
6,7,5,Turn,0,♥J ♦10,♠6 ♠K ♦Q ♦3,70,0.14285714285714285,0.3395675521144204,827,20,69,2,49,-171,-52.571428571428584,-0.2857142857142858,-82.14285714285714,-0.7142857142857143,call,0,0.5603530406951904
7,7,5,Turn,0,♥J ♦10,♠6 ♠K ♦Q ♦3,130,0.15,0.34889936834389546,827,69,120,3,51,-220,-56.94999999999999,-0.25,-110.94999999999999,-0.7,call,0,0.5248079299926758
8,7,5,River,1,♥J ♦10,♠6 ♠K ♦Q ♦3 ♠J,5,0.0,0.0,1427,0,0,7,20,-271,-271.0,-1.0,-271.0,-1.0,call,0,0.5299849510192871
9,7,4,River,0,♥J ♦10,♠6 ♠K ♦Q ♦3 ♠J,70,0.02857142857142857,0.1665986255670086,1427,20,66,2,46,-291,-288.6857142857143,-0.8857142857142857,-292.45714285714286,-0.9428571428571428,call,0,0.5224690437316895
10,7,4,River,0,♥J ♦10,♠6 ♠K ♦Q ♦3 ♠J,125,0.016,0.125475097130865,1427,66,72,3,6,-337,-315.56,-0.9359999999999999,-317.86400000000003,-0.968,call,0,0.5241820812225342
