,N,Nnf,round,first,hole,board,Nsim,prWin,prWinStd,pot,bet,maxBet,NMaxBet,minBet,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,action,amount,cputime
0,7,7,Deal,0,♦K ♥10,,10,0.2,0.4000000000000001,0,0,20,1,20,0,8.0,0.40000000000000013,-12.0,-0.6,raise,0,0.5301859378814697
1,7,5,Deal,0,♦K ♥10,,105,0.24285714285714285,0.4260241761208579,0,40,44,2,4,-40,9.428571428571423,0.2142857142857142,-22.62857142857143,-0.5142857142857142,raise,0,0.5290820598602295
2,7,5,Deal,0,♦K ♥10,,155,0.23548387096774193,0.42239592121134806,0,88,94,2,6,-88,16.67741935483869,0.17741935483870952,-49.72903225806452,-0.5290322580645161,raise,0,0.527522087097168
3,7,5,Flop,1,♦K ♥10,♦7 ♣8 ♠J,5,0.2,0.4,782,0,0,7,20,-188,-31.599999999999994,0.0,-31.599999999999994,-0.6,call,0,0.5274641513824463
4,7,5,Flop,0,♦K ♥10,♦7 ♣8 ♠J,55,0.15454545454545454,0.32853292726532096,782,20,68,1,48,-208,-82.60000000000002,-0.2272727272727273,-114.12727272727273,-0.6909090909090909,call,0,0.5273709297180176
5,7,5,Turn,1,♦K ♥10,♦7 ♣8 ♠J ♠10,5,0.0,0.0,1054,0,0,7,20,-256,-256.0,-1.0,-256.0,-1.0,call,0,0.5298769474029541
6,7,5,Turn,0,♦K ♥10,♦7 ♣8 ♠J ♠10,55,0.09090909090909091,0.2874797872880344,1054,20,69,2,49,-276,-197.8181818181818,-0.5454545454545454,-216.63636363636363,-0.8181818181818181,call,0,0.5220780372619629
7,7,5,River,1,♦K ♥10,♦7 ♣8 ♠J ♠10 ♣J,5,0.0,0.0,1330,0,0,7,20,-325,-325.0,-1.0,-325.0,-1.0,call,0,0.5313558578491211
8,7,4,River,0,♦K ♥10,♦7 ♣8 ♠J ♠10 ♣J,60,0.14166666666666666,0.34268141991586815,1330,20,28,1,8,-345,-148.71666666666667,-0.43333333333333335,-156.65,-0.7166666666666667,call,0,0.5216987133026123
9,7,4,River,0,♦K ♥10,♦7 ♣8 ♠J ♠10 ♣J,100,0.15,0.35,1330,28,103,2,75,-353,-166.7,-0.4,-197.6,-0.7,call,0,0.5215778350830078
