,N,Nnf,round,first,hole,board,Nsim,prWin,prWinStd,pot,bet,maxBet,NMaxBet,minBet,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,action,amount,cputime
0,7,7,Deal,0,♥10 ♥6,,10,0.2,0.4000000000000001,0,0,20,1,20,0,8.0,0.40000000000000013,-12.0,-0.6,raise,0,0.5234708786010742
1,7,6,Deal,0,♥10 ♥6,,120,0.16785714285714284,0.36100883777600373,0,40,65,3,25,-40,0.4642857142857082,0.0071428571428571175,-43.17857142857143,-0.6642857142857144,raise,0,0.5225248336791992
2,7,6,Deal,0,♥10 ♥6,,195,0.14945054945054945,0.34466626110207577,0,130,133,5,3,-130,-13.738461538461536,-0.10329670329670337,-93.24615384615385,-0.701098901098901,call,0,0.5206820964813232
3,7,6,Flop,0,♥10 ♥6,♦7 ♠J ♣2,20,0.025,0.10897247358851682,818,0,20,1,20,-133,-129.55,-0.85,-131.55,-0.95,call,0,0.5236420631408691
4,7,6,Flop,0,♥10 ♥6,♦7 ♠J ♣2,95,0.03684210526315789,0.18125447744971115,818,20,59,5,39,-153,-148.82105263157894,-0.7789473684210526,-157.5157894736842,-0.9263157894736842,call,0,0.5209999084472656
5,7,6,Turn,0,♥10 ♥6,♦7 ♠J ♣2 ♦9,15,0.03333333333333333,0.12472191289246473,1172,0,26,1,26,-192,-173.73333333333335,-0.8,-177.2,-0.9333333333333333,call,0,0.5245890617370605
6,7,6,Turn,0,♥10 ♥6,♦7 ♠J ♣2 ♦9,90,0.03888888888888889,0.1860074338087023,1172,26,81,1,55,-218,-208.52222222222224,-0.7666666666666666,-221.12222222222223,-0.9222222222222223,call,0,0.521010160446167
7,7,6,Turn,0,♥10 ♥6,♦7 ♠J ♣2 ♦9,170,0.06372549019607844,0.23850948475389855,1172,81,107,5,26,-273,-183.4019607843137,-0.6176470588235293,-210.67647058823528,-0.8725490196078431,call,0,0.5277681350708008
8,7,6,River,0,♥10 ♥6,♦7 ♠J ♣2 ♦9 ♠10,15,0.06666666666666667,0.24944382578492943,1814,0,43,1,43,-299,-203.86666666666667,-0.6,-215.33333333333331,-0.8666666666666667,call,0,0.5251691341400146
9,7,6,River,0,♥10 ♥6,♦7 ♠J ♣2 ♦9 ♠10,95,0.02631578947368421,0.1516301083251362,1814,43,119,1,76,-342,-351.4736842105263,-0.8421052631578947,-364.0,-0.9473684210526316,fold,0,0.5291070938110352
