,N,Nnf,round,first,hole,board,Nsim,prWin,prWinStd,pot,bet,maxBet,NMaxBet,minBet,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,action,amount,cputime
0,7,7,Deal,0,♥5 ♠7,,10,0.3,0.45825756949558405,0,0,40,1,40,0,44.0,1.1,-16.0,-0.4,raise,0,0.5208740234375
1,7,7,Deal,0,♥5 ♠7,,110,0.14675324675324675,0.3457717516417859,0,80,160,1,80,-80,4.3636363636363455,0.027272727272727337,-113.03896103896105,-0.7064935064935065,raise,0,0.5224950313568115
2,7,6,Flop,0,♥5 ♠7,♦A ♠9 ♦2,50,0.05,0.20615528128088303,1853,0,40,1,40,-320,-255.35,-0.7,-263.35,-0.9,call,0,0.5208837985992432
3,7,6,Flop,0,♥5 ♠7,♦A ♠9 ♦2,95,0.04035087719298246,0.16878615397622024,1853,40,141,2,101,-360,-352.09298245614036,-0.7578947368421053,-374.85087719298247,-0.9192982456140351,call,0,0.5219550132751465
4,7,6,Flop,0,♥5 ♠7,♦A ♠9 ♦2,150,0.033174603174603176,0.14643396987510693,1853,141,181,3,40,-461,-403.4998412698413,-0.800952380952381,-427.518253968254,-0.9336507936507936,call,0,0.519782304763794
5,7,6,Turn,0,♥5 ♠7,♦A ♠9 ♦2 ♦7,15,0.06666666666666667,0.24944382578492943,2577,0,120,1,120,-501,-401.2,-0.6,-433.2,-0.8666666666666667,call,0,0.523522138595581
6,7,6,Turn,0,♥5 ♠7,♦A ♠9 ♦2 ♦7,70,0.07142857142857142,0.24327694808466283,2577,120,204,1,84,-621,-433.5,-0.5714285714285714,-491.78571428571433,-0.8571428571428572,call,0,0.5228970050811768
7,7,6,Turn,0,♥5 ♠7,♦A ♠9 ♦2 ♦7,120,0.0625,0.2287875652215391,2577,204,299,2,95,-705,-526.8125,-0.625,-601.5625,-0.875,call,0,0.521791934967041
8,7,6,River,0,♥5 ♠7,♦A ♠9 ♦2 ♦7 ♥3,15,0.13333333333333333,0.3399346342395189,3773,0,45,1,45,-800,-305.9333333333334,-0.19999999999999996,-329.9333333333334,-0.7333333333333334,call,0,0.525198221206665
9,7,6,River,0,♥5 ♠7,♦A ♠9 ♦2 ♦7 ♥3,70,0.05714285714285714,0.2321153829895989,3773,45,133,2,88,-845,-671.8,-0.6571428571428571,-702.2,-0.8857142857142857,call,0,0.522733211517334
10,7,5,River,0,♥5 ♠7,♦A ♠9 ♦2 ♦7 ♥3,125,0.048,0.21376622745419815,3773,133,173,1,40,-933,-750.376,-0.76,-775.288,-0.904,call,0,0.5231437683105469
