,N,Nnf,round,first,hole,board,Nsim,prWin,prWinStd,pot,bet,maxBet,NMaxBet,minBet,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,action,amount,cputime
0,7,7,Deal,0,♦2 ♣2,,90,0.14444444444444443,0.35153982265680833,0,10,42,1,32,-10,0.46666666666666856,0.011111111111111072,-29.866666666666667,-0.7111111111111111,raise,0,0.5259201526641846
1,7,7,Deal,0,♦2 ♣2,,170,0.1411764705882353,0.3482034961634998,0,84,110,1,26,-84,-1.294117647058826,-0.0117647058823529,-78.94117647058823,-0.7176470588235294,call,0,0.5272071361541748
2,7,7,Deal,0,♦2 ♣2,,245,0.1306122448979592,0.33697579494775987,0,110,127,5,17,-110,-10.885714285714286,-0.08571428571428563,-93.82448979591837,-0.7387755102040816,call,0,0.521826982498169
3,7,7,Flop,1,♦2 ♣2,♥8 ♦7 ♠5,5,0.2,0.4000000000000001,779,0,0,7,20,-127,28.80000000000001,0.40000000000000013,28.80000000000001,-0.6,raise,0,0.5235400199890137
4,7,7,Flop,0,♦2 ♣2,♥8 ♦7 ♠5,80,0.1125,0.31598061649411346,779,20,76,1,56,-147,-55.51249999999999,-0.21250000000000002,-98.26249999999999,-0.775,call,0,0.5229861736297607
5,7,7,Flop,0,♦2 ♣2,♥8 ♦7 ♠5,145,0.09655172413793103,0.29534638766019117,779,76,88,4,12,-203,-80.31034482758622,-0.32413793103448274,-122.79310344827586,-0.806896551724138,call,0,0.5240650177001953
6,7,7,Turn,1,♦2 ♣2,♥8 ♦7 ♠5 ♥5,5,0.0,0.0,1224,0,0,7,20,-215,-215.0,-1.0,-215.0,-1.0,call,0,0.5307567119598389
7,7,7,Turn,0,♦2 ♣2,♥8 ♦7 ♠5 ♥5,70,0.05714285714285714,0.2321153829895989,1224,20,74,4,54,-235,-189.45714285714286,-0.6000000000000001,-210.60000000000002,-0.8857142857142857,call,0,0.5282759666442871
8,7,7,River,1,♦2 ♣2,♥8 ♦7 ♠5 ♥5 ♠A,5,0.0,0.0,1594,0,0,7,20,-289,-289.0,-1.0,-289.0,-1.0,call,0,0.522409200668335
9,7,7,River,0,♦2 ♣2,♥8 ♦7 ♠5 ♥5 ♠A,65,0.015384615384615385,0.12307692307692308,1594,20,55,2,35,-309,-313.55384615384617,-0.8923076923076922,-317.7846153846154,-0.9692307692307692,fold,0,0.5314617156982422
