,N,Nnf,round,first,hole,board,Nsim,prWin,prWinStd,pot,bet,maxBet,NMaxBet,minBet,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,action,amount,cputime
0,8,8,Deal,0,♦6 ♠J,,55,0.17272727272727273,0.37195040991779604,0,20,80,1,60,-20,30.545454545454547,0.38181818181818183,-52.36363636363636,-0.6545454545454545,raise,0,0.5300531387329102
1,8,7,Deal,0,♦6 ♠J,,130,0.1346153846153846,0.3269230769230769,0,160,192,1,32,-160,-11.076923076923066,-0.05769230769230771,-140.30769230769232,-0.7307692307692308,call,0,0.5222222805023193
2,8,7,Deal,0,♦6 ♠J,,175,0.12380952380952381,0.31204104619820716,0,192,241,1,49,-192,-32.133333333333326,-0.1333333333333333,-181.32380952380953,-0.7523809523809524,call,0,0.5237221717834473
3,8,7,Deal,0,♦6 ♠J,,220,0.12575757575757573,0.3143747712302026,0,241,342,2,101,-241,-40.936363636363694,-0.11969696969696986,-255.9818181818182,-0.7484848484848485,call,0,0.5217540264129639
4,8,7,Flop,1,♦6 ♠J,♠3 ♦J ♣J,5,0.7,0.4,1448,0,0,8,40,-342,671.5999999999999,3.8999999999999995,671.5999999999999,0.3999999999999999,raise,0,0.5235228538513184
5,8,7,Flop,0,♦6 ♠J,♠3 ♦J ♣J,50,0.74,0.3903844259188627,1448,40,146,1,106,-382,1339.8,4.18,799.5999999999999,0.48,raise,0,0.5253210067749023
6,8,7,Turn,1,♦6 ♠J,♠3 ♦J ♣J ♣4,5,0.6,0.48989794855663565,2616,0,0,8,40,-634,935.5999999999999,3.2,935.5999999999999,0.19999999999999996,raise,0,0.5220730304718018
7,8,7,Turn,0,♦6 ♠J,♠3 ♦J ♣J ♣4,50,0.63,0.47759815745038214,2616,40,143,1,103,-674,1501.71,3.41,1051.26,0.26,raise,0,0.5244700908660889
8,8,7,River,1,♦6 ♠J,♠3 ♦J ♣J ♣4 ♠A,5,0.8,0.4000000000000001,3760,0,0,8,40,-920,2088.0,4.6000000000000005,2088.0,0.6000000000000001,raise,0,0.5242266654968262
9,8,7,River,0,♦6 ♠J,♠3 ♦J ♣J ♣4 ♠A,45,0.6888888888888889,0.4629481479111035,3760,40,48,2,8,-960,1853.6888888888889,3.822222222222222,1688.3555555555554,0.37777777777777777,raise,0,0.5219020843505859
10,8,7,River,0,♦6 ♠J,♠3 ♦J ♣J ♣4 ♠A,90,0.6333333333333333,0.48189440982669873,3760,96,135,1,39,-1016,1924.833333333333,3.4333333333333336,1497.333333333333,0.2666666666666666,raise,0,0.5254530906677246
