,N,Nnf,round,first,hole,board,Nsim,prWin,prWinStd,pot,bet,maxBet,NMaxBet,minBet,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,action,amount,cputime
0,7,6,Deal,0,♥6 ♠10,,95,0.15413533834586465,0.34048612960698693,0,10,78,1,68,-10,-5.864661654135347,-0.07518796992481214,-53.954887218045116,-0.6917293233082706,call,0,0.5257308483123779
1,7,6,Deal,0,♥6 ♠10,,170,0.13319327731092437,0.323169340172911,0,78,127,2,49,-78,-25.506722689075616,-0.20084033613445373,-93.16890756302521,-0.7336134453781513,call,0,0.5294010639190674
2,7,6,Flop,1,♥6 ♠10,♥5 ♥A ♦10,5,0.1,0.2,762,0,0,7,20,-127,-50.8,-0.3999999999999999,-50.8,-0.8,call,0,0.5218822956085205
3,7,6,Flop,0,♥6 ♠10,♥5 ♥A ♦10,75,0.15777777777777777,0.3365327933317262,762,20,78,2,58,-147,-10.933333333333337,-0.053333333333333455,-60.16,-0.6844444444444444,call,0,0.5261011123657227
4,7,6,Flop,0,♥6 ♠10,♥5 ♥A ♦10,150,0.1688888888888889,0.3590041094713039,762,78,83,5,5,-205,2.8000000000000114,0.01333333333333342,-53.27111111111111,-0.6622222222222223,raise,0,0.5283808708190918
5,7,6,Turn,1,♥6 ♠10,♥5 ♥A ♦10 ♥3,5,0.0,0.0,1758,0,0,7,20,-293,-293.0,-1.0,-293.0,-1.0,call,0,0.5278627872467041
6,7,6,Turn,0,♥6 ♠10,♥5 ♥A ♦10 ♥3,75,0.1,0.2943920288775949,1758,20,68,4,48,-313,-144.39999999999998,-0.3999999999999999,-171.6,-0.8,call,0,0.5239510536193848
7,7,6,Turn,0,♥6 ♠10,♥5 ♥A ♦10 ♥3,155,0.1,0.29182407426835205,1758,68,85,5,17,-361,-151.2,-0.3999999999999999,-185.2,-0.8,call,0,0.5308773517608643
8,7,6,River,1,♥6 ♠10,♥5 ♥A ♦10 ♥3 ♦9,5,0.0,0.0,2268,0,0,7,20,-378,-378.0,-1.0,-378.0,-1.0,call,0,0.5213539600372314
9,7,6,River,0,♥6 ♠10,♥5 ♥A ♦10 ♥3 ♦9,80,0.0875,0.2825663638864329,2268,20,34,2,14,-398,-195.70000000000002,-0.4750000000000001,-207.60000000000002,-0.825,call,0,0.5223639011383057
