,N,Nnf,round,first,hole,board,Nsim,prWin,prWinStd,pot,bet,maxBet,NMaxBet,minBet,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,action,amount,cputime
0,7,6,Deal,0,♠7 ♠6,,75,0.17523809523809522,0.37801726435996946,0,40,101,1,61,-40,5.194285714285712,0.05142857142857138,-65.60190476190476,-0.6495238095238096,raise,0,0.5283172130584717
1,7,6,Deal,0,♠7 ♠6,,125,0.14514285714285713,0.3508515588201521,0,202,232,1,30,-202,-29.961142857142875,-0.12914285714285723,-164.65371428571427,-0.7097142857142857,call,0,0.5260441303253174
2,7,5,Deal,0,♠7 ♠6,,180,0.13412698412698412,0.3397891465999765,0,232,242,2,10,-232,-79.70634920634922,-0.3293650793650794,-177.08253968253968,-0.7317460317460318,call,0,0.5208921432495117
3,7,5,Flop,1,♠7 ♠6,♣Q ♣9 ♦5,5,0.6,0.48989794855663565,948,0,0,7,40,-242,326.79999999999995,2.0,326.79999999999995,0.19999999999999996,raise,0,0.5222883224487305
4,7,5,Flop,0,♠7 ♠6,♣Q ♣9 ♦5,45,0.06666666666666667,0.24944382578492943,948,40,141,1,101,-282,-272.8,-0.6666666666666667,-301.0,-0.8666666666666667,call,0,0.5218968391418457
5,7,5,Flop,0,♠7 ♠6,♣Q ♣9 ♦5,85,0.07058823529411765,0.25613577714208524,948,141,201,2,60,-383,-305.1411764705882,-0.6470588235294118,-347.70588235294116,-0.8588235294117648,call,0,0.5298349857330322
6,7,5,Turn,1,♠7 ♠6,♣Q ♣9 ♦5 ♥9,5,0.0,0.0,1551,0,0,7,40,-443,-443.0,-1.0,-443.0,-1.0,call,0,0.5269951820373535
7,7,5,Turn,0,♠7 ♠6,♣Q ♣9 ♦5 ♥9,45,0.1111111111111111,0.3142696805273545,1551,40,79,2,39,-483,-305.7777777777778,-0.4444444444444444,-332.11111111111114,-0.7777777777777778,call,0,0.5189471244812012
8,7,5,River,1,♠7 ♠6,♣Q ♣9 ♦5 ♥9 ♦8,5,0.6,0.48989794855663565,1788,0,0,7,40,-522,550.8,2.0,550.8,0.19999999999999996,raise,0,0.5241599082946777
9,7,5,River,0,♠7 ♠6,♣Q ♣9 ♦5 ♥9 ♦8,40,0.875,0.33071891388307384,1788,40,71,2,31,-562,1282.125,3.375,1095.75,0.75,raise,0,0.5221948623657227
10,7,5,River,0,♠7 ♠6,♣Q ♣9 ♦5 ♥9 ♦8,80,0.85625,0.34635377506243525,1788,142,218,2,76,-664,1724.2875,3.28125,1164.3,0.7124999999999999,raise,0,0.5256369113922119
