,N,Nnf,round,first,hole,board,Nsim,prWin,prWinStd,pot,bet,maxBet,NMaxBet,minBet,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,action,amount,cputime
0,7,7,Deal,0,♥Q ♠J,,55,0.24805194805194805,0.42396978605867575,0,40,258,1,218,-40,189.9818181818182,0.7363636363636363,-130.0051948051948,-0.5038961038961038,raise,0,0.5215532779693604
1,7,7,Flop,1,♥Q ♠J,♦J ♦7 ♦10,5,0.0,0.0,2064,0,0,7,80,-516,-516.0,-1.0,-516.0,-1.0,call,0,0.5288059711456299
2,7,7,Flop,0,♥Q ♠J,♦J ♦7 ♦10,75,0.14,0.34215006454283575,2064,80,186,1,106,-596,-230.75999999999993,-0.019999999999999907,-360.96,-0.72,call,0,0.5233631134033203
3,7,7,Flop,0,♥Q ♠J,♦J ♦7 ♦10,145,0.14965517241379309,0.35274766558645626,2064,186,233,3,47,-702,-196.0241379310346,0.047586206896551575,-370.3724137931035,-0.7006896551724138,raise,0,0.5280189514160156
4,7,6,Flop,0,♥Q ♠J,♦J ♦7 ♦10,215,0.1550830564784053,0.3569215663030522,2064,466,484,2,18,-982,-229.54737541528243,-0.06950166112956813,-529.7881727574751,-0.6898338870431894,call,0,0.5305931568145752
5,7,6,Turn,1,♥Q ♠J,♦J ♦7 ♦10 ♥J,5,0.2,0.4000000000000001,3749,0,0,7,80,-1000,-250.19999999999993,0.20000000000000018,-250.19999999999993,-0.6,raise,0,0.526155948638916
6,7,6,Turn,0,♥Q ♠J,♦J ♦7 ♦10 ♥J,30,0.55,0.4890466917040403,3749,80,149,1,69,-1080,1404.6500000000005,2.3000000000000003,1076.8500000000004,0.10000000000000009,raise,0,0.5283970832824707
7,7,6,Turn,0,♥Q ♠J,♦J ♦7 ♦10 ♥J,60,0.525,0.495185150558186,3749,298,344,1,46,-1298,1707.8249999999998,2.1500000000000004,985.4250000000002,0.050000000000000044,raise,0,0.5242948532104492
8,7,6,River,1,♥Q ♠J,♦J ♦7 ♦10 ♥J ♣2,5,0.2,0.4000000000000001,5125,0,0,7,80,-1688,-663.0,0.20000000000000018,-663.0,-0.6,raise,0,0.527047872543335
9,7,6,River,0,♥Q ♠J,♦J ♦7 ♦10 ♥J ♣2,30,0.6333333333333333,0.4818944098266986,5125,80,232,1,152,-1768,2207.4333333333334,2.8,1619.6999999999998,0.2666666666666666,raise,0,0.5276658535003662
