,N,Nnf,round,first,hole,board,Nsim,prWin,prWinStd,pot,bet,maxBet,NMaxBet,minBet,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,action,amount,cputime
0,7,6,Deal,0,♥9 ♣10,,65,0.23296703296703297,0.4112386854005878,0,80,232,1,152,-80,92.29010989010987,0.3978021978021977,-123.9032967032967,-0.5340659340659341,raise,0,0.5258569717407227
1,7,6,Deal,0,♥9 ♣10,,105,0.22176870748299318,0.40091292923086347,0,464,482,1,18,-464,159.3551020408163,0.33061224489795915,-268.21496598639453,-0.5564625850340137,raise,0,0.5210680961608887
2,7,6,Flop,1,♥9 ♣10,♦A ♣8 ♥Q,5,0.0,0.0,2932,0,0,7,80,-964,-964.0,-1.0,-964.0,-1.0,call,0,0.5291309356689453
3,7,6,Flop,0,♥9 ♣10,♦A ♣8 ♥Q,40,0.075,0.23848480035423641,2932,80,228,1,148,-1044,-869.5,-0.55,-937.9,-0.85,call,0,0.5241260528564453
4,7,6,Flop,0,♥9 ♣10,♦A ♣8 ♥Q,85,0.13529411764705881,0.328886135258691,2932,228,236,2,8,-1192,-611.7411764705882,-0.18823529411764706,-739.4588235294118,-0.7294117647058824,call,0,0.5249290466308594
5,7,6,Turn,1,♥9 ♣10,♦A ♣8 ♥Q ♦J,5,0.6,0.48989794855663565,3640,0,0,7,80,-1200,984.0,2.5999999999999996,984.0,0.19999999999999996,raise,0,0.5250687599182129
6,7,6,Turn,0,♥9 ♣10,♦A ♣8 ♥Q ♦J,45,0.5222222222222223,0.4825344611246325,3640,80,118,2,38,-1280,952.6222222222223,2.1333333333333337,706.1333333333334,0.04444444444444451,raise,0,0.5219521522521973
7,7,6,Turn,0,♥9 ♣10,♦A ♣8 ♥Q ♦J,85,0.6,0.4715431487960255,3640,236,427,1,191,-1436,2094.2,2.5999999999999996,1069.4,0.19999999999999996,raise,0,0.5290639400482178
8,7,6,River,1,♥9 ♣10,♦A ♣8 ♥Q ♦J ♣K,5,0.5666666666666667,0.22607766610417562,6202,0,0,7,80,-2054,1460.4666666666667,2.4,1460.4666666666667,0.1333333333333333,raise,0,0.5295588970184326
9,7,6,River,0,♥9 ♣10,♦A ♣8 ♥Q ♦J ♣K,50,0.6916666666666668,0.2678359779998033,6202,80,4255,1,4175,-2134,15638.966666666667,3.1500000000000004,3866.800000000001,0.3833333333333335,raise,0,0.5210809707641602
