playerName,allIn,bet,cards,chips,folded,isHuman,isOnline,isSurvive,reloadCount,roundBet,position,me,winMoney,hand,rank,message
930241b5a8bee6e10a1205a599f70b06,False,0,,0,False,False,True,False,2,0,,False,0.0,,,
58673a2ed47b93de2334d9d0763d1bbb,False,0,,0,False,False,True,False,2,0,,False,0.0,,,
10d37768c10734ced8918a52ecdd7225,False,0,♣8 ♦J,2938,False,False,True,True,1,0,,False,1322.0,♣8 ♦J ♠7 ♦8 ♥10 ♥8 ♠2,106.0384,Three of a Kind
f6ab57f4b3ca3739ad29da1cf4f26452,False,0,♣10 ♣3,701,False,False,True,True,2,0,,False,0.0,♣10 ♣3 ♠7 ♦8 ♥10 ♥8 ♠2,56.0016,Two Pair
ed9287d402d9de370a4622e98cf8330f,False,0,♥4 ♠A,13167,False,False,True,True,0,0,,False,0.0,♥4 ♠A ♠7 ♦8 ♥10 ♥8 ♠2,15.2192,Pair
bf443283527480ddfe27bf45b756c527,False,0,♠Q ♣A,701,True,False,True,True,1,0,SB,False,0.0,♠Q ♣A ♠7 ♦8 ♥10 ♥8 ♠2,15.2688,Pair
140a94509e9dc9401c8cf456863b44dc,False,0,♦3 ♠9,193,True,False,True,True,0,0,BB,True,0.0,♦3 ♠9 ♠7 ♦8 ♥10 ♥8 ♠2,15.0208,Pair
acab8a08d87398bb78bcb3aa85d07336,False,0,♣K ♦5,300,True,False,True,True,2,0,,False,0.0,♣K ♦5 ♠7 ♦8 ♥10 ♥8 ♠2,15.1168,Pair
