,N,Nnf,round,first,hole,board,Nsim,prWin,prWinStd,pot,bet,maxBet,NMaxBet,minBet,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,action,amount,cputime
0,8,8,Deal,0,♠9 ♣2,,100,0.12166666666666666,0.31610037083882775,0,20,96,1,76,-20,-2.5600000000000023,-0.026666666666666727,-72.64,-0.7566666666666667,call,0,0.5243778228759766
1,8,7,Deal,0,♠9 ♣2,,205,0.10873983739837398,0.3009242268578598,0,96,126,2,30,-96,-30.09146341463415,-0.23882113821138218,-98.59756097560975,-0.782520325203252,call,0,0.5281810760498047
2,8,7,Deal,0,♠9 ♣2,,285,0.10453216374269006,0.29690603300586405,0,126,129,5,3,-126,-34.60745614035088,-0.26827485380116955,-102.03070175438597,-0.7909356725146199,call,0,0.5203728675842285
3,8,7,Flop,1,♠9 ♣2,♥8 ♦5 ♦9,5,0.0,0.0,999,0,0,8,20,-129,-129.0,-1.0,-129.0,-1.0,call,0,0.5275728702545166
4,8,6,Flop,0,♠9 ♣2,♥8 ♦5 ♦9,75,0.15333333333333332,0.34615346628659116,999,20,67,2,47,-149,18.819999999999993,-0.08000000000000007,-22.27333333333337,-0.6933333333333334,call,0,0.5302190780639648
5,8,6,Turn,1,♠9 ♣2,♥8 ♦5 ♦9 ♥A,5,0.2,0.4000000000000001,1401,0,0,8,20,-196,84.19999999999999,0.20000000000000018,84.19999999999999,-0.6,raise,0,0.525130033493042
6,8,6,Turn,0,♠9 ♣2,♥8 ♦5 ♦9 ♥A,70,0.04285714285714286,0.20253495541082608,1401,20,71,2,51,-216,-188.7,-0.7428571428571429,-200.87142857142857,-0.9142857142857143,call,0,0.5246551036834717
7,8,6,Turn,0,♠9 ♣2,♥8 ♦5 ♦9 ♥A,135,0.05802469135802469,0.22618550829794418,1401,71,88,5,17,-267,-172.07037037037037,-0.6518518518518519,-192.49506172839506,-0.8839506172839506,call,0,0.5213959217071533
8,8,6,River,1,♠9 ♣2,♥8 ♦5 ♦9 ♥A ♦10,5,0.0,0.0,1929,0,0,8,20,-284,-284.0,-1.0,-284.0,-1.0,call,0,0.5256392955780029
9,8,6,River,0,♠9 ♣2,♥8 ♦5 ♦9 ♥A ♦10,70,0.02857142857142857,0.14356965173029845,1929,20,30,3,10,-304,-253.74285714285713,-0.8285714285714285,-257.1714285714286,-0.9428571428571428,call,0,0.5246961116790771
