,N,Nnf,round,first,hole,board,Nsim,prWin,prWinStd,pot,bet,maxBet,NMaxBet,minBet,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,action,amount,cputime
0,7,7,Deal,0,♣A ♦A,,10,0.2,0.4000000000000001,0,0,20,1,20,0,8.0,0.40000000000000013,-12.0,-0.6,raise,0,0.5263521671295166
1,7,6,Deal,0,♣A ♦A,,120,0.4666666666666667,0.49888765156985887,0,40,62,1,22,-40,111.6,1.7999999999999998,-4.133333333333333,-0.06666666666666665,raise,0,0.5203797817230225
2,7,6,Deal,0,♣A ♦A,,195,0.4846153846153846,0.49847894873045157,0,124,131,1,7,-124,249.9076923076923,1.9076923076923076,-4.030769230769238,-0.03076923076923077,raise,0,0.5241422653198242
3,7,5,Flop,1,♣A ♦A,♠J ♥5 ♣8,15,0.5333333333333333,0.4988876515698588,1592,0,0,7,20,-262,587.0666666666666,1.6666666666666665,587.0666666666666,0.06666666666666665,raise,0,0.5233340263366699
4,7,5,Flop,0,♣A ♦A,♠J ♥5 ♣8,80,0.4375,0.49607837082461076,1592,20,60,4,40,-282,505.75,1.1875,427.0,-0.125,raise,0,0.5238380432128906
5,7,5,Turn,1,♣A ♦A,♠J ♥5 ♣8 ♥K,5,0.0,0.0,2190,0,0,7,20,-382,-382.0,-1.0,-382.0,-1.0,call,0,0.5267012119293213
6,7,5,Turn,0,♣A ♦A,♠J ♥5 ♣8 ♥K,55,0.4,0.4898979485566356,2190,20,63,2,43,-402,557.0,1.0,481.4,-0.19999999999999996,raise,0,0.5230259895324707
7,7,5,River,1,♣A ♦A,♠J ♥5 ♣8 ♥K ♦J,5,0.4,0.48989794855663565,2694,0,0,7,20,-508,569.6000000000001,1.0,569.6000000000001,-0.19999999999999996,raise,0,0.5247728824615479
8,7,5,River,0,♣A ♦A,♠J ♥5 ♣8 ♥K ♦J,55,0.41818181818181815,0.49326036240911036,2694,20,57,3,37,-528,680.7636363636364,1.0909090909090908,609.2545454545455,-0.1636363636363637,raise,0,0.5260100364685059
9,7,5,River,0,♣A ♦A,♠J ♥5 ♣8 ♥K ♦J,115,0.4782608695652174,0.4995271866554808,2694,114,132,1,18,-622,964.0869565217392,1.391304347826087,774.6956521739132,-0.04347826086956519,raise,0,0.5275771617889404
