,N,Nnf,round,first,hole,board,Nsim,prWin,prWinStd,pot,bet,maxBet,NMaxBet,minBet,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,action,amount,cputime
0,7,7,Deal,0,♣4 ♣3,,15,0.16666666666666666,0.3496029493900505,0,0,20,1,20,0,3.333333333333332,0.16666666666666652,-13.333333333333334,-0.6666666666666667,raise,0,0.5216896533966064
1,7,7,Deal,0,♣4 ♣3,,120,0.1375,0.34133622231850325,0,40,48,2,8,-40,-1.7999999999999972,-0.03749999999999987,-34.8,-0.725,call,0,0.5234160423278809
2,7,7,Deal,0,♣4 ♣3,,230,0.1565217391304348,0.3603453499998865,0,48,152,1,104,-48,14.539130434782606,0.09565217391304359,-104.41739130434783,-0.6869565217391305,raise,0,0.5207533836364746
3,7,7,Deal,0,♣4 ♣3,,335,0.1373134328358209,0.3398137421762071,0,304,608,1,304,-304,-23.59402985074621,-0.03880597014925369,-441.02686567164176,-0.7253731343283583,call,0,0.5166599750518799
4,7,7,Flop,0,♣4 ♣3,♦J ♥5 ♣6,35,0.32857142857142857,0.46202747510846365,4142,0,20,1,20,-608,778.9428571428571,1.2999999999999998,746.0857142857142,-0.34285714285714286,raise,0,0.5252611637115479
5,7,6,Flop,0,♣4 ♣3,♦J ♥5 ♣6,105,0.2619047619047619,0.4369550379792176,4142,40,54,1,14,-648,507.66666666666674,0.5714285714285716,451.0952380952381,-0.47619047619047616,raise,0,0.5252559185028076
6,7,6,Flop,0,♣4 ♣3,♦J ♥5 ♣6,145,0.2413793103448276,0.42387151711363436,4142,108,123,1,15,-716,446.9310344827586,0.4482758620689655,328.1724137931035,-0.5172413793103448,raise,0,0.5272109508514404
7,7,6,Turn,1,♣4 ♣3,♦J ♥5 ♣6 ♥Q,5,0.4,0.48989794855663565,4900,0,0,7,20,-854,1106.0,1.4000000000000004,1106.0,-0.19999999999999996,raise,0,0.5264580249786377
8,7,6,Turn,0,♣4 ♣3,♦J ♥5 ♣6 ♥Q,45,0.18888888888888888,0.3842581436842352,4900,20,57,2,37,-874,79.15555555555557,0.1333333333333333,36.088888888888846,-0.6222222222222222,raise,0,0.5263829231262207
9,7,6,Turn,0,♣4 ♣3,♦J ♥5 ♣6 ♥Q,85,0.1588235294117647,0.3614656822526404,4900,114,132,1,18,-968,-81.97647058823543,-0.04705882352941182,-165.8352941176472,-0.6823529411764706,call,0,0.5266740322113037
10,7,6,Turn,0,♣4 ♣3,♦J ♥5 ♣6 ♥Q,130,0.17307692307692307,0.3757635225139223,4900,132,186,1,54,-986,1.2307692307692832,0.038461538461538325,-127.53846153846155,-0.6538461538461539,raise,0,0.5294656753540039
11,7,6,River,1,♣4 ♣3,♦J ♥5 ♣6 ♥Q ♦3,5,0.0,0.0,5790,0,0,7,20,-1226,-1226.0,-1.0,-1226.0,-1.0,call,0,0.5207540988922119
12,7,6,River,0,♣4 ♣3,♦J ♥5 ♣6 ♥Q ♦3,35,0.0,0.0,5790,20,55,1,35,-1246,-1281.0,-1.0,-1281.0,-1.0,fold,0,0.5243301391601562
