,N,Nnf,round,first,hole,board,Nsim,prWin,prWinStd,pot,bet,maxBet,NMaxBet,minBet,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,action,amount,cputime
0,7,6,Deal,0,♣5 ♥5,,90,0.2015873015873016,0.39247135137842776,0,10,39,3,29,-10,8.171428571428578,0.20952380952380967,-23.276190476190475,-0.5968253968253968,raise,0,0.5303139686584473
1,7,6,Deal,0,♣5 ♥5,,165,0.2069264069264069,0.40041909418108623,0,78,79,5,1,-78,19.083116883116872,0.2415584415584413,-46.30562770562771,-0.5861471861471862,raise,0,0.5215311050415039
2,7,6,Flop,1,♣5 ♥5,♥6 ♠6 ♦3,5,0.0,0.0,948,0,0,7,20,-158,-158.0,-1.0,-158.0,-1.0,call,0,0.5274050235748291
3,7,6,Flop,0,♣5 ♥5,♥6 ♠6 ♦3,80,0.1375,0.3443744328488978,948,20,69,3,49,-178,-39.724999999999966,-0.17499999999999993,-77.67499999999998,-0.725,call,0,0.5286400318145752
4,7,6,Flop,0,♣5 ♥5,♥6 ♠6 ♦3,155,0.14193548387096774,0.3489839570657683,948,69,110,5,41,-227,-39.767741935483855,-0.1483870967741936,-102.21935483870968,-0.7161290322580645,call,0,0.5208630561828613
5,7,6,Turn,1,♣5 ♥5,♥6 ♠6 ♦3 ♠3,5,0.2,0.4,1608,0,0,7,20,-268,53.60000000000002,0.20000000000000018,53.60000000000002,-0.6,raise,0,0.5220658779144287
6,7,6,Turn,0,♣5 ♥5,♥6 ♠6 ♦3 ♠3,85,0.13277310924369748,0.3350570969916534,1608,20,74,2,54,-288,-69.54957983193276,-0.20336134453781507,-108.85042016806722,-0.7344537815126051,call,0,0.5301618576049805
7,7,6,Turn,0,♣5 ♥5,♥6 ♠6 ♦3 ♠3,160,0.11607142857142856,0.31549584395205654,1608,74,104,5,30,-342,-112.92857142857144,-0.3035714285714286,-161.21428571428572,-0.7678571428571429,call,0,0.5310063362121582
8,7,6,River,1,♣5 ♥5,♥6 ♠6 ♦3 ♠3 ♦4,5,0.2,0.4000000000000001,2232,0,0,7,20,-372,74.40000000000003,0.20000000000000018,74.40000000000003,-0.6,raise,0,0.5304937362670898
9,7,6,River,0,♣5 ♥5,♥6 ♠6 ♦3 ♠3 ♦4,80,0.1875,0.3903123748998999,2232,20,74,1,54,-392,55.75,0.125,0.25,-0.625,raise,0,0.5226550102233887
