,N,Nnf,round,first,hole,board,Nsim,prWin,prWinStd,pot,bet,maxBet,NMaxBet,minBet,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,action,amount,cputime
0,7,6,Deal,0,♣3 ♠J,,90,0.15158730158730158,0.3528034432787146,0,10,73,2,63,-10,-6.604761904761915,-0.0904761904761906,-50.86825396825397,-0.6968253968253968,call,0,0.5252721309661865
1,7,6,Deal,0,♣3 ♠J,,165,0.10476190476190475,0.2987847301764277,0,73,137,2,64,-73,-50.8857142857143,-0.37142857142857144,-108.29523809523809,-0.7904761904761906,call,0,0.5273048877716064
2,7,5,Flop,1,♣3 ♠J,♣9 ♥J ♥6,5,0.2,0.4,769,0,0,7,20,-137,16.80000000000001,0.0,16.80000000000001,-0.6,call,0,0.5228049755096436
3,7,5,Flop,0,♣3 ♠J,♣9 ♥J ♥6,65,0.15897435897435896,0.3609469611234416,769,20,71,4,51,-157,-29.312820512820508,-0.20512820512820518,-63.174358974358995,-0.6820512820512821,call,0,0.5209252834320068
4,7,5,Turn,1,♣3 ♠J,♣9 ♥J ♥6 ♦5,5,0.3,0.39999999999999997,1124,0,0,7,20,-208,129.2,0.5,129.2,-0.4,raise,0,0.5230531692504883
5,7,5,Turn,0,♣3 ♠J,♣9 ♥J ♥6 ♦5,70,0.19761904761904764,0.37085578545499626,1124,20,63,1,43,-228,13.373809523809541,-0.011904761904761862,-23.976190476190453,-0.6047619047619047,call,0,0.5264890193939209
6,7,5,Turn,0,♣3 ♠J,♣9 ♥J ♥6 ♦5,120,0.17777777777777776,0.3630716012776557,1124,63,105,3,42,-271,-19.84444444444449,-0.11111111111111116,-75.84444444444449,-0.6444444444444445,call,0,0.5339901447296143
7,7,5,River,1,♣3 ♠J,♣9 ♥J ♥6 ♦5 ♣A,5,0.2,0.4000000000000001,1554,0,0,7,20,-313,-2.1999999999999886,0.0,-2.1999999999999886,-0.6,call,0,0.5228872299194336
8,7,5,River,0,♣3 ♠J,♣9 ♥J ♥6 ♦5 ♣A,55,0.09090909090909091,0.2874797872880344,1554,20,77,2,57,-333,-213.72727272727272,-0.5454545454545454,-234.72727272727272,-0.8181818181818181,call,0,0.5285818576812744
9,7,5,River,0,♣3 ♠J,♣9 ♥J ♥6 ♦5 ♣A,110,0.09545454545454546,0.2899486987966738,1554,77,91,3,14,-390,-212.23181818181817,-0.5227272727272727,-238.29090909090908,-0.8090909090909091,call,0,0.5236971378326416
