round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,pot,bet,minBet,sumPot_all,sumBet_all,maxBet_all,N_maxBet_all,N_canraise,sumMinBet_all,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,action,amount,cputime
1,0,8,7,deal,0,♦J ♣3,,20000,0.099854166666667,0.26998263225715724,980,0,0,20,45,0,328,65,4,7,127,-20,-19.566354166666514,-0.30102083333333096,-32.24783333333322,-0.8002916666666658,call,0,0.10854196548461914
1,1,8,7,deal,0,♦J ♣3,,20000,0.099854166666667,0.26998263225715724,935,0,0,65,27,0,570,92,4,7,74,-65,-27.69391666666645,-0.30102083333333096,-35.083124999999804,-0.8002916666666658,call,0,0.09894108772277832
1,2,8,7,flop,0,♦J ♣3,♠10 ♥2 ♦Q,88,0.03977272727272727,0.18801581940652606,908,0,92,0,100,644,100,100,1,7,600,-92,-138.54545454545456,-0.7215909090909092,-162.4090909090909,-0.9204545454545454,fold,0,1.2361631393432615
2,0,8,7,deal,0,♦6 ♠4,,20000,0.11342500000000012,0.2893015009707617,898,0,0,10,56,0,324,66,3,7,138,-10,-13.597649999999952,-0.20602499999999924,-29.250299999999967,-0.7731499999999998,fold,0,0.11301708221435547
3,0,8,8,deal,0,♦8 ♠6,,20000,0.13037500000000035,0.3062658863501495,898,0,0,0,132,0,458,132,2,8,598,0,5.6760000000003865,0.04300000000000282,-72.28824999999983,-0.7392499999999993,raise,0,0.1049978733062744
3,1,8,6,flop,0,♦8 ♠6,♣10 ♦9 ♣K,271,0.08573185731857319,0.2713181864081436,634,0,264,0,5479,1980,7315,5479,1,0,3450,-264,194.65252152521518,-1.0,-101.12238622386222,-0.8285362853628536,call,0,1.2486608028411863
4,0,8,7,deal,0,♣8 ♣A,,20000,0.20215833333333272,0.3662043305213685,1000,1,0,0,60,0,133,60,1,6,227,0,12.776999999999775,0.2129499999999962,-33.11294166666675,-0.5956833333333346,raise,0,0.10680699348449707
4,1,8,7,flop,0,♣8 ♣A,♦J ♣J ♣2,158,0.3924050632911392,0.4850348158973652,880,1,120,0,72,720,223,72,2,6,209,-120,260.0506329113924,1.3544303797468356,178.03797468354432,-0.2151898734177216,raise,0,1.245729684829712
4,2,8,7,turn,0,♣8 ♣A,♦J ♣J ♣2 ♠Q,168,0.15277777777777776,0.3518736069576242,736,1,264,0,57,1584,214,57,3,5,128,-264,-26.750000000000053,-0.2361111111111112,-46.3055555555556,-0.6944444444444444,call,0,1.2466330528259275
4,3,8,7,turn,0,♣8 ♣A,♦J ♣J ♣2 ♠Q,371,0.17205750224618147,0.3660506812120471,679,1,264,57,64,1584,537,121,3,5,125,-321,1.4411500449235746,-0.1397124887690927,-20.066037735849136,-0.6558849955076371,call,0,1.2425761222839355
4,4,8,7,river,0,♣8 ♣A,♦J ♣J ♣2 ♠Q ♣10,139,0.8489208633093526,0.3581259989828386,615,1,385,0,75,2246,218,75,2,4,84,-385,1703.05035971223,2.3956834532374103,1631.741007194245,0.6978417266187051,raise,0,1.2472093105316162
4,5,8,7,river,0,♣8 ♣A,♦J ♣J ♣2 ♠Q ♣10,349,0.836676217765043,0.36966082344688,465,1,385,150,2,2246,606,152,2,4,4,-535,1852.547277936963,2.346704871060172,1849.2005730659025,0.6733524355300861,raise,0,1.2483336925506592
5,0,8,7,deal,0,♥Q ♠3,,20000,0.10600694444444447,0.277350046447964,3775,1,0,0,20,0,50,20,2,6,70,0,-7.279166666666662,-0.3639583333333332,-14.699652777777775,-0.7879861111111109,fold,0,0.0967857837677002
6,0,8,8,deal,0,♥4 ♥2,,20000,0.1460652777777766,0.32721307677948913,3775,1,0,0,40,0,70,40,1,5,130,0,-10.786944444444678,-0.2696736111111169,-29.77543055555564,-0.7078694444444468,fold,0,0.1302649974822998
7,0,8,8,deal,0,♣9 ♦10,,20000,0.13968888888888947,0.3131480009371907,3775,1,0,0,20,0,30,20,1,5,70,0,-6.031111111111053,-0.3015555555555527,-15.809333333333313,-0.7206222222222209,fold,0,0.10330605506896973
8,0,8,7,deal,0,♠J ♦6,,20000,0.11150000000000036,0.2842314727774856,3755,1,0,20,46,0,228,66,3,4,46,-20,-35.4489999999999,-0.5539999999999985,-40.577999999999925,-0.7769999999999992,fold,0,0.10576510429382324
9,0,8,7,deal,0,♥Q ♠J,,20000,0.17546388888888848,0.3408523828739565,3735,1,0,20,93,0,244,113,1,4,208,-20,-33.690322222222406,-0.2981444444444461,-70.18681111111121,-0.649072222222223,fold,0,0.10229921340942384
10,0,8,7,deal,0,♣7 ♥7,,20000,0.16318333333333546,0.33727764307810976,3735,1,0,0,135,0,195,135,1,4,345,0,-46.880999999998856,-0.3472666666666583,-103.1792499999996,-0.6736333333333291,fold,0,0.10782909393310547
11,0,8,8,deal,0,♣K ♠J,,20000,0.18292499999999912,0.3450975451339188,3735,1,0,0,78,0,138,78,1,4,252,0,-6.659250000000341,-0.26830000000000354,-52.75635000000013,-0.6341500000000018,fold,0,0.11316394805908205
12,0,8,8,deal,0,♣10 ♦7,,20000,0.11824861111111146,0.2919787364890765,3735,1,0,0,40,0,60,40,1,5,140,0,-16.350277777777713,-0.4087569444444429,-32.90508333333332,-0.7635027777777772,fold,0,0.11964011192321775
13,0,8,7,deal,0,♠4 ♣Q,,20000,0.11427916666666707,0.2870878465170193,3695,1,0,40,85,0,407,125,2,4,113,-40,-65.57483333333312,-0.5428833333333316,-78.4883791666665,-0.7714416666666658,fold,0,0.1033179759979248
14,0,8,8,deal,0,♥2 ♦8,,20000,0.10661527777777788,0.2794278962382505,1764,2,0,0,40,0,60,40,1,5,140,0,-18.676944444444427,-0.4669236111111106,-33.60308333333332,-0.7867694444444442,fold,0,0.10957074165344237
15,0,8,7,deal,0,♦3 ♦J,,20000,0.14236944444444433,0.32304440399222245,1684,2,0,80,178,0,558,258,1,3,356,-80,-127.87432777777788,-0.572891666666667,-178.5578500000001,-0.7152611111111113,fold,0,0.10385990142822266
