round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,pot,bet,minBet,sumPot_all,sumBet_all,maxBet_all,N_maxBet_all,N_canraise,sumMinBet_all,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,action,amount,cputime
1,0,8,8,deal,0,♦2 ♠3,,20000,0.09310138888888878,0.266055838599099,990,0,0,10,100,0,470,110,2,8,410,-10,-28.070777777777877,-0.2551888888888898,-66.24234722222228,-0.8137972222222225,fold,0,0.12457895278930665
2,0,8,7,deal,0,♥2 ♣J,,20000,0.09548055555555604,0.2666253950755773,990,0,0,0,67,0,284,67,3,7,185,0,-22.219619444444227,-0.3316361111111078,-39.88352222222208,-0.8090388888888879,fold,0,0.13506507873535156
3,0,8,8,deal,0,♣7 ♠10,,20000,0.11824861111111146,0.2919787364890765,990,0,0,0,54,0,192,54,2,8,240,0,-2.9165999999998604,-0.05401111111110857,-31.296266666666604,-0.7635027777777772,fold,0,0.10252690315246582
4,0,8,7,deal,0,♣A ♥9,,20000,0.16393055555555525,0.32974813118060564,990,0,0,0,20,0,70,20,3,7,70,0,2.950277777777736,0.14751388888888672,-8.524861111111132,-0.6721388888888895,raise,0,0.11463499069213867
4,1,8,7,deal,0,♣A ♥9,,20000,0.16393055555555525,0.32974813118060564,950,0,0,40,542,0,2990,582,5,5,1084,-40,85.85308333333204,-0.18034722222222374,-91.84763888888985,-0.6721388888888895,call,0,0.07766509056091309
4,2,8,7,flop,0,♣A ♥9,♣Q ♦9 ♥4,107,0.2897196261682243,0.4536321906359475,408,0,582,0,51,4074,122,51,2,5,133,-582,621.196261682243,0.4485981308411213,582.663551401869,-0.42056074766355145,raise,0,1.2345740795135498
4,3,8,7,turn,0,♣A ♥9,♣Q ♦9 ♥4 ♠5,95,0.30526315789473685,0.4605187969311023,306,0,684,0,22,4584,64,22,2,5,46,-684,726.9052631578948,0.5263157894736843,712.8631578947368,-0.3894736842105263,raise,0,1.2303760051727295
4,4,8,7,turn,0,♣A ♥9,♣Q ♦9 ♥4 ♠5,245,0.29183673469387755,0.45348389917816,262,0,684,44,51,4584,392,95,3,5,83,-728,697.4020408163265,0.4591836734693877,673.1795918367347,-0.4163265306122449,raise,0,1.2380671501159668
4,5,8,7,river,0,♣A ♥9,♣Q ♦9 ♥4 ♠5 ♥8,173,0.12716763005780346,0.32879454148887644,116,0,874,0,64,5534,138,64,2,4,128,-874,-200.42774566474,-0.4913294797687862,-216.70520231213882,-0.7456647398843931,call,0,1.2394700050354004
5,0,8,7,deal,0,♠9 ♣K,,20000,0.1611236111111107,0.32872184191372905,52,0,0,0,20,0,30,20,1,5,70,0,-3.8876388888889295,-0.19438194444444645,-15.166291666666677,-0.6777527777777785,fold,0,0.13670611381530762
6,0,8,8,deal,0,♠Q ♠A,,20000,0.24542638888889065,0.3909341492511177,52,0,0,0,20,0,30,20,1,6,90,0,9.45116666666688,0.4725583333333439,-12.63720833333328,-0.5091472222222186,raise,0,0.13808488845825195
6,1,8,8,deal,0,♠Q ♠A,,20000,0.24542638888889065,0.3909341492511177,12,0,0,40,38,0,330,78,2,5,112,-40,56.47846388888966,0.2271319444444533,28.990708333333913,-0.5091472222222186,raise,0,0.10234689712524414
7,0,8,8,deal,0,♥3 ♥8,,20000,0.15539583333333268,0.3346463419882875,980,1,0,20,66,0,212,86,1,5,218,-20,-19.179791666666947,-0.22302083333333653,-53.056083333333476,-0.6892083333333346,call,0,0.12549710273742676
7,1,8,8,deal,0,♥3 ♥8,,20000,0.15539583333333268,0.3346463419882875,914,1,0,86,12,0,478,98,4,5,12,-86,-21.856041666666986,-0.22302083333333653,-23.720791666666983,-0.6892083333333346,call,0,0.09898018836975098
7,2,8,8,flop,0,♥3 ♥8,♣J ♥2 ♦5,106,0.0660377358490566,0.23866246491836826,902,1,98,0,20,490,20,20,1,5,80,-98,-79.0377358490566,-0.6698113207547169,-84.32075471698113,-0.8679245283018868,call,0,1.2397119998931885
