,allIn,bet,cards,chips,folded,isHuman,isOnline,isSurvive,reloadCount,roundBet,position,me,win,score
jyp0,True,0,♦9 ♣K,0,False,False,True,True,2,0,,False,,
jyp1,False,0,,0,False,False,True,False,2,0,,False,,
jyp2,False,0,♥9 ♦2,10288,False,False,True,True,1,0,SB,False,True,10288.0
jyp3,False,0,,0,False,False,True,False,2,0,,False,,
jyp4,False,0,,0,False,False,True,False,2,0,,False,,
jyp5,True,0,♠5 ♣Q,1000,False,False,True,True,2,0,BB,False,True,1000.0
twice,False,0,♣5 ♦A,12209,True,False,True,True,2,0,,False,True,12209.0
jyp,False,0,♣A ♦8,503,True,False,True,True,2,0,,True,True,503.0
