round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,pot,bet,minBet,sumPot_all,sumBet_all,maxBet_all,N_maxBet_all,N_canraise,sumMinBet_all,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,action,amount,cputime
1,0,8,8,deal,0,♥J ♥Q,,20000,0.21081249999999926,0.3712045202332092,1000,0,0,0,20,0,50,20,2,8,110,0,13.729999999999885,0.6864999999999941,-9.459375000000037,-0.5783750000000014,raise,0,0.11478209495544435
1,1,8,7,deal,0,♥J ♥Q,,20000,0.21081249999999926,0.3712045202332092,960,0,0,40,124,0,643,164,2,7,505,-40,78.01274999999916,0.4756874999999949,-28.447562500000487,-0.5783750000000014,raise,0,0.10035467147827147
1,2,8,7,deal,0,♥J ♥Q,,20000,0.21081249999999926,0.3712045202332092,672,0,0,328,328,0,2952,656,2,7,1640,-328,312.05099999999663,0.4756874999999949,-33.681500000002195,-0.5783750000000014,raise,0,0.10016584396362303
1,3,8,7,deal,0,♥J ♥Q,,20000,0.21081249999999926,0.3712045202332092,344,0,0,656,344,0,6312,1000,5,0,688,-656,475.6874999999948,-1.0,330.6484999999955,-0.5783750000000014,call,0,0.09640192985534668
2,0,8,8,deal,0,♠8 ♣2,,20000,0.10661527777777788,0.2794278962382505,1000,1,0,0,20,0,30,20,1,8,130,0,-2.9415555555555386,-0.14707777777777686,-16.80154166666666,-0.7867694444444442,fold,0,0.10131406784057616
3,0,8,7,deal,0,♥A ♣8,,20000,0.16019027777777736,0.3275557671510623,980,1,0,20,44,0,394,64,4,7,54,-20,7.7652444444442645,0.12133194444444162,-0.8850305555557227,-0.6796194444444452,raise,0,0.1180710792541504
3,1,8,7,flop,0,♥A ♣8,♥10 ♠A ♦7,51,0.3235294117647059,0.4518321028158006,872,1,128,0,100,896,100,100,1,7,600,-128,288.35294117647067,1.2647058823529411,94.23529411764707,-0.3529411764705882,raise,0,1.2406578063964844
3,2,8,6,turn,1,♥A ♣8,♥10 ♠A ♦7 ♣J,23,0.3695652173913043,0.4712931171451912,672,1,328,0,20,2196,0,0,8,6,0,-328,463.56521739130426,1.2173913043478262,463.56521739130426,-0.2608695652173913,raise,0,1.2387337684631348
3,3,8,6,turn,0,♥A ♣8,♥10 ♠A ♦7 ♣J,176,0.33617424242424243,0.4559076416560548,652,1,328,20,46,2196,302,66,3,6,94,-348,477.3636363636364,1.0170454545454546,445.7632575757576,-0.32765151515151514,raise,0,1.2384769916534424
3,4,8,6,river,1,♥A ♣8,♥10 ♠A ♦7 ♣J ♥J,36,0.3333333333333333,0.41943524640393054,540,1,460,0,20,2988,0,0,8,6,0,-460,516.0,1.0,516.0,-0.33333333333333337,raise,0,1.2348911762237549
