round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,pot,bet,minBet,sumPot_all,sumBet_all,maxBet_all,N_maxBet_all,N_canraise,sumMinBet_all,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,action,amount,cputime
1,0,8,7,deal,0,♥K ♠2,,20000,0.11668750000000007,0.2897714756951585,1000,0,0,0,20,0,50,20,2,7,90,0,-3.6637499999999896,-0.1831874999999995,-14.165624999999995,-0.7666249999999999,fold,0,0.10613298416137697
2,0,8,8,deal,0,♦6 ♠Q,,20000,0.1234486111111114,0.2952903612663976,1000,0,0,0,20,0,50,20,2,8,110,0,-0.24822222222217505,-0.01241111111110882,-13.82756944444443,-0.7531027777777772,fold,0,0.10686111450195312
3,0,8,8,deal,0,♣7 ♠6,,20000,0.12510555555555594,0.3006998585633505,1000,0,0,0,20,0,30,20,1,8,130,0,0.0168888888889569,0.0008444444444477561,-16.24683333333332,-0.7497888888888881,raise,0,0.10752010345458984
3,1,8,8,deal,0,♣7 ♠6,,20000,0.12510555555555594,0.3006998585633505,960,0,0,40,98,0,617,138,2,8,487,-40,0.11653333333379125,0.0008444444444477561,-60.80987222222197,-0.7497888888888881,raise,0,0.10333704948425293
3,2,8,8,flop,0,♣7 ♠6,♣6 ♠7 ♦7,178,0.9073033707865168,0.2725298212522509,724,0,276,0,20,2208,40,20,2,8,120,-276,1852.4943820224719,6.258426966292134,1743.6179775280898,0.8146067415730338,raise,0,1.2390730381011963
3,3,8,8,flop,0,♣7 ♠6,♣6 ♠7 ♦7,669,0.9192825112107624,0.2554086253972761,684,0,276,40,684,2208,3460,724,4,3,2008,-316,6056.412556053811,1.7578475336322867,4210.493273542601,0.8385650224215246,raise,0,1.249112844467163
4,0,8,7,deal,0,♠10 ♠J,,20000,0.2440291666666675,0.3940829819041958,7656,0,0,20,3514,0,9344,3534,1,1,3514,-20,-396.27297499998895,-0.7559708333333325,-1253.7914666666588,-0.511941666666665,fold,0,0.07375407218933105
5,0,8,7,deal,0,♥6 ♦9,,20000,0.10410694444444513,0.2770454848136389,7646,0,0,10,67,0,261,77,3,5,124,-10,-36.91882638888863,-0.4794652777777745,-49.82808749999983,-0.7917861111111097,fold,0,0.10207700729370116
6,0,8,8,deal,0,♠A ♥2,,20000,0.1367694444444441,0.3094348229405352,7646,0,0,0,40,0,130,40,2,6,110,0,-7.175333333333413,-0.17938333333333534,-22.219972222222268,-0.7264611111111118,fold,0,0.11501908302307128
7,0,8,7,deal,0,♦Q ♥J,,20000,0.17546388888888848,0.3408523828739565,7646,0,0,0,20,0,50,20,2,5,50,0,-2.453611111111151,-0.12268055555555768,-11.226805555555577,-0.649072222222223,fold,0,0.1029510498046875
8,0,8,8,deal,0,♦4 ♣3,,20000,0.1097916666666665,0.28729930246562635,72,1,0,0,40,0,60,40,1,4,114,0,-20.89625000000003,-0.560833333333334,-33.41250000000001,-0.780416666666667,fold,0,0.10748076438903807
9,0,8,8,deal,0,♠7 ♦Q,,20000,0.1251500000000004,0.2962932778371481,32,1,0,40,166,0,595,206,2,4,301,-40,40.134400000000355,-0.4993999999999984,2.4642500000002343,-0.7496999999999991,call,0,0.10700488090515137
10,0,8,8,deal,0,♦Q ♦2,,20000,0.14679444444444414,0.32617155503498324,736,1,0,40,218,0,814,258,2,5,476,-40,-68.635166666667,-0.2660277777777791,-138.50932222222244,-0.7064111111111117,fold,0,0.12250590324401855
11,0,8,8,deal,0,♣4 ♠5,,20000,0.11514722222222258,0.2931775123642591,716,1,0,20,260,0,760,280,2,5,640,-20,-118.79388888888838,-0.4242638888888871,-192.48811111111084,-0.7697055555555549,fold,0,0.11027717590332033
12,0,8,7,deal,0,♥J ♣A,,20000,0.19721111111110987,0.35520192435049663,716,1,0,0,40,0,100,40,2,4,60,0,-8.44622222222242,-0.21115555555556054,-20.27888888888901,-0.6055777777777802,fold,0,0.10625004768371582
13,0,8,8,deal,0,♠K ♦6,,20000,0.1347069444444444,0.3049320785951275,716,1,0,0,80,0,200,80,2,5,200,0,-26.117222222222253,-0.326465277777778,-53.05861111111112,-0.7305861111111112,fold,0,0.1120309829711914
14,0,8,8,deal,0,♦10 ♥3,,20000,0.09652083333333368,0.26818048744347056,716,1,0,0,80,0,120,80,1,5,280,0,-41.39166666666653,-0.5173958333333317,-68.41749999999996,-0.8069583333333327,fold,0,0.10514307022094728
15,0,8,7,deal,0,♥10 ♠6,,20000,0.11156944444444493,0.285364593256193,636,1,0,80,238,0,1011,318,2,4,261,-80,-176.08366666666606,-0.5537222222222202,-205.2032916666662,-0.7768611111111101,fold,0,0.10239696502685547
16,0,8,7,deal,0,♣5 ♦9,,20000,0.09849861111111173,0.2695802891269638,596,1,0,40,120,0,440,160,2,4,200,-40,-96.96088888888849,-0.6060055555555531,-116.66061111111084,-0.8030027777777766,fold,0,0.10767722129821776
17,0,8,7,deal,0,♣K ♣9,,20000,0.1950416666666662,0.3607965221938989,596,1,0,0,80,0,200,80,2,4,120,0,-17.586666666666815,-0.2198333333333352,-40.99166666666675,-0.6099166666666676,fold,0,0.10912585258483888
18,0,8,8,deal,0,♣3 ♣9,,20000,0.12752499999999992,0.3089282567414397,596,1,0,0,160,0,400,160,2,5,400,0,-57.98000000000007,-0.3623750000000005,-108.99000000000004,-0.7449500000000002,fold,0,0.12888002395629886
