round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,pot,bet,minBet,sumPot_all,sumBet_all,maxBet_all,N_maxBet_all,N_canraise,sumMinBet_all,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,action,amount,cputime
1,0,8,8,deal,0,♦A ♠3,,20000,0.14104166666666634,0.31313977449973784,1000,0,0,0,20,0,50,20,2,8,110,0,2.566666666666613,0.12833333333333075,-12.947916666666682,-0.7179166666666673,raise,0,0.09877777099609376
1,1,8,8,deal,0,♦A ♠3,,20000,0.14104166666666634,0.31313977449973784,960,0,0,40,90,0,572,130,2,8,468,-40,16.683333333332993,0.12833333333333075,-49.32416666666686,-0.7179166666666673,raise,0,0.09656286239624023
1,2,8,8,deal,0,♦A ♠3,,20000,0.14104166666666634,0.31313977449973784,740,0,0,260,260,0,2600,520,2,8,1560,-260,66.73333333333197,0.12833333333333075,-153.29166666666745,-0.7179166666666673,raise,0,0.10300230979919434
1,3,8,7,flop,0,♦A ♠3,♣5 ♣J ♣7,204,0.029411764705882356,0.16895772489817729,480,0,520,0,57,4160,114,57,2,7,285,-520,-442.9117647058823,-0.7941176470588236,-451.29411764705884,-0.9411764705882352,call,0,1.244762897491455
1,4,8,7,turn,0,♦A ♠3,♣5 ♣J ♣7 ♥9,198,0.0,0.0,423,0,577,0,20,4559,40,20,2,7,100,-577,-597.0,-1.0,-597.0,-1.0,fold,0,1.242042064666748
2,0,8,8,deal,0,♥7 ♦9,,20000,0.11355972222222277,0.28649879136846906,423,0,0,0,20,0,30,20,1,8,130,0,-1.8304444444443533,-0.09152222222221773,-16.593208333333312,-0.7728805555555545,fold,0,0.1059091091156006
3,0,8,8,deal,0,♦3 ♥6,,20000,0.10691805555555582,0.2821957342238446,403,0,0,20,300,0,1132,320,2,5,948,-20,-97.61044444444387,-0.4654097222222209,-198.9687611111108,-0.7861638888888883,fold,0,0.10384798049926758
4,0,8,8,deal,0,♣9 ♣4,,20000,0.12949027777777775,0.31206473364253745,393,0,0,10,1130,0,6470,1140,3,2,1373,-10,612.5922486111111,-0.7410194444444445,434.8020972222222,-0.7410194444444445,call,0,0.11156511306762697
5,0,8,8,deal,0,♣5 ♣Q,,20000,0.15792222222222205,0.3346176145297303,1000,1,0,0,60,0,120,60,1,5,180,0,-12.623333333333385,-0.21038888888888974,-41.04933333333335,-0.6841555555555558,fold,0,0.1143629550933838
6,0,8,8,deal,0,♠4 ♥9,,20000,0.09211388888888898,0.26252196654466603,1000,1,0,0,40,0,70,40,1,5,130,0,-21.577222222222204,-0.5394305555555551,-33.55202777777777,-0.8157722222222221,fold,0,0.10439801216125487
7,0,8,8,deal,0,♣6 ♦A,,20000,0.1458319444444442,0.3159202245367372,1000,1,0,0,40,0,60,40,1,5,140,0,-10.833611111111159,-0.27084027777777897,-31.25008333333335,-0.7083361111111116,fold,0,0.1084909439086914
8,0,8,8,deal,0,♦4 ♦3,,20000,0.15484722222222133,0.3363070810572653,249,1,0,0,38,0,182,38,4,7,84,0,3.189361111110877,0.0839305555555494,-9.81780555555572,-0.6903055555555573,raise,0,0.11868596076965332
8,1,8,8,flop,0,♦4 ♦3,♠K ♣3 ♠5,218,0.08103975535168198,0.2560328952997588,173,1,76,0,924,529,2205,924,2,3,1905,-76,126.94342507645264,-0.7568807339449541,-27.437308868501507,-0.8379204892966361,call,0,1.2511701583862305
9,0,8,8,deal,0,♦Q ♦8,,20000,0.1787944444444443,0.3509994150726269,1000,2,0,0,278,0,755,278,2,7,1191,0,69.93398888888862,0.25156111111111024,-143.01019444444455,-0.6424111111111114,raise,0,0.1254138946533203
9,1,8,8,flop,0,♦Q ♦8,♦3 ♣K ♣7,477,0.06568832983927324,0.2467944458096432,444,2,556,0,306,3892,1071,306,2,7,1071,-556,-465.6366177498253,-0.5401816911250874,-535.988819007687,-0.8686233403214535,call,0,1.2480928897857666
9,2,8,8,turn,0,♦Q ♦8,♦3 ♣K ♣7 ♥10,492,0.002032520325203252,0.045037641882439715,138,2,862,0,138,6034,617,138,2,4,349,-862,-985.7723577235772,-0.9918699186991871,-986.4817073170732,-0.9959349593495936,fold,0,1.2503619194030762
10,0,8,8,deal,0,♥A ♣J,,20000,0.19721111111110987,0.35520192435049663,138,2,0,0,40,0,100,40,2,6,140,0,7.330666666666367,0.18326666666665914,-20.27888888888901,-0.6055777777777802,raise,0,0.09057092666625977
10,1,8,7,deal,0,♥A ♣J,,20000,0.19721111111110987,0.35520192435049663,58,2,0,80,55,0,550,135,2,5,165,-80,6.005944444443543,-0.013944444444450643,-26.533888888889575,-0.6055777777777802,call,0,0.10136127471923828
10,2,8,6,flop,0,♥A ♣J,♠5 ♦J ♥2,74,0.3918918918918919,0.4812025355341853,3,2,135,0,90,715,90,90,1,3,183,-135,249.1891891891892,0.17567567567567566,177.472972972973,-0.21621621621621626,raise,0,1.2392470836639404
