round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,pot,bet,minBet,sumPot_all,sumBet_all,maxBet_all,N_maxBet_all,N_canraise,sumMinBet_all,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,action,amount,cputime
1,0,8,7,deal,0,♦7 ♠9,,20000,0.11355972222222278,0.28649879136846906,980,0,0,20,55,0,405,75,2,7,120,-20,-15.381145833333036,-0.2050819444444405,-29.008312499999775,-0.7728805555555545,call,0,0.10255122184753418
1,1,8,7,deal,0,♦7 ♠9,,20000,0.11355972222222278,0.28649879136846906,925,0,0,75,18,0,633,93,6,7,18,-75,-19.072620833332962,-0.2050819444444405,-21.116695833332983,-0.7728805555555545,call,0,0.07898592948913574
1,2,8,7,flop,0,♦7 ♠9,♣3 ♣7 ♥Q,70,0.14285714285714285,0.3499271061118827,907,0,93,0,100,651,100,100,1,7,600,-93,0.0,0.0,-85.71428571428572,-0.7142857142857143,call,0,1.235046148300171
1,3,8,7,turn,0,♦7 ♠9,♣3 ♣7 ♥Q ♥A,65,0.13846153846153847,0.3453837587791331,807,0,193,0,100,1351,100,100,1,7,600,-193,-9.015384615384619,-0.03076923076923066,-92.09230769230768,-0.7230769230769231,call,0,1.2332260608673096
1,4,8,7,river,0,♦7 ♠9,♣3 ♣7 ♥Q ♥A ♠A,70,0.15714285714285714,0.36393540579591427,707,0,293,0,100,2051,100,100,1,7,600,-293,39.30000000000001,0.10000000000000009,-54.985714285714266,-0.6857142857142857,raise,0,1.2338039875030518
2,0,8,8,deal,0,♣J ♣A,,20000,0.2351652777777781,0.38406230892312726,497,0,0,10,106,0,461,116,2,8,467,-10,102.23337777777809,0.8813222222222248,-7.5888069444443005,-0.5296694444444439,raise,0,0.09881877899169922
2,1,8,8,deal,0,♣J ♣A,,20000,0.2351652777777781,0.38406230892312726,275,0,0,232,275,0,3506,507,6,3,550,-232,446.83036666666794,-0.2945041666666657,317.48946388889,-0.5296694444444439,call,0,0.1043393611907959
3,0,8,7,deal,0,♠Q ♣K,,20000,0.1994305555555543,0.35762091885638225,4056,0,0,0,74,0,278,74,2,7,240,0,29.305027777777127,0.39601388888888023,-18.558305555555904,-0.6011388888888913,raise,0,0.13146495819091797
3,1,8,5,flop,0,♠Q ♣K,♠J ♥Q ♥A,187,0.21390374331550802,0.4067863507047372,3908,0,148,0,59,1036,204,59,3,5,91,-148,77.70588235294116,0.06951871657754016,58.240641711229955,-0.572192513368984,raise,0,1.243143081665039
3,2,8,5,turn,0,♠Q ♣K,♠J ♥Q ♥A ♠8,137,0.1484184914841849,0.3427376734187979,3790,0,266,0,60,1626,216,60,3,5,84,-266,-40.14598540145988,-0.25790754257907555,-52.613138686131435,-0.7031630170316302,call,0,1.2436192035675049
