round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,pot,bet,minBet,sumPot_all,sumBet_all,maxBet_all,N_maxBet_all,N_canraise,sumMinBet_all,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,action,amount,cputime
1,0,8,7,deal,0,♦2 ♥K,,20000,0.11668750000000007,0.2897714756951585,1000,0,0,0,65,0,160,65,2,7,295,0,-11.90718749999997,-0.1831874999999995,-46.329999999999984,-0.7666249999999999,fold,0,0.10561609268188477
2,0,8,7,deal,0,♣A ♣10,,20000,0.2317041666666661,0.385296352542286,1000,0,0,0,20,0,50,20,2,7,90,0,12.438583333333249,0.6219291666666624,-8.414791666666696,-0.5365916666666679,raise,0,0.10858678817749023
2,1,8,7,deal,0,♣A ♣10,,20000,0.2317041666666661,0.385296352542286,960,0,0,40,22,0,372,62,2,7,62,-40,38.559608333333074,0.6219291666666624,24.19394999999977,-0.5365916666666679,raise,0,0.09877777099609376
2,2,8,7,flop,0,♣A ♣10,♥7 ♦4 ♥A,93,0.3387096774193548,0.4588513611473521,876,0,124,0,74,868,222,74,3,7,296,-124,271.45161290322585,1.3709677419354835,171.19354838709674,-0.3225806451612904,raise,0,1.2391550540924072
2,3,8,7,turn,0,♣A ♣10,♥7 ♦4 ♥A ♥J,105,0.2333333333333333,0.4201284761926243,728,0,272,0,44,1904,130,44,2,7,178,-272,200.13333333333333,0.6333333333333333,158.60000000000005,-0.5333333333333333,raise,0,1.24074387550354
2,4,8,7,turn,0,♣A ♣10,♥7 ♦4 ♥A ♥J,307,0.21009771986970685,0.4063770856331592,640,0,272,88,12,1904,652,100,3,7,48,-360,175.0944625407167,0.4706840390879479,165.0097719869707,-0.5798045602605864,raise,0,1.2444369792938232
2,5,8,7,river,0,♣A ♣10,♥7 ♦4 ♥A ♥J ♦9,143,0.2447552447552448,0.4258563272085335,528,0,472,0,32,3304,96,32,3,7,128,-472,359.4965034965036,0.7132867132867133,328.16783216783216,-0.5104895104895104,raise,0,1.2392799854278564
2,6,8,6,river,0,♣A ♣10,♥7 ♦4 ♥A ♥J ♦9,407,0.25061425061425063,0.4276596112439229,464,0,472,64,46,3304,494,110,2,6,166,-536,411.4348894348896,0.5036855036855039,369.83292383292394,-0.4987714987714987,raise,0,1.2499799728393557
3,0,8,8,deal,0,♣2 ♠6,,20000,0.1030125,0.27765642381082944,308,0,0,0,20,0,50,20,2,8,110,0,-3.5180000000000007,-0.17589999999999995,-14.849374999999998,-0.793975,fold,0,0.11025595664978027
4,0,8,8,deal,0,♠J ♠K,,20000,0.21924027777777685,0.3752618953893395,308,0,0,0,20,0,30,20,1,8,130,0,15.078444444444294,0.7539222222222146,-13.422791666666695,-0.5615194444444463,raise,0,0.12049508094787598
4,1,8,6,deal,0,♠J ♠K,,20000,0.21924027777777685,0.3752618953893395,268,0,0,40,36,0,427,76,4,6,39,-40,26.165969444444,0.31544166666666085,17.6155986111107,-0.5615194444444463,raise,0,0.09705400466918944
4,2,8,6,flop,0,♠J ♠K,♦9 ♣10 ♣4,70,0.16190476190476188,0.364028854354598,156,0,152,0,100,922,100,100,1,6,500,-152,-5.580952380952425,-0.02857142857142869,-86.53333333333336,-0.6761904761904762,call,0,1.2360289096832275
4,3,8,6,turn,0,♠J ♠K,♦9 ♣10 ♣4 ♥3,72,0.13194444444444445,0.33326098751949523,56,0,252,0,100,1522,100,100,1,5,456,-252,-33.819444444444464,-0.3402777777777778,-93.98611111111113,-0.7361111111111112,call,0,1.2295551300048828
5,0,8,8,deal,0,♦8 ♣3,,20000,0.10536250000000012,0.27793277242305736,980,1,0,20,76,0,425,96,2,8,343,-20,-15.081599999999925,-0.15709999999999913,-51.22093749999996,-0.7892749999999997,call,0,0.10359001159667967
5,1,8,8,deal,0,♦8 ♣3,,20000,0.10536250000000012,0.27793277242305736,904,1,0,96,98,0,969,194,2,8,583,-96,-30.477399999999815,-0.15709999999999913,-91.90373749999986,-0.7892749999999997,call,0,0.09594202041625977
5,2,8,8,flop,0,♦8 ♣3,♠10 ♥5 ♦K,94,0.010638297872340424,0.10259202937226547,806,1,194,0,100,1552,100,100,1,8,700,-194,-268.9787234042553,-0.9148936170212766,-276.4255319148936,-0.9787234042553192,fold,0,1.2357339859008791
6,0,8,7,deal,0,♠10 ♦Q,,20000,0.1692138888888886,0.3364381167086419,796,1,0,10,43,0,200,53,2,6,118,-10,0.8100166666665771,0.01528333333333176,-19.15722222222228,-0.6615722222222228,raise,0,0.15050387382507324
6,1,8,7,flop,1,♠10 ♦Q,♠8 ♣6 ♠2,49,0.1020408163265306,0.30270197906512913,700,1,106,0,20,636,0,0,8,6,0,-106,-61.10204081632654,-0.3877551020408163,-61.10204081632654,-0.7959183673469388,call,0,1.2286458015441897
6,2,8,7,flop,0,♠10 ♦Q,♠8 ♣6 ♠2,293,0.10068259385665528,0.2966241429629317,680,1,106,20,58,636,370,78,3,6,98,-126,-72.84641638225256,-0.39590443686006827,-82.71331058020478,-0.7986348122866894,call,0,1.2546508312225342
6,3,8,7,flop,0,♠10 ♦Q,♠8 ♣6 ♠2,569,0.08933801991798478,0.28065878364805424,622,1,106,78,21,636,573,99,5,6,21,-184,-95.11423550087872,-0.4639718804920914,-96.9903339191564,-0.8213239601640304,call,0,1.2479708194732666
6,4,8,7,turn,1,♠10 ♦Q,♠8 ♣6 ♠2 ♣3,48,0.0625,0.2420614591379636,601,1,205,0,20,1230,0,0,8,6,0,-205,-148.125,-0.625,-148.125,-0.875,call,0,1.2378439903259275
6,5,8,7,turn,0,♠10 ♦Q,♠8 ♣6 ♠2 ♣3,355,0.035211267605633804,0.18239300668371464,581,1,205,20,3537,1230,4756,3557,1,1,8460,-225,-297.33802816901414,-0.9647887323943662,-595.2253521126762,-0.9295774647887324,fold,0,1.258044958114624
