round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,pot,bet,minBet,sumPot_all,sumBet_all,maxBet_all,N_maxBet_all,N_canraise,sumMinBet_all,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,action,amount,cputime
1,0,8,8,deal,0,♦A ♠5,,20000,0.15370555555555485,0.3239201951877294,1000,0,0,0,79,0,287,79,3,8,345,0,18.141911111110662,0.2296444444444388,-34.886505555555765,-0.6925888888888903,raise,0,0.1463320255279541
1,1,8,6,flop,0,♦A ♠5,♠K ♣9 ♠J,258,0.02648578811369509,0.14837785533826706,842,0,158,0,66,1116,218,66,3,6,178,-158,-183.95348837209306,-0.8410852713178294,-188.66795865633077,-0.94702842377261,fold,0,1.251650094985962
2,0,8,7,deal,0,♣K ♣7,,20000,0.18046388888888867,0.35327379423226324,842,0,0,0,43,0,116,43,2,7,185,0,11.319630555555491,0.26324722222222063,-22.066188888888913,-0.6390722222222227,raise,0,0.12016677856445312
2,1,8,7,deal,0,♣K ♣7,,20000,0.18046388888888867,0.35327379423226324,756,0,0,86,13,0,628,99,2,7,65,-86,26.06147499999984,0.26324722222222063,14.331322222222084,-0.6390722222222227,raise,0,0.10396075248718263
2,2,8,6,flop,0,♣K ♣7,♣10 ♥3 ♥6,186,0.12096774193548387,0.3198472905653539,644,0,198,0,56,1386,144,56,1,6,192,-198,-45.693548387096776,-0.27419354838709675,-68.91935483870967,-0.7580645161290323,call,0,1.252918004989624
2,3,8,6,flop,0,♣K ♣7,♣10 ♥3 ♥6,454,0.11784140969162996,0.31812184440676444,588,0,198,56,28,1386,424,84,3,6,80,-254,-59.27973568281939,-0.2929515418502202,-68.70704845814979,-0.7643171806167401,call,0,1.2483561038970947
2,4,8,6,turn,0,♣K ♣7,♣10 ♥3 ♥6 ♣5,147,0.2392290249433107,0.42103964979680303,560,0,282,0,44,1890,103,44,1,6,161,-282,189.2993197278912,0.4353741496598642,150.7834467120182,-0.5215419501133787,raise,0,1.2443268299102783
2,5,8,6,turn,0,♣K ♣7,♣10 ♥3 ♥6 ♣5,443,0.24943566591422126,0.42501013731054826,472,0,282,88,5,1890,538,93,2,6,20,-370,235.6185101580136,0.4966139954853275,230.62979683972912,-0.5011286681715575,raise,0,1.258145809173584
2,6,8,6,river,0,♣K ♣7,♣10 ♥3 ♥6 ♣5 ♦5,376,0.0,0.0,374,0,468,0,71,3006,147,71,1,6,279,-468,-539.0,-1.0,-539.0,-1.0,fold,0,1.2606778144836426
3,0,8,8,deal,0,♣7 ♣6,,20000,0.17543055555555545,0.35200066283375475,374,0,0,0,40,0,110,40,2,5,120,0,0.3490277777777564,-0.12284722222222275,-20.7026388888889,-0.6491388888888892,call,0,0.12336587905883788
3,1,8,8,deal,0,♣7 ♣6,,20000,0.17543055555555545,0.35200066283375475,334,0,0,40,108,0,514,148,2,5,256,-40,-12.918472222222304,-0.12284722222222275,-57.8286944444445,-0.6491388888888892,call,0,0.0978679656982422
3,2,8,7,flop,0,♣7 ♣6,♥Q ♣9 ♥J,209,0.04944178628389154,0.21432226163371496,226,0,148,0,144,770,216,144,1,4,360,-148,-225.45135566188202,-0.8022328548644339,-243.2503987240829,-0.9011164274322168,fold,0,1.2434611320495603
4,0,8,8,deal,0,♥8 ♠Q,,20000,0.13979166666666706,0.3119850708648724,226,0,0,0,20,0,50,20,2,8,110,0,2.366666666666731,0.11833333333333652,-13.010416666666648,-0.7204166666666658,raise,0,0.1348731517791748
4,1,8,8,deal,0,♥8 ♠Q,,20000,0.13979166666666706,0.3119850708648724,186,0,0,40,94,0,626,134,2,8,446,-40,15.85666666666708,0.11833333333333652,-46.49041666666642,-0.7204166666666658,raise,0,0.09992313385009766
5,0,8,8,deal,0,♦10 ♣K,,20000,0.17673472222222175,0.3414783086933804,1000,1,0,0,20,0,30,20,1,8,130,0,8.27755555555548,0.41387777777777396,-14.697958333333347,-0.6465305555555565,raise,0,0.09726524353027344
5,1,8,7,deal,0,♦10 ♣K,,20000,0.17673472222222175,0.3414783086933804,960,1,0,40,285,0,2000,325,6,4,285,-40,78.83884027777668,-0.293061111111113,28.46944444444352,-0.6465305555555565,call,0,0.10093092918395996
5,2,8,7,flop,0,♦10 ♣K,♠A ♠8 ♣J,76,0.08991228070175439,0.2749811124211363,675,1,325,0,100,2285,100,100,1,4,300,-325,-183.58552631578945,-0.6403508771929824,-210.55921052631575,-0.8201754385964912,call,0,1.238151788711548
5,3,8,7,turn,0,♦10 ♣K,♠A ♠8 ♣J ♦9,71,0.11032863849765258,0.2906251181322472,575,1,425,0,100,2685,100,100,1,4,300,-425,-184.63615023474185,-0.5586854460093897,-217.7347417840376,-0.7793427230046949,call,0,1.2398290634155271
5,4,8,7,river,0,♦10 ♣K,♠A ♠8 ♣J ♦9 ♥3,204,0.0,0.0,475,1,525,0,100,3085,100,100,1,4,300,-525,-625.0,-1.0,-625.0,-1.0,fold,0,1.2478699684143066
6,0,8,7,deal,0,♥K ♠7,,20000,0.13674861111111106,0.3068399951348149,455,1,0,20,37,0,190,57,2,5,95,-20,-18.026645833333347,-0.31625694444444474,-31.017763888888897,-0.7265027777777779,call,0,0.10599923133850098
