round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,pot,bet,minBet,sumPot_all,sumBet_all,maxBet_all,N_maxBet_all,N_canraise,sumMinBet_all,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,action,amount,cputime
1,0,8,8,deal,0,♥Q ♣6,,20000,0.1234486111111114,0.2952903612663976,1000,0,0,0,20,0,30,20,1,8,130,0,-0.24822222222217505,-0.01241111111110882,-16.29654166666666,-0.7531027777777772,fold,0,0.10585713386535643
2,0,8,7,deal,0,♠7 ♣5,,20000,0.12235555555555565,0.2988425770169539,980,0,0,20,55,0,415,75,5,7,110,-20,-10.76333333333328,-0.14351111111111034,-24.2224444444444,-0.7552888888888887,call,0,0.10637402534484863
2,1,8,7,flop,0,♠7 ♣5,♣6 ♦4 ♣K,68,0.2426470588235294,0.4243736479561198,925,0,75,0,100,525,100,100,1,7,600,-75,122.24264705882355,0.6985294117647058,-23.345588235294123,-0.5147058823529411,raise,0,1.237891674041748
2,2,8,6,turn,1,♠7 ♣5,♣6 ♦4 ♣K ♥A,39,0.1794871794871795,0.3837597319768145,725,0,275,0,20,1825,0,0,8,6,0,-275,32.56410256410254,0.07692307692307687,32.56410256410254,-0.641025641025641,raise,0,1.2303218841552734
2,3,8,6,turn,0,♠7 ♣5,♣6 ♦4 ♣K ♥A,304,0.16776315789473684,0.3692278525026409,705,0,275,20,30,1825,270,50,5,6,30,-295,31.49671052631578,0.006578947368421018,26.4638157894737,-0.6644736842105263,raise,0,1.2443420886993408
2,4,8,6,turn,0,♠7 ♣5,♣6 ♦4 ♣K ♥A,581,0.15576592082616178,0.35965460617167583,625,0,275,100,13,1825,647,113,3,6,31,-375,1.8820998278829395,-0.06540447504302938,-2.9466437177280795,-0.6884681583476764,call,0,1.255249261856079
2,5,8,6,river,1,♠7 ♣5,♣6 ♦4 ♣K ♥A ♦7,53,0.0,0.0,612,0,388,0,20,2503,0,0,8,6,0,-388,-408.0,-1.0,-408.0,-1.0,fold,0,1.2331562042236328
3,0,8,8,deal,0,♦6 ♠7,,20000,0.12510555555555594,0.3006998585633505,602,0,0,10,102,0,444,112,2,8,452,-10,0.09457777777814158,0.0008444444444477561,-56.45313333333315,-0.7497888888888881,raise,0,0.10719585418701172
3,1,8,8,deal,0,♦6 ♠7,,20000,0.12510555555555594,0.3006998585633505,388,0,0,224,224,0,2148,448,2,6,896,-224,-67.17868888888762,-0.24936666666666416,-179.2732666666658,-0.7497888888888881,call,0,0.09975099563598633
3,2,8,8,flop,1,♦6 ♠7,♦3 ♥8 ♥A,44,0.06818181818181818,0.2520576478729413,164,0,448,0,20,3044,0,0,8,6,0,-448,-260.4545454545455,-0.5909090909090909,-260.4545454545455,-0.8636363636363636,call,0,1.2340331077575684
3,3,8,7,flop,0,♦6 ♠7,♦3 ♥8 ♥A,367,0.05858310626702998,0.23338793245807316,144,0,448,20,126,3044,385,146,1,4,286,-468,-376.3637602179837,-0.7656675749318801,-393.1185286103543,-0.8828337874659401,call,0,1.2521040439605713
3,4,8,7,turn,1,♦6 ♠7,♦3 ♥8 ♥A ♠10,54,0.037037037037037035,0.18885257457751053,18,0,594,0,20,3715,0,0,8,4,0,-594,-474.4074074074074,-0.8518518518518519,-474.4074074074074,-0.925925925925926,call,0,1.235964059829712
4,0,8,8,deal,0,♥4 ♠A,,20000,0.14724583333333285,0.31863183863899064,1000,1,0,0,114,0,429,114,2,8,483,0,20.288199999999566,0.17796666666666286,-50.83153750000021,-0.7055083333333343,raise,0,0.1114671230316162
4,1,8,8,deal,0,♥4 ♠A,,20000,0.14724583333333285,0.31863183863899064,772,1,0,228,228,0,2280,456,2,8,1368,-228,81.15279999999825,0.17796666666666286,-120.27950000000112,-0.7055083333333343,raise,0,0.09935712814331056
4,2,8,7,flop,0,♥4 ♠A,♦9 ♦10 ♦Q,294,0.02423469387755102,0.14688318286509094,88,1,912,0,45,6840,243,45,4,7,72,-912,-783.6007653061224,-0.8303571428571428,-785.3456632653061,-0.9515306122448979,call,0,1.2601070404052734
4,3,8,7,flop,0,♥4 ♠A,♦9 ♦10 ♦Q,641,0.02202288091523661,0.13923698357113465,43,1,912,45,43,6840,409,88,2,4,207,-957,-835.7973998959958,-0.9119084763390536,-840.3561362454496,-0.9559542381695268,call,0,1.258716106414795
5,0,8,8,deal,0,♦2 ♣J,,20000,0.09548055555555604,0.2666253950755773,1000,2,0,0,144,0,462,144,2,8,690,0,-34.00639999999946,-0.2361555555555518,-99.88798333333312,-0.8090388888888879,fold,0,0.15883374214172366
