round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,pot,bet,minBet,sumPot_all,sumBet_all,maxBet_all,N_maxBet_all,N_canraise,sumMinBet_all,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,action,amount,cputime
1,0,8,7,deal,0,♥K ♦Q,,20000,0.1994305555555543,0.35762091885638225,980,0,0,20,55,0,416,75,3,7,109,-20,29.70104166666601,0.3960138888888802,7.963111111110593,-0.6011388888888913,raise,0,0.10750007629394533
1,1,8,7,flop,0,♥K ♦Q,♥2 ♠9 ♠5,74,0.14189189189189189,0.344064244769568,850,0,150,0,100,1050,100,100,1,7,600,-150,-1.6891891891891933,-0.0067567567567568,-86.82432432432432,-0.7162162162162162,call,0,1.2402760982513428
1,2,8,7,turn,0,♥K ♦Q,♥2 ♠9 ♠5 ♠2,92,0.0,0.0,750,0,250,0,100,1750,100,100,1,7,600,-250,-350.0,-1.0,-350.0,-1.0,fold,0,1.236288070678711
2,0,8,8,deal,0,♦K ♥7,,20000,0.13674861111111106,0.3068399951348149,740,0,0,10,136,0,614,146,2,8,554,-10,13.722377777777725,0.09398888888888847,-62.036352777777815,-0.7265027777777779,raise,0,0.1094658374786377
2,1,8,7,flop,1,♦K ♥7,♣8 ♥10 ♦7,40,0.0875,0.2712816801776338,458,0,292,0,20,2190,0,0,8,7,0,-292,-120.375,-0.3875000000000001,-120.375,-0.825,call,0,1.2342677116394043
2,2,8,6,flop,0,♦K ♥7,♣8 ♥10 ♦7,291,0.12485681557846505,0.3267808560418812,438,0,292,20,40,2190,312,60,4,6,48,-312,-33.61512027491415,-0.2508591065292097,-39.608247422680456,-0.7502863688430699,call,0,1.249999761581421
2,3,8,5,flop,0,♦K ♥7,♣8 ♥10 ♦7,450,0.11962962962962966,0.3211820161795283,398,0,292,60,69,2190,636,129,4,5,69,-352,-74.67222222222216,-0.4018518518518518,-82.92666666666662,-0.7607407407407407,call,0,1.2459800243377686
2,4,8,5,turn,1,♦K ♥7,♣8 ♥10 ♦7 ♠10,36,0.09722222222222222,0.2587213334749605,329,0,421,0,20,2895,0,0,8,5,0,-421,-159.54166666666669,-0.5138888888888888,-159.54166666666669,-0.8055555555555556,call,0,1.23020601272583
2,5,8,5,turn,0,♦K ♥7,♣8 ♥10 ♦7 ♠10,217,0.10599078341013823,0.3002473019218788,309,0,421,20,41,2895,252,61,1,5,53,-441,-142.8294930875576,-0.4700460829493087,-148.44700460829498,-0.7880184331797235,call,0,1.247077226638794
2,6,8,5,turn,0,♦K ♥7,♣8 ♥10 ♦7 ♠10,420,0.08730158730158731,0.2695726954749472,268,0,421,61,21,2895,389,82,4,5,21,-482,-214.4682539682539,-0.5634920634920635,-216.3015873015873,-0.8253968253968254,call,0,1.248776912689209
2,7,8,5,river,1,♦K ♥7,♣8 ♥10 ♦7 ♠10 ♦3,51,0.09803921568627452,0.2973676644726098,247,0,503,0,20,3305,0,0,8,5,0,-503,-198.98039215686282,-0.5098039215686274,-198.98039215686282,-0.8039215686274509,call,0,1.2368299961090088
2,8,8,5,river,0,♦K ♥7,♣8 ♥10 ♦7 ♠10 ♦3,324,0.11419753086419752,0.31805102547974623,227,0,503,20,27,3305,181,47,3,1,54,-523,-145.74074074074076,-0.8858024691358025,-151.90740740740745,-0.7716049382716049,call,0,1.2540507316589355
3,0,8,8,deal,0,♦K ♣K,,20000,0.3455569444444535,0.4124415680640053,200,0,0,0,120,0,435,120,2,8,525,0,211.73466666667537,1.7644555555556283,30.317270833337265,-0.308886111111093,raise,0,0.1159377098083496
