N,NMaxBet,NRcall,NRfold,NRraise,N_effective,Nallin,Ncall,Nfold,Nnf,Nraise,Nsim,action,aggresiveness,amount,bet,bet_limit,bet_minimum,bet_sum,board,board_aces,board_conn,board_conn_rank,board_faces,board_kind,board_kind_rank,board_rank1,board_rank2,board_suit,board_suit_rank,cards_aces,cards_category,cards_conn,cards_conn2,cards_faces,cards_pair,cards_rank1,cards_rank2,cards_rank_sum,cards_suit,chips,cost_to_call,cputime,first,forced_bet,game_id,hand_score0,hand_score1,hole,logic,minBet,op_resp,play,position,position_feature,pot,pot_sum,prWin,prWinStd,prWin_adj,prWin_delta,prev_action,prev_prWin,resp,roundName,round_id,self_Ncall,self_Nraise,smallBlind,tableNumber,thd_call,tightness
8,1,0,0,0,8,0,0,0,8,0,60000,fold,0.75,0,0,330.49722222221806,80,30,,,,,,,,,,,,0,9,0,0,0,0,9,6,15,0,3000,20,0.42493391036987305,False,0,20180727192849734,0,9,9D 6H,michael3,20,none,trash,1,E,0,0,0.11016574074073936,0.2842859178449765,0.2717233963004473,0,none,,"[1, 0, 0, 0]",Deal,1,0,0,10,329,0.4,-0.516
7,6,0,0,0,7,0,0,0,7,0,60000,check,0.75,0,10,338.3724861110383,80,130,,,,,,,,,,,,0,9,0,0,0,0,9,5,14,0,2990,10,0.4551091194152832,False,10,20180727192849734,0,9,5S 9H,michael3,10,none,trash,SB,B,0,0,0.11316805555553121,0.2743547920629393,0.2417880909438337,0,none,,"[0, 1, 0, 0]",Deal,2,0,0,10,329,0.0,-0.406
7,0,0,0,0,7,0,0,0,7,0,105,check,0.75,0,0,0,140,0,AH TD 7D,1,0,0,2,1,14,14,7,2,10,0,9,0,0,0,0,9,5,14,0,2980,0,0.26015520095825195,True,0,20180727192849734,0,14,5S 9H,michael3,20,none,ml_fold,SB,B,20,140,0.014285714285714285,0.0832993127835043,0.04371489597148118,-0.09888234126981692,none,0.11316805555553121,"[0, 1, 0, 0]",Flop,2,0,0,10,329,0.0,-0.248
7,2,0,3,0,7,0,0,3,4,0,432,fold,0.75,0,0,0,240,100,AH TD 7D,1,0,0,2,1,14,14,7,2,10,0,9,0,0,0,0,9,5,14,0,2980,40,0.20956087112426758,False,0,20180727192849734,0,14,5S 9H,michael3,40,all_folded,fold,SB,B,20,140,0.017361111111111112,0.09153768282266712,0.04975308494932916,-0.09580694444442009,check,0.11316805555553121,"[1, 0, 0, 0]",Flop,2,0,0,10,329,0.14285714285714285,-0.248
7,5,0,0,0,7,0,0,0,7,0,60000,fold,0.75,0,0,418.74617063482174,80,110,,,,,,,,,,,,0,9,0,0,0,0,13,4,17,0,2980,20,0.4595210552215576,False,0,20180727192849734,0,13,4C KD,michael3,20,none,trash,D,L,0,0,0.14051884920631602,0.29735273843919396,0.2816138102977855,0,none,,"[1, 0, 0, 0]",Deal,3,0,0,10,329,0.15384615384615385,-0.406
7,4,0,0,0,7,0,0,0,7,0,60000,fold,0.75,0,0,440.03188492057,80,90,,,,,,,,,,,,0,9,0,0,0,0,7,4,11,1,2980,20,0.46520400047302246,False,0,20180727192849734,0,7,7D 4D,michael3,20,none,trash,4,L,0,0,0.14766170634918457,0.3195547259403279,0.29169602260504623,0,none,,"[1, 0, 0, 0]",Deal,4,0,0,10,329,0.18181818181818182,-0.406
7,3,0,0,0,7,0,0,0,7,0,60000,fold,0.75,0,0,381.88877380942574,80,70,,,,,,,,,,,,0,9,0,0,0,0,12,4,16,0,2980,20,0.45513486862182617,False,0,20180727192849734,0,12,4D QC,michael3,20,none,trash,3,M,0,0,0.12815059523806233,0.28584500213274266,0.26385910615057867,0,none,,"[1, 0, 0, 0]",Deal,5,0,0,10,329,0.2222222222222222,-0.406
7,2,0,0,0,7,0,0,0,7,0,60000,fold,0.75,0,0,466.92283730152957,80,50,,,,,,,,,,,,0,9,0,0,0,0,11,8,19,0,2980,20,0.4669759273529053,False,0,20180727192849734,0,11,JH 8C,michael3,20,none,trash,2,E,0,0,0.1566855158729965,0.31251875074037766,0.30426814376687306,0,none,,"[1, 0, 0, 0]",Deal,6,0,0,10,329,0.2857142857142857,-0.406
7,1,0,0,0,7,0,0,0,7,0,60000,bet,0.75,464,0,507.1942261904444,80,30,,,,,,,,,,,,1,7,0,0,0,0,14,7,21,0,2980,20,0.5132911205291748,False,0,20180727192849734,0,14,AC 7H,michael3,20,none,ml_raise,1,E,0,0,0.1701994047618941,0.31812105386840484,0.3227774065863613,0,none,,"[0, 0, 1, 464]",Deal,7,0,0,10,329,0.4,-0.406
7,1,0,4,0,7,0,0,4,3,0,60000,fold,0.75,0,464,428.22170238092554,80,1886,,,,,,,,,,,,1,7,0,0,0,0,14,7,21,0,2516,464,0.4926118850708008,False,0,20180727192849734,0,14,AC 7H,michael3,464,all_folded,ml_fold,1,E,0,0,0.1701994047618941,0.31812105386840484,0.3227774065863613,0,bet,,"[1, 0, 0, 0]",Deal,7,0,0,10,329,0.1974468085106383,-0.406
