tableNumber,game_id,smallBlind,playerName,chips
10,20180727170125483,80,78ca690674734e22350009ad524cff5d,0
10,20180727170125483,80,73a703e3a0b204d0ebe3d9b43e5a7158,4617
10,20180727170125483,80,3f4e23bbc709f3c126195b26e85a13f7,6317
10,20180727170125483,80,cf133fc811c034231ca97235d1992fc6,2071
10,20180727170125483,80,ea8bb19d0db6e3db8ef698b71fa02c00,5526
10,20180727170125483,80,34e208bd58f20ada1f717895d70a484e,0
10,20180727170125483,80,e70ee2d8eb8faf528e718dc04c129d63,2469
42,20180727171644245,80,cf133fc811c034231ca97235d1992fc6,3268
42,20180727171644245,80,3f4e23bbc709f3c126195b26e85a13f7,2255
42,20180727171644245,80,73a703e3a0b204d0ebe3d9b43e5a7158,834
42,20180727171644245,80,78ca690674734e22350009ad524cff5d,11174
42,20180727171644245,80,8ebf4cc1a17d60e4b303b20c7c321d70,0
42,20180727171644245,80,ea8bb19d0db6e3db8ef698b71fa02c00,2748
42,20180727171644245,80,5ffb782522e620728085251044703a73,2649
42,20180727171644245,80,4464d2dd66c22f20342beab10c70027e,1072
71,20180727173222723,320,7679c865883b5f6ffd37999c350bbc6f,0
71,20180727173222723,320,cf133fc811c034231ca97235d1992fc6,0
71,20180727173222723,320,3f4e23bbc709f3c126195b26e85a13f7,512
71,20180727173222723,320,78ca690674734e22350009ad524cff5d,0
71,20180727173222723,320,73a703e3a0b204d0ebe3d9b43e5a7158,0
71,20180727173222723,320,8e42f4d7e4c4c27c532703c15d510368,10528
71,20180727173222723,320,ea8bb19d0db6e3db8ef698b71fa02c00,9960
