N,NMaxBet,NRcall,NRfold,NRraise,N_effective,Nallin,Ncall,Nfold,Nnf,Nraise,Nsim,action,aggresiveness,amount,bet,bet_limit,bet_minimum,bet_sum,board,board_aces,board_conn,board_conn_rank,board_faces,board_kind,board_kind_rank,board_rank1,board_rank2,board_suit,board_suit_rank,cards_aces,cards_category,cards_conn,cards_conn2,cards_faces,cards_pair,cards_rank1,cards_rank2,cards_rank_sum,cards_suit,chips,cost_to_call,cputime,first,forced_bet,game_id,hand_score0,hand_score1,hole,logic,minBet,op_resp,play,position,position_feature,pot,pot_sum,prWin,prWinStd,prWin_adj,prWin_delta,prev_action,prev_prWin,resp,roundName,round_id,self_Ncall,self_Nraise,smallBlind,tableNumber,thd_call,tightness
10,1,0,2,0,10,0,0,2,8,0,60000,fold,0.75,0,0,261.0808333333333,80,150,,,,,,,,,,,,0,8,1,0,0,0,7,6,13,0,3000,60,0.42792510986328125,False,0,20180727195704047,0,7,7D 6S,michael3,60,all_folded,ml_fold,7,L,0,0,0.08702694444444443,0.27177244072503765,0.2944866046897352,0,none,,"[1, 0, 0, 0]",Deal,1,0,0,10,384,0.2857142857142857,-0.736
9,2,0,3,0,9,0,0,3,6,0,60000,fold,0.75,0,0,302.83333333336896,80,50,,,,,,,,,,,,0,9,0,0,0,0,13,2,15,0,3000,20,0.46303892135620117,False,0,20180727195704047,0,13,KD 2H,michael3,20,all_folded,trash,5,M,0,0,0.10094444444445631,0.2847835920264677,0.2895301664521856,0,none,,"[1, 0, 0, 0]",Deal,2,0,0,10,384,0.2857142857142857,-0.626
9,3,0,1,0,9,0,0,1,8,0,60000,fold,0.75,0,0,359.8277777778275,80,70,,,,,,,,,,,,0,9,0,0,0,0,12,8,20,0,3000,20,0.48269104957580566,False,0,20180727195704047,0,12,QH 8D,michael3,20,all_folded,trash,4,M,0,0,0.11994259259260917,0.3066571258276486,0.3233264830652658,0,none,,"[1, 0, 0, 0]",Deal,3,0,0,10,384,0.2222222222222222,-0.626
9,3,0,0,0,9,0,0,0,9,0,60000,fold,0.75,0,0,433.9611111111591,80,70,,,,,,,,,,,,0,9,0,0,0,0,12,7,19,1,3000,20,0.49026989936828613,False,0,20180727195704047,0,12,QC 7C,michael3,20,none,trash,3,M,0,0,0.1446537037037197,0.33668566415017814,0.36485004656284725,0,none,,"[1, 0, 0, 0]",Deal,4,0,0,10,384,0.2222222222222222,-0.626
8,1,0,0,0,8,0,0,0,8,0,60000,fold,0.75,0,0,377.97083333332796,80,70,,,,,,,,,,,,0,9,0,0,0,0,10,7,17,0,3000,40,0.47229909896850586,False,0,20180727195704047,0,10,TD 7S,michael3,40,none,trash,2,E,0,0,0.125990277777776,0.30149092714737097,0.29721889526338413,0,none,,"[1, 0, 0, 0]",Deal,5,0,0,10,384,0.36363636363636365,-0.516
8,1,0,0,0,8,0,0,0,8,0,60000,fold,0.75,0,0,384.17361111110654,80,30,,,,,,,,,,,,0,8,1,0,0,0,8,7,15,0,3000,20,0.5330889225006104,False,0,20180727195704047,0,8,7D 8C,michael3,20,none,ml_fold,1,E,0,0,0.12805787037036884,0.3061527491726676,0.3004814551965571,0,none,,"[1, 0, 0, 0]",Deal,6,0,0,10,384,0.4,-0.516
8,6,0,2,0,8,0,0,2,6,0,60000,check,0.75,0,20,275.8679814814813,80,120,,,,,,,,,,,,0,9,0,0,0,0,4,3,7,0,2980,0,0.4691781997680664,False,20,20180727195704047,0,4,4S 3H,michael3,0,all_folded,trash,BB,B,0,0,0.0925731481481481,0.268976136249627,0.24212714750631828,0,none,,"[0, 1, 0, 0]",Deal,7,0,0,10,384,-0.16666666666666666,-0.516
8,1,0,0,0,6,0,0,0,6,0,337,fold,0.75,0,0,0,140,20,TS 8S 4D,0,0,0,1,1,10,10,4,2,10,0,9,0,0,0,0,4,3,7,0,2980,20,0.28751301765441895,False,0,20180727195704047,1,4,4S 3H,michael3,20,none,ml_fold,BB,B,20,120,0.13353115727002968,0.3313093255664049,0.21788783407631956,0.04095800912188158,none,0.0925731481481481,"[1, 0, 0, 0]",Flop,7,0,0,10,384,0.125,-0.248
8,1,0,1,0,8,0,0,1,7,0,60000,bet,0.75,388,10,442.30862500000524,80,150,,,,,,,,,,,,1,7,0,0,0,0,14,5,19,0,2970,30,0.5447800159454346,False,10,20180727195704047,0,14,5D AS,michael3,30,all_folded,ml_raise,SB,B,0,0,0.14892546296296472,0.3189879969295841,0.3326291951502648,0,none,,"[0, 0, 1, 388]",Deal,8,0,0,10,384,0.1111111111111111,-0.516
8,1,0,3,0,8,0,0,3,5,0,60000,fold,0.75,0,398,384.5255453703749,80,2428,,,,,,,,,,,,1,7,0,0,0,0,14,5,19,0,2582,398,0.5078988075256348,False,0,20180727195704047,0,14,5D AS,michael3,398,all_folded,ml_fold,SB,B,0,0,0.14892546296296472,0.3189879969295841,0.3326291951502648,0,bet,,"[1, 0, 0, 0]",Deal,8,0,0,10,384,0.1408351026185421,-0.516
