N,NMaxBet,NRcall,NRfold,NRraise,N_effective,Nallin,Ncall,Nfold,Nnf,Nraise,Nsim,action,aggresiveness,amount,bet,bet_limit,bet_minimum,bet_sum,board,board_aces,board_conn,board_conn_rank,board_faces,board_kind,board_kind_rank,board_rank1,board_rank2,board_suit,board_suit_rank,cards_aces,cards_category,cards_conn,cards_conn2,cards_faces,cards_pair,cards_rank1,cards_rank2,cards_rank_sum,cards_suit,chips,cost_to_call,cputime,first,forced_bet,game_id,hand_score0,hand_score1,hole,logic,minBet,op_resp,play,position,position_feature,pot,pot_sum,prWin,prWinStd,prWin_adj,prWin_delta,prev_action,prev_prWin,resp,roundName,round_id,self_Ncall,self_Nraise,smallBlind,tableNumber,thd_call,tightness
7,1,0,0,0,7,0,0,0,7,0,60000,fold,0.75,0,0,402.70952380941605,80,430,,,,,,,,,,,,0,9,0,0,0,0,12,5,17,0,3000,360,0.43920207023620605,False,0,20180727180140335,0,12,5D QH,michael3,360,none,trash,4,L,0,0,0.13423650793647202,0.2930546655780119,0.2726444434025976,0,none,,"[1, 0, 0, 0]",Deal,1,0,0,10,142,0.45569620253164556,-0.406
7,2,0,0,0,7,0,0,0,7,0,60000,fold,0.75,0,0,431.0392857141939,80,110,,,,,,,,,,,,0,9,0,0,0,0,10,7,17,0,3000,40,0.4810779094696045,False,0,20180727180140335,0,10,7S TC,michael3,40,none,trash,3,M,0,0,0.1436797619047313,0.30436244264229223,0.2860902377195257,0,none,,"[1, 0, 0, 0]",Deal,2,0,0,10,142,0.26666666666666666,-0.406
7,2,0,0,0,7,0,0,0,7,0,60000,bet,0.75,579,0,605.1386904762454,80,50,,,,,,,,,,,,0,7,0,1,1,0,12,10,22,0,3000,20,0.45650672912597656,False,0,20180727180140335,0,12,QH TS,michael3,20,none,ml_raise,2,E,0,0,0.20171289682541513,0.34649874926121804,0.36463215475793775,0,none,,"[0, 0, 1, 579]",Deal,3,0,0,10,142,0.2857142857142857,-0.406
7,0,0,0,0,2,0,0,0,2,0,103,check,0.75,0,0,0,1208,0,4H 5D 8H,0,2,5,0,1,8,8,4,2,8,0,7,0,1,1,0,12,10,22,0,2421,0,0.2096881866455078,True,0,20180727180140335,0,12,QH TS,michael3,20,none,ml_call,2,E,579,1208,0.49514563106796117,0.48519411404731116,0.6191397868356026,0.293432734242546,none,0.20171289682541513,"[0, 1, 0, 0]",Flop,3,0,0,10,142,0.0,-0.248
7,1,0,0,0,7,0,0,0,7,0,60000,fold,0.75,0,0,401.6410150792969,80,30,,,,,,,,,,,,0,9,0,0,0,0,5,3,8,0,3629,20,0.42069101333618164,False,0,20180727180140335,0,5,5D 3S,michael3,20,none,trash,1,E,0,0,0.11067539682537804,0.2819958011393351,0.2380496735963603,0,none,,"[1, 0, 0, 0]",Deal,4,0,0,10,142,0.4,-0.406
7,1,0,0,0,7,0,0,0,7,0,60000,fold,0.75,0,20,540.1462839284695,80,510,,,,,,,,,,,,0,9,0,0,0,0,13,6,19,0,3609,350,0.4068009853363037,False,20,20180727180140335,0,13,KH 6C,michael3,350,none,trash,BB,B,0,0,0.14966646825394,0.3038742834616961,0.29450460907276305,0,none,,"[1, 0, 0, 0]",Deal,5,0,0,10,142,0.38372093023255816,-0.406
7,1,0,1,0,7,0,0,1,6,0,60000,bet,0.75,693,10,724.7943265873544,80,450,,,,,,,,,,,,0,7,1,0,1,0,11,10,21,0,3599,350,0.4819977283477783,False,10,20180727180140335,0,11,JD TH,michael3,350,all_folded,ml_raise,SB,B,0,0,0.2013876984127131,0.3481238366140616,0.36420872950978833,0,none,,"[0, 0, 1, 693]",Deal,6,0,0,10,142,0.425,-0.406
7,0,0,0,0,3,0,0,0,3,0,68,bet,0.75,2832,0,2906,2169,0,2D TD 7H,0,0,0,1,1,10,10,2,2,10,0,7,1,0,1,0,11,10,21,0,2906,0,0.2154521942138672,True,0,20180727180140335,1,10,JD TH,michael3,20,none,ml_raise,SB,B,703,2169,0.7794117647058824,0.4146432994079908,0.8822433029590641,0.5780240662931693,none,0.2013876984127131,"[0, 0, 1, 2832]",Flop,6,0,0,10,142,0.0,-0.248
7,4,0,1,0,7,0,0,1,6,0,60000,fold,0.75,0,0,555.3902777776625,80,90,,,,,,,,,,,,0,9,0,0,0,0,11,2,13,0,5075,20,0.41171979904174805,False,0,20180727180140335,0,11,JC 2S,michael3,20,all_folded,trash,D,L,0,0,0.10943650793648523,0.2693783207330358,0.23618406299794908,0,none,,"[1, 0, 0, 0]",Deal,7,0,0,10,142,0.18181818181818182,-0.406
7,1,0,0,0,7,0,0,0,7,0,60000,fold,0.75,0,0,641.3037847220575,160,540,,,,,,,,,,,,0,9,0,0,0,0,10,6,16,0,5075,360,0.37804484367370605,False,0,20180727180140335,0,10,TS 6C,michael3,360,none,trash,4,L,0,0,0.1263652777777453,0.287336981886234,0.2612630740690854,0,none,,"[1, 0, 0, 0]",Deal,8,0,0,20,142,0.4,-0.406
