tableNumber,game_id,smallBlind,playerName,chips
142,20180727180140335,320,ea8bb19d0db6e3db8ef698b71fa02c00,4655
142,20180727180140335,320,63a9141e98b2fd9931e099807f206ef1,306
142,20180727180140335,320,eff588f1663e4255cc0b7b7adc69067b,0
142,20180727180140335,320,7161f77ab4cbe66fb891fa4ad010e70b,4689
142,20180727180140335,320,73a703e3a0b204d0ebe3d9b43e5a7158,11350
142,20180727180140335,320,cf133fc811c034231ca97235d1992fc6,0
142,20180727180140335,320,3cf643579c62a496854f7c2a674b4a5a,0
176,20180727181658903,40,cf133fc811c034231ca97235d1992fc6,0
176,20180727181658903,40,7161f77ab4cbe66fb891fa4ad010e70b,2439
176,20180727181658903,40,73a703e3a0b204d0ebe3d9b43e5a7158,2350
176,20180727181658903,40,4e4260f9a7e96cf1e14e17f8900aad25,46
176,20180727181658903,40,8c55ef579f68a40624f9c00488044e9c,4819
176,20180727181658903,40,9a8c3ff255ff78df142ee6d73397bc25,3510
176,20180727181658903,40,b94409cbd153253e63e82b6a56d658b6,5626
176,20180727181658903,40,ea8bb19d0db6e3db8ef698b71fa02c00,1702
176,20180727181658903,40,3cf643579c62a496854f7c2a674b4a5a,6506
210,20180727183234822,640,7161f77ab4cbe66fb891fa4ad010e70b,0
210,20180727183234822,640,4e4260f9a7e96cf1e14e17f8900aad25,3466
210,20180727183234822,640,b94409cbd153253e63e82b6a56d658b6,880
210,20180727183234822,640,9a8c3ff255ff78df142ee6d73397bc25,0
210,20180727183234822,640,8ebf4cc1a17d60e4b303b20c7c321d70,0
210,20180727183234822,640,ea8bb19d0db6e3db8ef698b71fa02c00,13654
