N,NMaxBet,NRcall,NRfold,NRraise,N_effective,Nallin,Ncall,Nfold,Nnf,Nraise,Nsim,action,aggresiveness,amount,bet,bet_limit,bet_minimum,bet_sum,board,board_aces,board_conn,board_conn_rank,board_faces,board_kind,board_kind_rank,board_rank1,board_rank2,board_suit,board_suit_rank,cards_aces,cards_category,cards_conn,cards_conn2,cards_faces,cards_pair,cards_rank1,cards_rank2,cards_rank_sum,cards_suit,chips,cost_to_call,cputime,first,forced_bet,game_id,hand_score0,hand_score1,hole,logic,minBet,op_resp,play,position,position_feature,pot,pot_sum,prWin,prWinStd,prWin_adj,prWin_delta,prev_action,prev_prWin,resp,roundName,round_id,self_Ncall,self_Nraise,smallBlind,tableNumber,thd_call,tightness
6,3,0,1,0,6,0,0,1,5,0,60000,bet,0.75,761,0,880.9035714286073,80,70,,,,,,,,,,,,0,3,0,0,1,0,13,12,25,1,3000,20,0.4608292579650879,False,0,20180727183234822,0,13,KH QH,michael3,20,all_folded,ml_raise,D,L,0,0,0.29363452380953575,0.3817852486666086,0.4284407656434257,0,none,,"[0, 0, 1, 761]",Deal,1,0,0,10,210,0.2222222222222222,-0.29600000000000004
6,1,0,0,0,2,0,0,0,2,0,322,bet,0.75,1592,0,2239,1592,20,7S 4D QC,0,0,0,1,1,12,12,4,1,12,0,3,0,0,1,0,13,12,25,1,2239,20,0.24747872352600098,False,0,20180727183234822,1,12,KH QH,michael3,20,none,ml_raise,D,L,761,1572,0.860248447204969,0.3399451002636176,0.9462372595344766,0.5666139233954333,none,0.29363452380953575,"[0, 0, 1, 1592]",Flop,1,0,0,10,210,0.01240694789081886,-0.248
6,3,0,0,0,6,0,0,0,6,0,60000,bet,0.75,813,0,851.8902472221694,80,70,,,,,,,,,,,,0,8,0,0,0,0,12,8,20,1,3831,20,0.44185709953308105,False,0,20180727183234822,0,12,8H QH,michael3,20,none,ml_raise,3,L,0,0,0.2223675925925788,0.35006067386488005,0.3454552861481447,0,none,,"[0, 0, 1, 813]",Deal,2,0,0,10,210,0.2222222222222222,-0.29600000000000004
6,1,0,0,0,2,0,0,0,2,0,317,allin,0.75,0,0,3018,1696,20,TC JH 9H,0,3,11,2,1,11,11,9,2,11,0,8,0,0,0,0,12,8,20,1,3018,20,0.17907500267028809,False,0,20180727183234822,4,12,8H QH,michael3,20,none,allin,3,L,813,1676,0.9526813880126183,0.17573837756948482,1.0053366186785493,0.7303137954200395,none,0.2223675925925788,"[0, 0, 0.2, 'raise']",Flop,2,0,0,10,210,0.011655011655011656,-0.248
6,2,0,0,0,6,0,0,0,6,0,60000,bet,0.75,1051,0,1159.231836772447,80,50,,,,,,,,,,,,0,6,0,0,1,0,13,11,24,0,4714,20,0.44573521614074707,False,0,20180727183234822,0,13,KC JH,michael3,20,none,ml_raise,2,E,0,0,0.2459125661375577,0.3527802526087985,0.3733781453607954,0,none,,"[0, 0, 1, 1051]",Deal,3,0,0,10,210,0.2857142857142857,-0.29600000000000004
6,1,0,0,0,6,0,0,0,6,0,60000,bet,0.75,1305,0,1441.5630841268433,80,30,,,,,,,,,,,,0,3,0,0,1,1,10,10,20,0,4764,20,0.4638679027557373,False,0,20180727183234822,1,10,TD TC,michael3,20,none,ml_raise,1,E,0,0,0.30259510582007626,0.35512843081841344,0.43857201216875774,0,none,,"[0, 0, 1, 1305]",Deal,4,0,0,10,210,0.4,-0.29600000000000004
6,5,0,1,0,6,0,0,1,5,0,60000,bet,0.75,1084,20,1137.1268322750939,80,100,,,,,,,,,,,,1,7,0,0,0,0,14,3,17,0,6059,0,0.44872617721557617,False,20,20180727183234822,0,14,AS 3C,michael3,0,all_folded,ml_raise,BB,B,0,0,0.18767566137565506,0.32002454649304923,0.3032497350832607,0,none,,"[0, 0, 1, 1084]",Deal,5,0,0,10,210,-0.2,-0.29600000000000004
5,2,0,0,0,5,0,0,0,5,0,60000,fold,0.75,0,10,1564.5487010576287,80,130,,,,,,,,,,,,0,9,0,0,0,0,13,6,19,1,6190,30,0.4203910827636719,False,10,20180727183234822,0,13,KS 6S,michael3,30,none,trash,SB,B,0,0,0.25275423280414033,0.35099850669640426,0.33358820017409363,0,none,,"[1, 0, 0, 0]",Deal,6,0,0,10,210,0.125,-0.186
5,3,0,0,0,5,0,0,0,5,0,60000,fold,0.75,0,0,1613.6224642851225,160,140,,,,,,,,,,,,0,9,0,0,0,0,13,7,20,1,6190,40,0.4293649196624756,False,0,20180727183234822,0,13,KS 7S,michael3,40,none,trash,D,L,0,0,0.26068214285704727,0.35304563354700236,0.34233740613311336,0,none,,"[1, 0, 0, 0]",Deal,7,0,0,20,210,0.2222222222222222,-0.186
5,2,0,0,0,5,0,0,0,5,0,60000,fold,0.75,0,0,839.4082142857595,160,100,,,,,,,,,,,,0,9,0,0,0,0,7,3,10,0,6190,40,0.4229271411895752,False,0,20180727183234822,0,7,3S 7D,michael3,40,none,trash,2,E,0,0,0.13560714285715017,0.2727197311425249,0.19928813365162912,0,none,,"[1, 0, 0, 0]",Deal,8,0,0,20,210,0.2857142857142857,-0.186
