round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,chips_total,pot,bet,cost_on_table,cost_to_call,cost_total,maxBet_all,N_maxBet_all,util_fold,util_call,N_canraise,util_raise_coeff,util_call2,util_raise_coeff2,limitRoundBet,limitBet,gamble,gamble_tol,action,amount,cputime
1,0,6,6,deal,False,♥2 ♥9,,20000,0.15632301587301276,0.3107342383544438,1000,0,3000,0,0,0,20,20,20,3,0,1.8852222222217883,5,-0.062061904761923525,-2.8044682539685954,-0.6873539682539744,221.4713954174627,221.4713954174627,True,300,call,0,0.2003800868988037
1,1,6,4,flop,False,♥2 ♥9,♥6 ♠6 ♦5,794,0.11675062972292191,0.3080242623735515,980,0,2980,20,0,20,20,40,20,1,-20,-7.309823677581861,3,-0.5329974811083124,-16.649874055415612,-0.7664987405541561,160.67165731437498,140.67165731437498,False,298,fold,0,1.2962477207183838
2,0,6,6,deal,False,♣4 ♠Q,,20000,0.15456706349206056,0.2971996422397483,980,0,2980,0,0,0,20,20,20,2,0,1.6393888888884796,5,-0.07259761904763662,-6.088964285714548,-0.6908658730158789,217.3040938588656,217.3040938588656,True,298,call,0,0.1989297866821289
2,1,6,4,flop,False,♣4 ♠Q,♠5 ♠10 ♦A,622,0.0972668810289389,0.28736902146541315,960,0,2960,20,0,20,20,40,20,1,-20,-12.765273311897111,3,-0.6109324758842444,-20.546623794212223,-0.8054662379421222,131.54424731629263,111.54424731629263,True,296,fold,0,1.272829294204712
3,0,6,6,deal,False,♦8 ♥6,,20000,0.17323968253967897,0.3134639211051268,960,0,2960,0,0,0,20,20,20,1,0,4.253555555555053,5,0.039438095238073956,-7.8732222222224735,-0.653520634920642,244.55631489107432,244.55631489107432,True,296,bet,220,0.20662903785705566
3,1,6,5,flop,False,♦8 ♥6,♥Q ♦A ♠K,304,0.024671052631578948,0.14124641478057295,740,0,2740,220,0,220,20,240,20,1,-220,-164.4736842105263,4,-0.8766447368421053,-166.4473684210526,-0.9506578947368421,29.725947389214234,-190.27405261078576,True,274,fold,0,1.2505040168762207
4,0,6,6,deal,False,♣2 ♦10,,20000,0.15922817460317243,0.30311130644558965,720,0,2720,0,20,20,0,20,20,6,-20,2.2919444444441375,5,-0.04463095238096537,2.2919444444441375,-0.6815436507936552,204.87543232457213,184.87543232457213,True,272,check,0,0.19693684577941895
4,1,6,5,flop,True,♣2 ♦10,♣9 ♦5 ♦7,323,0.07275541795665634,0.2511495614217311,720,0,2720,20,0,20,20,40,0,6,-20,-8.359133126934985,4,-0.6362229102167183,-8.359133126934985,-0.8544891640866873,89.2314920477017,69.2314920477017,True,272,fold,0,1.250915765762329
5,0,6,6,deal,False,♠A ♥3,,20000,0.18828373015872416,0.3208938503257743,710,0,2710,0,10,10,10,20,20,5,-10,6.359722222221379,5,0.129702380952345,6.359722222221379,-0.6234325396825517,245.51447993599,235.51447993599,False,271,call,0,0.20958709716796875
5,1,6,6,flop,True,♠A ♥3,♦9 ♠2 ♣6,111,0.08108108108108109,0.2729595929287049,700,0,2700,20,0,20,20,40,0,6,-20,-7.027027027027026,5,-0.5135135135135135,-7.027027027027026,-0.8378378378378378,99.15157896679774,79.15157896679774,False,270,call,0,1.2387189865112305
5,2,6,4,turn,True,♠A ♥3,♦9 ♠2 ♣6 ♥2,107,0.1261682242990654,0.3213105315452539,680,0,2680,40,0,40,20,60,0,6,-40,-0.20560747663551737,3,-0.4953271028037384,-0.20560747663551737,-0.7476635514018692,156.97340705801415,116.97340705801415,False,268,call,0,1.2235760688781738
5,3,6,4,river,True,♠A ♥3,♦9 ♠2 ♣6 ♥2 ♣J,142,0.02112676056338028,0.14380688631452207,660,0,2660,60,0,60,20,80,0,6,-60,-36.732394366197184,3,-0.9154929577464789,-36.732394366197184,-0.9577464788732395,24.6676273830373,-35.3323726169627,False,266,fold,0,1.231147050857544
6,0,6,4,deal,False,♣A ♣4,,20000,0.24338809523809263,0.36663160744076895,660,0,2660,0,0,0,20,20,20,2,0,14.07433333333297,3,-0.02644761904762949,1.9049285714283357,-0.5132238095238147,322.19736691689025,322.19736691689025,False,266,call,0,0.20055603981018066
6,1,6,4,flop,False,♣A ♣4,♠K ♥A ♥9,380,0.375,0.4529992641642294,640,0,2640,20,0,20,56,76,56,1,-20,113.5,3,0.5,44.5,-0.25,538.8767542116416,518.8767542116416,False,264,bet,466,1.2526230812072754
6,2,6,4,turn,False,♣A ♣4,♠K ♥A ♥9 ♦J,374,0.4425133689839572,0.4654192447145713,174,0,2174,486,0,486,20,506,20,3,-486,739.6347593582888,3,0.7700534759358288,721.9342245989304,-0.11497326203208558,551.6862902443902,65.6862902443902,True,217,bet,59,1.25677490234375
6,3,6,4,river,False,♣A ♣4,♠K ♥A ♥9 ♦J ♥7,596,0.2751677852348993,0.4093547124108225,115,0,2115,545,0,545,20,565,20,3,-545,381.36912751677846,3,0.10067114093959728,370.3624161073825,-0.44966442953020136,295.59771483706095,-249.40228516293905,True,211,call,0,1.2657361030578613
