,allIn,bet,cards,chips,folded,isHuman,isOnline,isSurvive,reloadCount,roundBet,position,me,win,score
SML,False,0,♥J ♦A,3109,True,False,True,True,2,0,,False,True,3109.0
PCB,False,0,♦8 ♥7,5891,True,False,True,True,1,0,SB,False,True,5891.0
ヽ(=^･ω･^=)丿,True,0,♣4 ♥A,0,False,False,True,True,2,0,BB,True,,
