round_id,playerName,chips,reloadCount,cards,hand,position,act_deal,bet_deal,act_flop,bet_flop,act_turn,bet_turn,act_river,bet_river,allIn,folded,rank,message,winMoney
1,SML,1000,0,♥A ♥K,♥A ♥K ♦A ♠K ♠A ♠7 ♦K,,call,249,,,,,call,0,False,False,279.0,Full House,807.0
1,PCB,1000,0,♣7 ♣4,♣7 ♣4 ♦A ♠K ♠A ♠7 ♦K,SB,call,249,,,,,fold,0,False,True,99.0016,Two Pair,0.0
1,Tobacco AI,1000,0,♥5 ♥8,♥5 ♥8 ♦A ♠K ♠A ♠7 ♦K,BB,fold,20,,,,,fold,0,False,True,99.0032,Two Pair,0.0
1,Out Bluffed,1000,0,♦2 ♣8,♦2 ♣8 ♦A ♠K ♠A ♠7 ♦K,,fold,20,,,,,fold,0,False,True,99.0032,Two Pair,0.0
1,Im Not Kao Chin,1000,0,♠J ♠2,♠J ♠2 ♦A ♠K ♠A ♠7 ♦K,,fold,20,,,,,fold,0,False,True,123.3344,Flush,0.0
1,ヽ(=^･ω･^=)丿,1000,0,♣3 ♣5,♣3 ♣5 ♦A ♠K ♠A ♠7 ♦K,,bet,249,,,,,fold,0,False,True,99.0016,Two Pair,0.0
2,SML,1558,0,♣9 ♦2,♣9 ♦2 ♦K ♦Q ♠6 ♠J ♥10,,call,282,call,20.0,call,20.0,call,0,False,False,121.0,Straight,674.0
2,PCB,751,0,♠5 ♦A,♠5 ♦A ♦K ♦Q ♠6 ♠J ♥10,,fold,0,fold,0.0,fold,0.0,fold,0,False,True,122.0,Straight,0.0
2,Tobacco AI,1980,1,♥3 ♦10,♥3 ♦10 ♦K ♦Q ♠6 ♠J ♥10,SB,fold,10,fold,0.0,fold,0.0,fold,0,False,True,17.1792,Pair,0.0
2,Out Bluffed,980,0,♣7 ♥2,♣7 ♥2 ♦K ♦Q ♠6 ♠J ♥10,BB,fold,20,fold,0.0,fold,0.0,fold,0,False,True,7.0912,High Card,0.0
2,Im Not Kao Chin,980,0,♠3 ♣4,♠3 ♣4 ♦K ♦Q ♠6 ♠J ♥10,,fold,0,fold,0.0,fold,0.0,fold,0,False,True,7.0904,High Card,0.0
2,ヽ(=^･ω･^=)丿,751,0,♦J ♠Q,♦J ♠Q ♦K ♦Q ♠6 ♠J ♥10,,bet,282,bet,20.0,bet,20.0,fold,0,False,True,76.1024,Two Pair,0.0
3,SML,1910,0,♦3 ♠7,♦3 ♠7 ♠9 ♥5 ♠5 ♥K ♣2,,call,252,call,20.0,call,20.0,call,0,False,False,12.1104,Pair,1360.0
