round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,chips_total,pot,bet,cost_on_table,cost_to_call,cost_total,maxBet_all,N_maxBet_all,util_fold,util_call,N_canraise,util_raise_coeff,util_call2,util_raise_coeff2,limitRoundBet,limitBet,gamble,gamble_tol,action,amount,cputime
1,0,3,3,deal,False,♦8 ♠6,,20000,0.3437333333332937,0.33782542610517013,1000,0,3000,0,0,0,20,20,20,1,0,7.498666666663496,2,0.0311999999998811,4.061333333330559,-0.3125333333334126,548.7589620746704,548.7589620746704,True,300,bet,493,0.1709601879119873
1,1,3,2,flop,False,♦8 ♠6,♣8 ♠K ♥8,169,0.8402366863905325,0.3413026779034258,507,0,2507,493,0,493,20,513,20,1,-493,851.5177514792898,1,0.680473372781065,834.7130177514792,0.680473372781065,1996.8830117198984,1503.8830117198984,False,250,bet,1353,1.2123029232025146
2,0,3,3,deal,False,♠K ♣3,,20000,0.3480222222221735,0.3222454487916812,2000,0,4000,0,20,20,0,20,20,3,-20,7.8417777777738795,2,0.04406666666652059,7.8417777777738795,-0.303955555555653,743.0688265995428,723.0688265995428,False,400,check,0,0.15837788581848145
2,1,3,3,flop,True,♠K ♣3,♣10 ♥4 ♦2,273,0.19230769230769232,0.38351490915637687,2000,0,4000,20,0,20,20,40,0,3,-20,-0.7692307692307683,2,-0.423076923076923,-0.7692307692307683,-0.6153846153846154,371.0162129475948,351.0162129475948,False,400,fold,0,1.2207343578338623
3,0,3,3,deal,False,♣7 ♦3,,20000,0.29609722222219714,0.3258861868981387,1990,0,3990,0,10,10,10,20,20,2,-10,3.6877777777757696,2,-0.11170833333340857,3.6877777777757696,-0.4078055555556057,608.4244106218873,598.4244106218873,False,399,call,0,0.15595602989196777
3,1,3,3,flop,True,♣7 ♦3,♦5 ♦2 ♥7,124,0.4475806451612903,0.49112505957395347,1980,0,3980,20,0,20,20,40,0,3,-20,24.75806451612903,2,0.342741935483871,24.75806451612903,-0.10483870967741937,1025.7698324058417,1005.7698324058417,False,398,bet,905,1.2184278964996338
3,2,3,3,turn,True,♣7 ♦3,♦5 ♦2 ♥7 ♣A,116,0.5086206896551724,0.4999256781861372,1075,0,3075,925,0,925,20,945,0,3,-925,965.7543103448274,1,0.01724137931034475,965.7543103448274,0.01724137931034475,948.8931356798633,23.89313567986335,False,307,call,0,1.21443510055542
3,3,3,3,river,True,♣7 ♦3,♦5 ♦2 ♥7 ♣A ♠3,162,0.6018518518518519,0.48476444861883056,1055,0,3055,945,0,945,20,965,0,3,-945,1331.9675925925926,1,0.20370370370370372,1331.9675925925926,0.20370370370370372,1221.8634412169947,276.8634412169947,False,305,bet,249,1.2148511409759521
4,0,3,3,deal,False,♥K ♥J,,20000,0.4710486111110399,0.35314323388390756,4000,0,6000,0,0,0,40,40,40,1,0,35.367777777766385,2,0.4131458333331197,25.946805555545588,-0.05790277777792019,1659.5054291197603,1659.5054291197603,False,600,bet,1493,0.161268949508667
