round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,chips_total,pot,bet,cost_on_table,cost_to_call,cost_total,maxBet_all,N_maxBet_all,util_fold,util_call,N_canraise,util_raise_coeff,util_call2,util_raise_coeff2,limitRoundBet,limitBet,gamble,gamble_tol,action,amount,cputime
1,0,7,5,deal,False,♠9 ♥J,,20000,0.16517678571429,0.31984703057654107,1000,0,3000,0,0,0,20,20,20,2,0,6.428285714286403,4,-0.1741160714285499,-5.134089285713898,-0.66964642857142,235.21644847951754,235.21644847951754,False,300,call,0,0.21230506896972656
1,1,7,3,flop,False,♠9 ♥J,♦5 ♠J ♦9,376,0.5651595744680851,0.49372011201091875,980,0,2980,20,0,20,20,40,20,1,-20,121.14361702127658,2,0.6954787234042552,64.62765957446808,0.13031914893617014,1077.7768620354414,1057.7768620354414,False,298,bet,951,1.2624812126159668
1,2,7,3,flop,False,♠9 ♥J,♦5 ♠J ♦9,800,0.566875,0.4926613790170689,29,0,2029,20,951,971,29,1000,980,1,-971,3515.2125,0,-0.433125,1276.623125,0.13375000000000004,737.3117117815156,-233.68828821848444,False,202,fold,0,1.2485449314117432
2,0,7,5,deal,False,♥A ♦7,,20000,0.17874821428572008,0.32617174154700324,1029,1,2029,0,0,0,20,20,20,1,0,8.599714285715212,4,-0.10625892857139962,-7.4876249999995945,-0.6425035714285598,173.52753273910622,173.52753273910622,False,202,call,0,0.22025585174560547
2,1,7,4,flop,False,♥A ♦7,♥4 ♣6 ♠Q,395,0.08734177215189873,0.2789524203373208,1009,1,2009,20,0,20,20,40,20,1,-20,-9.459915611814349,3,-0.6506329113924051,-18.19409282700422,-0.8253164556962025,79.74087958116392,59.740879581163924,False,200,fold,0,1.2607178688049316
3,0,7,6,deal,False,♠2 ♣3,,20000,0.10527976190476106,0.2702428343284878,1009,1,2009,0,0,0,20,20,20,1,0,-3.1552380952382286,5,-0.3683214285714337,-12.630416666666726,-0.7894404761904779,97.06029272278187,97.06029272278187,False,200,fold,0,0.21119999885559082
4,0,7,7,deal,False,♥9 ♣9,,20000,0.22880416666665745,0.3524474423136149,1009,1,2009,0,0,0,20,20,20,1,0,16.608666666665194,6,0.6016291666666023,-3.9837083333339773,-0.542391666666685,226.68616899612547,226.68616899612547,True,200,bet,204,0.21497130393981934
4,1,7,4,deal,False,♥9 ♣9,,20000,0.22880416666665745,0.3524474423136149,805,1,1805,0,204,204,204,408,408,2,-204,338.81679999997,3,-0.08478333333337018,16.660533333316266,-0.542391666666685,203.6677625873601,-0.33223741263989837,True,180,fold,0,0.1930549144744873
5,0,7,5,deal,False,♥4 ♥8,,20000,0.18127321428571894,0.3415545695439805,785,1,1785,0,20,20,0,20,20,5,-20,9.00371428571503,4,-0.09363392857140529,3.565517857143462,-0.6374535714285621,155.0468865489985,135.0468865489985,True,178,check,0,0.21467804908752441
5,1,7,5,flop,True,♥4 ♥8,♣2 ♣4 ♠J,123,0.2073170731707317,0.38215706380469266,785,1,1785,20,0,20,20,40,0,7,-20,15.060975609756095,4,0.03658536585365857,15.060975609756095,-0.5853658536585367,180.1073848974371,160.1073848974371,False,178,call,0,1.2295970916748047
