round_id,playerName,chips,reloadCount,cards,hand,position,act_deal,bet_deal,act_flop,bet_flop,act_turn,bet_turn,act_river,bet_river,allIn,folded,rank,message,winMoney
1,SML,1000,0,♠A ♥Q,♠A ♥Q ♠K ♣7 ♦Q ♠Q ♦K,,call,20,call,48.0,call,413.0,call,311,False,False,254.0,Full House,1242.0
1,PCB,1000,0,♦6 ♦9,♦6 ♦9 ♠K ♣7 ♦Q ♠Q ♦K,,call,20,fold,0.0,fold,0.0,fold,0,False,True,87.0064,Two Pair,0.0
1,Tobacco AI,1000,0,♥3 ♣Q,♥3 ♣Q ♠K ♣7 ♦Q ♠Q ♦K,,call,20,bet,48.0,bet,413.0,bet,311,False,False,254.0,Full House,1242.0
1,Out Bluffed,1000,0,♣8 ♥J,♣8 ♥J ♠K ♣7 ♦Q ♠Q ♦K,,call,20,call,48.0,call,413.0,call,311,False,False,87.0256,Two Pair,0.0
1,Im Not Kao Chin,1000,0,♥A ♥10,♥A ♥10 ♠K ♣7 ♦Q ♠Q ♦K,SB,call,20,call,48.0,fold,0.0,fold,0,False,True,87.2048,Two Pair,0.0
1,ヽ(=^･ω･^=)丿,1000,0,♠7 ♣3,♠7 ♣3 ♠K ♣7 ♦Q ♠Q ♦K,BB,call,20,fold,0.0,fold,0.0,fold,0,False,True,87.0016,Two Pair,0.0
2,SML,1450,0,♦10 ♦2,♦10 ♦2 ♣6 ♠K ♥10 ♠8 ♥3,BB,call,450,call,374.0,,,call,0,False,False,17.1064,Pair,2118.0
2,PCB,980,0,♣9 ♥7,♣9 ♥7 ♣6 ♠K ♥10 ♠8 ♥3,,call,450,fold,0.0,,,fold,0,False,True,118.0,Straight,0.0
2,Tobacco AI,1450,0,♥Q ♠5,♥Q ♠5 ♣6 ♠K ♥10 ♠8 ♥3,,fold,20,fold,0.0,,,fold,0,False,True,7.068,High Card,0.0
2,Out Bluffed,208,0,♣4 ♣2,♣4 ♣2 ♣6 ♠K ♥10 ♠8 ♥3,,fold,0,fold,0.0,,,fold,0,False,True,7.017,High Card,0.0
2,Im Not Kao Chin,932,0,♦4 ♣J,♦4 ♣J ♣6 ♠K ♥10 ♠8 ♥3,,fold,0,fold,0.0,,,fold,0,False,True,7.0424,High Card,0.0
2,ヽ(=^･ω･^=)丿,980,0,♦A ♦K,♦A ♦K ♣6 ♠K ♥10 ♠8 ♥3,SB,bet,450,bet,374.0,,,fold,0,False,True,20.2208,Pair,0.0
3,SML,2744,0,♥7 ♦K,♥7 ♦K ♣J ♥5 ♦6 ♣3 ♥9,SB,call,20,bet,20.0,call,650.0,call,40,False,False,7.0344,High Card,0.0
3,PCB,530,0,♣8 ♦A,♣8 ♦A ♣J ♥5 ♦6 ♣3 ♥9,BB,fold,20,fold,0.0,fold,0.0,fold,0,False,True,8.036,High Card,0.0
3,Tobacco AI,1430,0,♣5 ♦Q,♣5 ♦Q ♣J ♥5 ♦6 ♣3 ♥9,,call,20,call,20.0,fold,20.0,fold,0,False,True,12.0832,Pair,0.0
3,Out Bluffed,208,0,♣9 ♦2,♣9 ♦2 ♣J ♥5 ♦6 ♣3 ♥9,,fold,0,fold,0.0,fold,0.0,fold,0,False,True,16.0268,Pair,0.0
3,Im Not Kao Chin,932,0,♠Q ♠J,♠Q ♠J ♣J ♥5 ♦6 ♣3 ♥9,,call,20,call,20.0,raise,650.0,raise,40,False,False,18.0584,Pair,1905.0
3,ヽ(=^･ω･^=)丿,1156,1,♣K ♣4,♣K ♣4 ♣J ♥5 ♦6 ♣3 ♥9,,call,20,call,20.0,fold,325.0,fold,0,False,True,7.0332,High Card,0.0
4,SML,2014,0,♥Q ♠6,♥Q ♠6 ♣10 ♦10 ♥6 ♠Q ♦8,,call,20,call,20.0,call,20.0,call,0,False,False,75.0032,Two Pair,180.0
4,PCB,510,0,♦9 ♣7,♦9 ♣7 ♣10 ♦10 ♥6 ♠Q ♦8,SB,call,20,fold,0.0,fold,0.0,fold,0,False,True,118.0,Straight,0.0
4,Tobacco AI,1370,0,♦4 ♠7,♦4 ♠7 ♣10 ♦10 ♥6 ♠Q ♦8,BB,call,20,fold,0.0,fold,0.0,fold,0,False,True,17.056,Pair,0.0
4,Out Bluffed,208,0,♥A ♦7,♥A ♦7 ♣10 ♦10 ♥6 ♠Q ♦8,,fold,0,fold,0.0,fold,0.0,fold,0,False,True,17.2592,Pair,0.0
4,Im Not Kao Chin,2107,0,♥3 ♣K,♥3 ♣K ♣10 ♦10 ♥6 ♠Q ♦8,,call,20,bet,20.0,bet,20.0,fold,0,False,True,17.1568,Pair,0.0
4,ヽ(=^･ω･^=)丿,791,1,♦2 ♣A,♦2 ♣A ♣10 ♦10 ♥6 ♠Q ♦8,,call,20,fold,0.0,fold,0.0,fold,0,False,True,17.2592,Pair,0.0
5,SML,2134,0,♦5 ♥4,♦5 ♥4 ♣6 ♥5 ♦3 ♦7 ♣7,,call,252,,,,,call,0,False,False,115.0,Straight,554.0
5,PCB,490,0,♦8 ♣A,♦8 ♣A ♣6 ♥5 ♦3 ♦7 ♣7,,fold,0,,,,,fold,0,False,True,14.2088,Pair,0.0
5,Tobacco AI,1350,0,♦6 ♦4,♦6 ♦4 ♣6 ♥5 ♦3 ♦7 ♣7,SB,fold,10,,,,,fold,0,False,True,115.0,Straight,0.0
5,Out Bluffed,208,0,♠Q ♥A,♠Q ♥A ♣6 ♥5 ♦3 ♦7 ♣7,BB,fold,20,,,,,fold,0,False,True,14.2568,Pair,0.0
5,Im Not Kao Chin,2047,0,♥7 ♦10,♥7 ♦10 ♣6 ♥5 ♦3 ♦7 ♣7,,fold,20,,,,,fold,0,False,True,105.0136,Three of a Kind,0.0
5,ヽ(=^･ω･^=)丿,771,1,♦A ♦Q,♦A ♦Q ♣6 ♥5 ♦3 ♦7 ♣7,,bet,252,,,,,fold,0,False,True,14.2568,Pair,0.0
6,SML,2436,0,♦9 ♦3,♦9 ♦3 ♦Q ♣9 ♠A ♣J ♣K,,call,20,call,272.0,,,call,0,False,False,16.3584,Pair,906.0
6,PCB,490,0,♣A ♥9,♣A ♥9 ♦Q ♣9 ♠A ♣J ♣K,,fold,0,fold,0.0,,,fold,0,False,True,95.1024,Two Pair,0.0
6,Tobacco AI,1340,0,♠7 ♠5,♠7 ♠5 ♦Q ♣9 ♠A ♣J ♣K,,call,20,fold,0.0,,,fold,0,False,True,8.1856,High Card,0.0
6,Out Bluffed,188,0,♠Q ♥2,♠Q ♥2 ♦Q ♣9 ♠A ♣J ♣K,SB,fold,10,fold,0.0,,,fold,0,False,True,19.3328,Pair,0.0
6,Im Not Kao Chin,2027,0,♣8 ♠9,♣8 ♠9 ♦Q ♣9 ♠A ♣J ♣K,BB,call,20,call,272.0,,,fold,0,False,True,16.3584,Pair,0.0
6,ヽ(=^･ω･^=)丿,519,1,♥A ♠3,♥A ♠3 ♦Q ♣9 ♠A ♣J ♣K,,call,20,bet,272.0,,,fold,0,False,True,21.1792,Pair,0.0
7,SML,3050,0,♠10 ♠Q,♠10 ♠Q ♦K ♠9 ♦8 ♦7 ♣2,,call,40,call,381.0,,,call,0,False,False,7.0736,High Card,922.0
7,PCB,490,0,♠4 ♥2,♠4 ♥2 ♦K ♠9 ♦8 ♦7 ♣2,,call,40,fold,0.0,,,fold,0,False,True,9.112,Pair,0.0
7,Tobacco AI,1320,0,♥10 ♦3,♥10 ♦3 ♦K ♠9 ♦8 ♦7 ♣2,,fold,0,fold,0.0,,,fold,0,False,True,7.024,High Card,0.0
7,Out Bluffed,178,0,♣4 ♦10,♣4 ♦10 ♦K ♠9 ♦8 ♦7 ♣2,,fold,0,fold,0.0,,,fold,0,False,True,7.024,High Card,0.0
7,Im Not Kao Chin,1735,0,♠3 ♦4,♠3 ♦4 ♦K ♠9 ♦8 ♦7 ♣2,SB,call,40,fold,0.0,,,fold,0,False,True,7.0114,High Card,0.0
7,ヽ(=^･ω･^=)丿,1227,2,♠K ♥9,♠K ♥9 ♦K ♠9 ♦8 ♦7 ♣2,BB,call,40,bet,381.0,,,fold,0,False,True,84.0032,Two Pair,0.0
8,SML,3551,0,♣Q ♦A,♣Q ♦A ♠6 ♠3 ♥6 ♥J ♦J,BB,call,40,bet,40.0,bet,40.0,bet,40,False,False,62.2048,Two Pair,400.0
8,PCB,450,0,♣3 ♠4,♣3 ♠4 ♠6 ♠3 ♥6 ♥J ♦J,,call,40,call,40.0,call,40.0,call,40,False,False,62.0002,Two Pair,0.0
8,Tobacco AI,1320,0,♦3 ♥Q,♦3 ♥Q ♠6 ♠3 ♥6 ♥J ♦J,,fold,0,fold,0.0,fold,0.0,fold,0,False,True,62.0512,Two Pair,0.0
8,Out Bluffed,178,0,♥A ♠7,♥A ♠7 ♠6 ♠3 ♥6 ♥J ♦J,,fold,0,fold,0.0,fold,0.0,fold,0,False,True,62.2048,Two Pair,0.0
