game_id,round_id,turn_id,roundName,playerName,chips,reloadCount,position,action,amount
20180317074226,1,1,Deal,Im Not Kao Chin,1000,0,,fold,
20180317074226,1,2,Deal,TMBS=trend micro's best supreme,1000,0,,fold,
20180317074226,1,3,Deal,ヽ(=^･ω･^=)丿,980,0,,call,20
20180317074226,1,4,Deal,SML,980,0,,call,20
20180317074226,1,5,Deal,PCB,980,0,,call,20
20180317074226,1,6,Deal,Tobacco AI,980,0,SB,call,10
20180317074226,1,7,Deal,Out Bluffed,980,0,BB,call,0
20180317074226,1,8,Flop,Tobacco AI,980,0,SB,check,
20180317074226,1,9,Flop,Out Bluffed,960,0,BB,bet,20
20180317074226,1,10,Flop,ヽ(=^･ω･^=)丿,980,0,,fold,
20180317074226,1,11,Flop,SML,960,0,,call,20
20180317074226,1,12,Flop,PCB,960,0,,call,20
20180317074226,1,13,Flop,Tobacco AI,928,0,SB,bet,52
20180317074226,1,14,Flop,Out Bluffed,928,0,BB,call,32
20180317074226,1,15,Flop,SML,928,0,,call,32
20180317074226,1,16,Flop,PCB,928,0,,call,32
20180317074226,1,17,Turn,Tobacco AI,928,0,SB,check,
20180317074226,1,18,Turn,Out Bluffed,908,0,BB,bet,20
20180317074226,1,19,Turn,SML,908,0,,call,20
20180317074226,1,20,Turn,PCB,908,0,,call,20
20180317074226,1,21,Turn,Tobacco AI,908,0,SB,call,20
20180317074226,1,22,River,Tobacco AI,908,0,SB,check,
20180317074226,1,23,River,Out Bluffed,908,0,BB,fold,
20180317074226,1,24,River,SML,888,0,,bet,20
20180317074226,1,25,River,PCB,888,0,,call,20
20180317074226,1,26,River,Tobacco AI,888,0,SB,call,20
20180317074226,2,1,Deal,TMBS=trend micro's best supreme,1000,0,,fold,
20180317074226,2,2,Deal,ヽ(=^･ω･^=)丿,960,0,,call,20
20180317074226,2,3,Deal,SML,1316,0,,call,20
20180317074226,2,4,Deal,PCB,868,0,,call,20
20180317074226,2,5,Deal,Tobacco AI,1868,1,,call,20
20180317074226,2,6,Deal,Out Bluffed,898,0,SB,fold,
20180317074226,2,7,Deal,Im Not Kao Chin,980,0,BB,call,0
20180317074226,2,8,Flop,Im Not Kao Chin,980,0,BB,fold,
