game_id,round_id,turn_id,roundName,playerName,chips,reloadCount,position,action,amount
20180317135411,1,1,Deal,PCB,980,0,,call,20
20180317135411,1,2,Deal,Tobacco AI,980,0,,call,20
20180317135411,1,3,Deal,Out Bluffed,1000,0,,fold,
20180317135411,1,4,Deal,Im Not Kao Chin,980,0,,call,20
20180317135411,1,5,Deal,ヽ(=^･ω･^=)丿,980,0,SB,call,10
20180317135411,1,6,Deal,SML,980,0,BB,call,0
20180317135411,1,7,Flop,ヽ(=^･ω･^=)丿,960,0,SB,bet,20
20180317135411,1,8,Flop,SML,960,0,BB,call,20
20180317135411,1,9,Flop,PCB,980,0,,fold,
20180317135411,1,10,Flop,Tobacco AI,960,0,,call,20
20180317135411,1,11,Flop,Im Not Kao Chin,960,0,,call,20
20180317135411,1,12,Turn,ヽ(=^･ω･^=)丿,960,0,SB,fold,
20180317135411,1,13,Turn,SML,940,0,BB,bet,20
20180317135411,1,14,Turn,Tobacco AI,940,0,,call,20
20180317135411,1,15,Turn,Im Not Kao Chin,940,0,,call,20
20180317135411,1,16,River,SML,940,0,BB,fold,
20180317135411,1,17,River,Tobacco AI,940,0,,check,
20180317135411,1,18,River,Im Not Kao Chin,920,0,,bet,20
20180317135411,1,19,River,Tobacco AI,920,0,,call,20
20180317135411,2,1,Deal,Tobacco AI,1900,1,,call,20
20180317135411,2,2,Deal,Out Bluffed,1000,0,,fold,
20180317135411,2,3,Deal,Im Not Kao Chin,1180,0,,call,20
20180317135411,2,4,Deal,ヽ(=^･ω･^=)丿,940,0,,call,20
20180317135411,2,5,Deal,SML,920,0,SB,call,10
20180317135411,2,6,Deal,PCB,960,0,BB,call,0
20180317135411,2,7,Flop,SML,900,0,SB,bet,20
20180317135411,2,8,Flop,PCB,940,0,BB,call,20
20180317135411,2,9,Flop,Tobacco AI,1854,1,,bet,46
20180317135411,2,10,Flop,Im Not Kao Chin,1134,0,,call,46
20180317135411,2,11,Flop,ヽ(=^･ω･^=)丿,699,0,,bet,241
20180317135411,2,12,Flop,SML,679,0,SB,call,221
20180317135411,2,13,Flop,PCB,719,0,BB,call,221
