round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,chips_total,pot,bet,cost_on_table,cost_to_call,cost_total,maxBet_all,N_maxBet_all,util_fold,util_call,N_canraise,util_raise_coeff,util_call2,util_raise_coeff2,limitRoundBet,limitBet,gamble,gamble_tol,action,amount,cputime
1,0,3,3,deal,False,♠2 ♣10,,20000,0.32566527777773985,0.32953083824414353,1000,0,3000,0,0,0,20,20,20,1,0,6.053222222219185,2,-0.0230041666667804,2.796569444441788,-0.3486694444445203,513.3734323687771,513.3734323687771,False,300,call,0,0.22516512870788574
1,1,3,2,flop,False,♠2 ♣10,♦A ♥A ♣6,461,0.1984815618221258,0.39084498934696993,980,0,2980,20,0,20,20,40,20,1,-20,-8.242950108459869,1,-0.6030368763557483,-12.212581344902386,-0.6030368763557483,286.3377183232348,266.3377183232348,False,298,fold,0,1.2463250160217285
2,0,3,3,deal,False,♦9 ♥7,,20000,0.3154055555555202,0.33264341688692156,960,0,2960,0,20,20,0,20,20,3,-20,5.232444444441615,2,-0.05378333333343943,5.232444444441615,-0.3691888888889596,487.1172234057992,467.1172234057992,False,296,check,0,0.1606581211090088
2,1,3,2,flop,True,♦9 ♥7,♦2 ♠4 ♠J,230,0.17608695652173914,0.37658925993638337,960,0,2960,20,0,20,20,40,0,3,-20,-2.391304347826088,1,-0.6478260869565218,-2.391304347826088,-0.6478260869565218,248.99112027196512,228.99112027196512,False,296,fold,0,1.2203011512756348
3,0,3,3,deal,False,♣7 ♣5,,20000,0.3663874999999591,0.361677489090471,950,0,2950,0,10,10,10,20,20,2,-10,9.31099999999673,2,0.09916249999987725,9.31099999999673,-0.26722500000008176,584.6199773515816,574.6199773515816,False,295,call,0,0.16179585456848145
3,1,3,3,flop,True,♣7 ♣5,♥Q ♠K ♣8,162,0.1419753086419753,0.3370279924621901,940,0,2940,20,0,20,20,40,0,3,-20,-5.80246913580247,2,-0.5740740740740741,-5.80246913580247,-0.7160493827160495,195.5106300082954,175.5106300082954,False,294,call,0,1.2190380096435547
3,2,3,3,turn,True,♣7 ♣5,♥Q ♠K ♣8 ♣9,145,0.33448275862068966,0.4662956455008771,920,0,2920,40,0,40,20,60,0,3,-40,20.206896551724142,2,0.0034482758620688614,20.206896551724142,-0.3310344827586207,516.3748115622524,476.3748115622524,False,292,call,0,1.2170770168304443
3,3,3,3,river,True,♣7 ♣5,♥Q ♠K ♣8 ♣9 ♥4,168,0.0,0.0,900,0,2900,60,0,60,20,80,0,3,-60,-60.0,2,-1.0,-60.0,-1.0,-0.0,-60.0,False,290,fold,0,1.2209808826446533
4,0,3,3,deal,False,♦A ♦3,,20000,0.4174361111110534,0.3430514604489327,900,0,2900,0,0,0,40,40,40,1,0,26.789777777768542,2,0.25230833333316016,18.44105555554747,-0.16512777777789323,680.5036739113845,680.5036739113845,False,290,bet,612,0.1586151123046875
4,1,3,2,flop,False,♦A ♦3,♦Q ♠2 ♥9,469,0.29637526652452023,0.4424294191673497,288,0,2288,612,0,612,40,652,40,1,-612,120.94669509594877,1,-0.40724946695095954,109.09168443496793,-0.40724946695095954,349.28356969150406,-262.71643030849594,False,228,fold,0,1.2446677684783936
5,0,3,2,deal,False,♥J ♣7,,20000,0.33955833333328916,0.33198072892814556,1248,1,2248,0,40,40,0,40,40,2,-40,14.329333333326268,1,-0.32088333333342167,7.538166666660487,-0.32088333333342167,405.0121233528429,365.0121233528429,False,224,check,0,0.15679693222045898
5,1,3,2,flop,True,♥J ♣7,♠10 ♥8 ♣3,135,0.34074074074074073,0.4739583192013745,1248,1,2248,40,0,40,40,80,0,3,-40,27.925925925925927,1,-0.31851851851851853,27.925925925925927,-0.31851851851851853,406.76157663900995,366.76157663900995,False,224,call,0,1.2133090496063232
5,2,3,2,turn,True,♥J ♣7,♠10 ♥8 ♣3 ♥4,162,0.19135802469135801,0.39337022139147704,1208,1,2208,80,0,80,40,120,0,3,-80,1.6666666666666643,1,-0.617283950617284,1.6666666666666643,-0.617283950617284,203.67413130220163,123.67413130220163,False,220,call,0,1.218616247177124
5,3,3,2,river,True,♥J ♣7,♠10 ♥8 ♣3 ♥4 ♣10,249,0.04819277108433735,0.21417335945338764,1168,1,2168,120,0,120,40,160,0,3,-120,-52.16867469879518,1,-0.9036144578313253,-52.16867469879518,-0.9036144578313253,46.50577035365126,-73.49422964634874,False,216,fold,0,1.226529836654663
