game_id,round_id,turn_id,roundName,playerName,chips,reloadCount,position,action,amount
20180319010902,1,1,Deal,PCB,1000,0,,fold,
20180319010902,1,2,Deal,ヽ(=^･ω･^=)丿,980,0,SB,call,10
20180319010902,1,3,Deal,SML,980,0,BB,call,0
20180319010902,1,4,Flop,ヽ(=^･ω･^=)丿,960,0,SB,bet,20
20180319010902,1,5,Flop,SML,960,0,BB,call,20
20180319010902,1,6,Turn,ヽ(=^･ω･^=)丿,940,0,SB,bet,20
20180319010902,1,7,Turn,SML,940,0,BB,call,20
20180319010902,1,8,River,ヽ(=^･ω･^=)丿,920,0,SB,bet,20
20180319010902,1,9,River,SML,920,0,BB,call,20
20180319010902,2,1,Deal,ヽ(=^･ω･^=)丿,238,0,,bet,842
20180319010902,2,2,Deal,SML,78,0,SB,call,832
20180319010902,2,3,Deal,PCB,980,0,BB,fold,
20180319010902,2,4,Flop,SML,58,0,SB,bet,20
20180319010902,2,5,Flop,ヽ(=^･ω･^=)丿,238,0,,fold,
20180319010902,3,1,Deal,SML,1762,0,,call,20
20180319010902,3,2,Deal,PCB,960,0,SB,call,10
20180319010902,3,3,Deal,ヽ(=^･ω･^=)丿,1218,1,BB,call,0
20180319010902,3,4,Flop,PCB,960,0,SB,fold,
20180319010902,3,5,Flop,ヽ(=^･ω･^=)丿,1218,1,BB,fold,
20180319010902,3,6,Flop,SML,1762,0,,call,0
20180319010902,4,1,Deal,PCB,920,0,,call,40
20180319010902,4,2,Deal,ヽ(=^･ω･^=)丿,1178,1,SB,call,20
20180319010902,4,3,Deal,SML,1782,0,BB,call,0
20180319010902,4,4,Flop,ヽ(=^･ω･^=)丿,1138,1,SB,bet,40
20180319010902,4,5,Flop,SML,1742,0,BB,call,40
20180319010902,4,6,Flop,PCB,880,0,,call,40
20180319010902,4,7,Turn,ヽ(=^･ω･^=)丿,1098,1,SB,bet,40
20180319010902,4,8,Turn,SML,1702,0,BB,call,40
20180319010902,4,9,Turn,PCB,840,0,,call,40
20180319010902,4,10,River,ヽ(=^･ω･^=)丿,1098,1,SB,fold,
20180319010902,4,11,River,SML,1662,0,BB,bet,40
20180319010902,4,12,River,PCB,800,0,,call,40
20180319010902,5,1,Deal,ヽ(=^･ω･^=)丿,579,1,,bet,519
20180319010902,5,2,Deal,SML,1583,0,SB,call,499
20180319010902,5,3,Deal,PCB,281,0,BB,call,479
20180319010902,5,4,Flop,SML,1543,0,SB,bet,40
20180319010902,5,5,Flop,PCB,281,0,BB,fold,
20180319010902,5,6,Flop,ヽ(=^･ω･^=)丿,539,1,,call,40
20180319010902,5,7,Turn,SML,1503,0,SB,bet,40
20180319010902,5,8,Turn,ヽ(=^･ω･^=)丿,539,1,,fold,
20180319010902,6,1,Deal,SML,3140,0,,call,40
20180319010902,6,2,Deal,PCB,241,0,SB,call,20
20180319010902,6,3,Deal,ヽ(=^･ω･^=)丿,1246,2,BB,bet,253
20180319010902,6,4,Deal,SML,2887,0,,call,253
20180319010902,6,5,Deal,PCB,0,0,SB,allin,241
20180319010902,6,6,Flop,ヽ(=^･ω･^=)丿,1206,2,BB,bet,40
20180319010902,6,7,Flop,SML,2847,0,,call,40
20180319010902,6,8,Turn,ヽ(=^･ω･^=)丿,1166,2,BB,bet,40
20180319010902,6,9,Turn,SML,2807,0,,call,40
20180319010902,6,10,River,ヽ(=^･ω･^=)丿,1166,2,BB,fold,
20180319010902,6,11,River,SML,2807,0,,call,0
20180319010902,7,1,Deal,PCB,1000,1,,fold,
20180319010902,7,2,Deal,ヽ(=^･ω･^=)丿,550,2,SB,bet,576
20180319010902,7,3,Deal,SML,3218,0,BB,call,536
20180319010902,7,4,Flop,ヽ(=^･ω･^=)丿,550,2,SB,fold,
20180319010902,7,5,Flop,SML,3218,0,BB,call,0
20180319010902,8,1,Deal,ヽ(=^･ω･^=)丿,550,2,,fold,
20180319010902,8,2,Deal,SML,4370,0,SB,call,40
20180319010902,8,3,Deal,PCB,920,1,BB,call,0
20180319010902,8,4,Flop,SML,4290,0,SB,bet,80
20180319010902,8,5,Flop,PCB,920,1,BB,fold,
20180319010902,9,1,Deal,SML,4450,0,,call,80
20180319010902,9,2,Deal,PCB,880,1,SB,fold,
20180319010902,9,3,Deal,ヽ(=^･ω･^=)丿,470,2,BB,call,0
20180319010902,9,4,Flop,ヽ(=^･ω･^=)丿,470,2,BB,fold,
20180319010902,9,5,Flop,SML,4450,0,,call,0
20180319010902,10,1,Deal,PCB,720,1,,call,160
20180319010902,10,2,Deal,ヽ(=^･ω･^=)丿,390,2,SB,fold,
20180319010902,10,3,Deal,SML,4490,0,BB,call,0
20180319010902,10,4,Flop,SML,4330,0,BB,bet,160
20180319010902,10,5,Flop,PCB,720,1,,fold,
20180319010902,11,1,Deal,ヽ(=^･ω･^=)丿,230,2,,call,160
20180319010902,11,2,Deal,SML,4730,0,SB,call,80
20180319010902,11,3,Deal,PCB,560,1,BB,call,0
20180319010902,11,4,Flop,SML,4570,0,SB,bet,160
20180319010902,11,5,Flop,PCB,400,1,BB,call,160
20180319010902,11,6,Flop,ヽ(=^･ω･^=)丿,70,2,,call,160
20180319010902,11,7,Turn,SML,4410,0,SB,bet,160
20180319010902,11,8,Turn,PCB,240,1,BB,call,160
20180319010902,11,9,Turn,ヽ(=^･ω･^=)丿,0,2,,allin,70
20180319010902,11,10,River,SML,4250,0,SB,bet,160
20180319010902,11,11,River,PCB,80,1,BB,call,160
