round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,chips_total,pot,bet,cost_on_table,cost_to_call,cost_total,maxBet_all,N_maxBet_all,util_fold,util_call,N_canraise,util_raise_coeff,util_call2,util_raise_coeff2,limitRoundBet,limitBet,gamble,gamble_tol,action,amount,cputime
1,0,7,7,deal,False,♦9 ♥9,,20000,0.22880416666665745,0.3524474423136149,1000,0,3000,0,0,0,20,20,20,1,0,16.608666666665194,6,0.6016291666666023,-3.9837083333339773,-0.542391666666685,338.5059765994905,338.5059765994905,True,300,bet,304,0.21745800971984863
1,1,7,3,flop,True,♦9 ♥9,♦6 ♣10 ♥2,97,0.26288659793814434,0.43132966023653674,696,0,2696,304,0,304,20,324,0,7,-304,174.51718213058422,2,-0.21134020618556693,174.51718213058422,-0.4742268041237113,357.12750688608276,53.127506886082756,True,269,call,0,1.2304840087890625
1,2,7,2,turn,True,♦9 ♥9,♦6 ♣10 ♥2 ♥J,121,0.13636363636363635,0.3340213285613425,676,0,2676,324,0,324,20,344,0,7,-324,41.92424242424241,1,-0.7272727272727273,41.92424242424241,-0.7272727272727273,170.37845773045362,-153.62154226954638,True,267,call,0,1.2283000946044922
1,3,7,2,river,True,♦9 ♥9,♦6 ♣10 ♥2 ♥J ♦2,106,0.4339622641509434,0.4956198315684414,656,0,2656,344,0,344,20,364,0,7,-344,388.22641509433964,1,-0.13207547169811318,388.22641509433964,-0.13207547169811318,656.4426571242724,312.4426571242724,True,265,call,0,1.2435400485992432
2,0,7,4,deal,False,♠7 ♦9,,20000,0.13087202380952484,0.2900603696428891,1678,0,3678,0,20,20,0,20,20,4,-20,0.9395238095239762,3,-0.47651190476190064,-5.6040773809522655,-0.7382559523809503,224.05004264678143,204.05004264678143,True,367,check,0,0.21633577346801758
2,1,7,4,flop,True,♠7 ♦9,♦K ♣2 ♥K,118,0.1016949152542373,0.30224668644283065,1678,0,3678,20,0,20,20,40,0,7,-20,0.7062146892655363,3,-0.5932203389830508,0.7062146892655363,-0.7966101694915254,171.30705042810413,151.30705042810413,True,367,call,0,1.2666988372802734
2,2,7,4,flop,False,♠7 ♦9,♦K ♣2 ♥K,873,0.07216494845360824,0.25876083294868313,1658,0,3658,20,20,40,650,690,670,1,-40,-284.7216494845362,3,-0.711340206185567,-498.4020618556702,-0.8556701030927836,118.99190441687323,78.99190441687323,True,365,fold,0,1.2755119800567627
3,0,7,4,deal,False,♥5 ♥J,,20000,0.1620071428571464,0.3270810854601064,1648,0,3648,0,10,10,10,20,20,3,-10,5.921142857143423,3,-0.3519714285714144,-3.799285714285361,-0.6759857142857072,280.0193242391283,270.0193242391283,True,364,call,0,0.2152857780456543
3,1,7,4,flop,True,♥5 ♥J,♠7 ♣6 ♦K,130,0.03461538461538462,0.16627666400936375,1638,0,3638,20,0,20,20,40,0,7,-20,-6.192307692307692,3,-0.8615384615384616,-6.192307692307692,-0.9307692307692308,55.66004116981899,35.66004116981899,True,363,call,0,1.2370579242706299
3,2,7,3,turn,True,♥5 ♥J,♠7 ♣6 ♦K ♥8,137,0.043795620437956206,0.20464008421717064,1618,0,3618,40,0,40,20,60,0,7,-40,-8.929440389294406,2,-0.8686131386861313,-8.929440389294406,-0.9124087591240876,70.3674642893245,30.367464289324502,True,361,call,0,1.2387521266937256
