round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,chips_total,pot,bet,cost_on_table,cost_to_call,cost_total,maxBet_all,N_maxBet_all,util_fold,util_call,N_canraise,util_raise_coeff,util_call2,util_raise_coeff2,limitRoundBet,limitBet,gamble_tol,action,amount,cputime
0,0,4,4,deal,False,♦2 ♠10,,20000,0.24116071428573224,0.3217987347733267,1000,0,3000,0,0,0,20,20,20,2,0,4.116071428573225,3,-0.03535714285707103,1.7044642857159005,-0.5176785714285355,359.55058029027686,359.55058029027686,300,call,0,0.17655587196350098
0,1,4,2,flop,False,♦2 ♠10,♣J ♣K ♦Q,395,0.23164556962025318,0.3810249237550817,980,0,2980,20,0,20,20,40,20,1,-20,6.573839662447259,1,-0.5367088607594936,-2.6919831223628634,-0.5367088607594936,341.0264326412479,321.0264326412479,298,call,0,1.2065849304199219
0,2,4,2,turn,False,♦2 ♠10,♣J ♣K ♦Q ♥3,290,0.07241379310344828,0.22727251107978041,960,0,2960,40,0,40,20,60,20,1,-40,-26.4367816091954,1,-0.8551724137931034,-29.333333333333332,-0.8551724137931034,96.63132497378245,56.631324973782455,296,call,0,1.2082159519195557
0,3,4,2,river,False,♦2 ♠10,♣J ♣K ♦Q ♥3 ♥7,377,0.01989389920424403,0.13232060330224846,940,0,2940,60,0,60,20,80,20,1,-60,-44.42970822281167,1,-0.960212201591512,-45.225464190981434,-0.960212201591512,25.657107976348012,-34.342892023651984,294,fold,0,1.2305307388305664
