hole,suit,rank,order,prob,Nsim,2,3,4,5,6,7,8,9,10
♠10 ♠2,1.0,0.0,0.0,0.0030165912518853697,60000.0,0.47254259259258014,0.30643009259250087,0.23148690476185999,0.18918783068779213,0.16185992063492052,0.14263749999997502,0.12829305555555598,0.11710000000001113,0.09558027777777756
♠10 ♠3,1.0,0.0,0.0,0.0030165912518853697,60000.0,0.4789351851851665,0.31250740740731675,0.23687599206344662,0.1938064814814392,0.16588068783068743,0.14628115079362722,0.13174212962962992,0.12048148148149278,0.09809194444444416
♠10 ♠4,1.0,0.0,0.0,0.0030165912518853697,60000.0,0.48436296296294673,0.3177175925924979,0.24095992063487437,0.19689365079360804,0.16826111111110964,0.148228373015851,0.133466203703704,0.12213148148149285,0.0981288888888886
♠10 ♠5,1.0,0.0,0.0,0.0030165912518853697,60000.0,0.4938462962962791,0.3267254629628694,0.24931111111105964,0.20449391534386513,0.1751075396825359,0.15437400793648923,0.1389939814814811,0.1271407407407528,0.10174388888888852
♠10 ♠6,1.0,0.0,0.0,0.0030165912518853697,60000.0,0.5096481481481333,0.3454564814813871,0.2671251984126415,0.22059629629623648,0.18958955026454072,0.1675450396825293,0.15115925925925858,0.1385388888889021,0.1131958333333329
♠10 ♠7,1.0,0.0,0.0,0.0030165912518853697,60000.0,0.5242537037036957,0.36356666666656867,0.2847559523808952,0.23663730158723337,0.2038821428571313,0.18025079365079028,0.16252268518518512,0.1487944444444594,0.12245472222222166
♠10 ♠8,1.0,0.0,0.0,0.0030165912518853697,60000.0,0.5418666666666648,0.38505601851841986,0.3059535714285273,0.25634140211632356,0.22190753968252236,0.19677341269842108,0.17782638888888777,0.1631574074074237,0.13664666666666606
♠10 ♠9,1.0,0.0,1.0,0.0030165912518853697,60000.0,0.5558685185185243,0.40336620370359827,0.32488333333329916,0.27443002645493486,0.23858531746030304,0.21192658730160563,0.19156157407407412,0.1756777777777959,0.1478086111111109
♠10 ♥2,0.0,0.0,0.0,0.00904977375565611,60000.0,0.44028333333331265,0.26761064814805924,0.1909150793650608,0.14837156084655304,0.12150238095239016,0.1031402777777589,0.08990370370370324,0.07997222222222948,0.05866583333333352
♠10 ♥3,0.0,0.0,0.0,0.00904977375565611,60000.0,0.44946666666664714,0.2758712962962039,0.1976906746031519,0.1536706349206219,0.12553875661376607,0.10613412698410658,0.0920194444444443,0.08131851851852662,0.05870111111111132
♠10 ♥4,0.0,0.0,0.0,0.00904977375565611,60000.0,0.4611574074073862,0.28750740740731706,0.2078404761904466,0.16230648148146157,0.13293783068784293,0.11260595238092835,0.09783981481481384,0.08671481481482343,0.06234138888888916
♠10 ♥5,0.0,0.0,0.0,0.00904977375565611,60000.0,0.4686666666666407,0.2934740740739829,0.212633531746,0.16621005291002772,0.13615793650795002,0.11533809523806861,0.10026064814814717,0.08895925925926843,0.06346305555555584
♠10 ♥6,0.0,0.0,0.0,0.00904977375565611,60000.0,0.4822481481481342,0.31009722222212893,0.2285232142856732,0.1804177248676877,0.14865727513228177,0.1263652777777453,0.11008425925925759,0.09782037037038115,0.07261194444444456
♠10 ♥7,0.0,0.0,0.0,0.00904977375565611,60000.0,0.5005277777777641,0.3324736111110144,0.2506499999999479,0.20105899470894356,0.16758240740740696,0.1436797619047313,0.125990277777776,0.11252407407408689,0.08645277777777767
♠10 ♥8,0.0,0.0,0.0,0.00904977375565611,60000.0,0.51725555555555,0.3533388888887861,0.27164722222215915,0.2208716931216271,0.18587962962962298,0.1605422619047446,0.1416351851851828,0.12718333333334783,0.10032972222222192
♠10 ♥9,0.0,0.0,1.0,0.00904977375565611,60000.0,0.5337333333333316,0.3747578703702659,0.2935730158729634,0.24156322751314813,0.2047022486772379,0.1773724206349188,0.15660324074073878,0.1405444444444613,0.11304527777777748
♠10 ♥10,0.0,1.0,0.0,0.004524886877828055,60000.0,0.7525425925927962,0.5785624999999549,0.4550325396825983,0.36654259259231536,0.30259510582007626,0.2559400793651367,0.2215268518518389,0.19581851851854712,0.17024888888888903
♠J ♠2,1.0,0.0,0.0,0.0030165912518853697,60000.0,0.4954944444444326,0.3224458333332381,0.24322202380946903,0.19876309523804767,0.17021203703703447,0.150180158730139,0.13525000000000068,0.1236277777777897,0.1026766666666665
♠J ♠3,1.0,0.0,0.0,0.0030165912518853697,60000.0,0.50491481481481,0.331681481481383,0.2510668650793065,0.20527156084650897,0.17560410052909647,0.15466269841268052,0.13899768518518585,0.12678518518519766,0.10414138888888856
♠J ♠4,1.0,0.0,0.0,0.0030165912518853697,60000.0,0.5129962962962937,0.33995879629619985,0.25853234126977936,0.21164695767190111,0.18097685185184498,0.15924642857141355,0.14299583333333385,0.13035000000001332,0.10553833333333305
♠J ♠5,1.0,0.0,0.0,0.0030165912518853697,60000.0,0.5225018518518508,0.34873564814804764,0.26570555555549086,0.21739642857136846,0.18562314814814104,0.1630982142857011,0.14631805555555485,0.13335555555556902,0.10725972222222198
♠J ♠6,1.0,0.0,0.0,0.0030165912518853697,60000.0,0.5273314814814828,0.3536624999998979,0.2702507936507277,0.22146772486766006,0.1892698412698322,0.16641944444443352,0.14939953703703646,0.13624629629631008,0.11015444444444411
♠J ♠7,1.0,0.0,0.0,0.0030165912518853697,60000.0,0.5411185185185268,0.37017731481470956,0.28596805555549293,0.23547407407400148,0.20147182539681385,0.17699265873015527,0.1585879629629631,0.14428703703705234,0.11859249999999949
♠J ♠8,1.0,0.0,0.0,0.0030165912518853697,60000.0,0.5546722222222349,0.3884388888887824,0.3044446428570863,0.2526355820104967,0.21692764550263036,0.19077777777778293,0.17090416666666589,0.15539814814816533,0.1291469444444442
♠J ♠9,1.0,0.0,0.0,0.0030165912518853697,60000.0,0.5754611111111329,0.41477361111100114,0.3314692460317054,0.27868531746021724,0.24149100529098952,0.21380376984128907,0.19252083333333359,0.1757759259259451,0.14785472222222198
♠J ♠10,1.0,0.0,1.0,0.0030165912518853697,60000.0,0.5905648148148404,0.43640833333321766,0.35547956349203774,0.303125529100405,0.26544047619045813,0.2368821428571757,0.21463194444444564,0.19696666666668758,0.1673427777777779
♠J ♥2,0.0,0.0,0.0,0.00904977375565611,60000.0,0.46523148148147153,0.2843495370369446,0.2027908730158399,0.15769457671955955,0.12915608465609427,0.10943650793648523,0.09498564814814828,0.08394444444445344,0.061988888888889086
♠J ♥3,0.0,0.0,0.0,0.00904977375565611,60000.0,0.4749740740740605,0.29410092592583076,0.21110654761901212,0.1644267195766948,0.1345534391534501,0.11379484126981618,0.09854537037036964,0.08689074074075011,0.06359111111111138
♠J ♥4,0.0,0.0,0.0,0.00904977375565611,60000.0,0.48462222222221335,0.30372453703694147,0.21943154761900766,0.17147817460314357,0.1405583333333437,0.11902599206346456,0.10325601851851789,0.09128148148149129,0.06653416666666698
♠J ♥5,0.0,0.0,0.0,0.00904977375565611,60000.0,0.4964796296296259,0.31432962962953254,0.2282799603174131,0.1788013227512866,0.14662023809524607,0.12407480158727095,0.10749907407407254,0.09487777777778841,0.06881583333333363
♠J ♥6,0.0,0.0,0.0,0.00904977375565611,60000.0,0.49821666666665876,0.31710231481471873,0.2310664682539204,0.18111693121689112,0.14840462962963621,0.12542519841266633,0.10854074074073997,0.09571851851852976,0.06966722222222249
♠J ♥7,0.0,0.0,0.0,0.00904977375565611,60000.0,0.515837037037036,0.33776527777767623,0.25066309523803504,0.1987189153438615,0.1639738095238095,0.13918928571425054,0.12079583333333102,0.10675370370371669,0.08007611111111115
♠J ♥8,0.0,0.0,0.0,0.00904977375565611,60000.0,0.5324814814814867,0.3594263888887841,0.2727257936507229,0.21957447089940277,0.18316018518517857,0.1566855158729965,0.1367509259259244,0.12137777777779299,0.09372861111111096
♠J ♥9,0.0,0.0,0.0,0.00904977375565611,60000.0,0.5481425925926056,0.38018379629618826,0.29442599206343145,0.24064166666658418,0.2030281746031661,0.17524166666666263,0.15407916666666607,0.13762222222223966,0.10929055555555524
♠J ♥10,0.0,0.0,1.0,0.00904977375565611,60000.0,0.5684481481481707,0.4075305555554383,0.3236460317459921,0.2695527777776816,0.2307108465608323,0.2013876984127131,0.17868287037036984,0.16082037037039004,0.13073888888888838
♠J ♥J,0.0,1.0,0.0,0.004524886877828055,60000.0,0.7773500000002608,0.6149143518518602,0.4951726190477343,0.4060960317457097,0.33926362433864676,0.28869226190480585,0.2500810185185098,0.22030740740744242,0.1915722222222226
♠Q ♠2,1.0,0.0,0.0,0.0030165912518853697,60000.0,0.5223203703703758,0.34403425925915804,0.26029226190469484,0.21306865079359122,0.18265939153438576,0.1612192460317334,0.145160185185186,0.1326277777777909,0.11059083333333317
♠Q ♠3,1.0,0.0,0.0,0.0030165912518853697,60000.0,0.5299203703703812,0.35125925925916124,0.26626646825389655,0.21798465608459364,0.1868249999999932,0.16484880952379738,0.14836898148148303,0.13545925925927313,0.11216944444444411
♠Q ♠4,1.0,0.0,0.0,0.0030165912518853697,60000.0,0.5414481481481628,0.36228009259248634,0.275124007936437,0.22470066137559347,0.19173928571427606,0.16834999999999165,0.15078796296296423,0.13705185185186647,0.11144666666666649
♠Q ♠5,1.0,0.0,0.0,0.0030165912518853697,60000.0,0.5490666666666763,0.37023564814803883,0.28238055555548225,0.2311527777777042,0.1974539682539576,0.1734136904761854,0.15528981481481557,0.14108148148149696,0.11420083333333281
♠Q ♠6,1.0,0.0,0.0,0.0030165912518853697,60000.0,0.5563222222222384,0.3784087962961877,0.2901307539681846,0.23806322751314934,0.20352632275131194,0.17882043650793425,0.16022685185185237,0.14570555555557124,0.11809638888888845
♠Q ♠7,1.0,0.0,0.0,0.0030165912518853697,60000.0,0.5577055555555779,0.3795555555554504,0.290699801587231,0.23810701058193132,0.20312314814813678,0.17807440476189934,0.15926527777777819,0.1446537037037197,0.1180958333333328
♠Q ♠8,1.0,0.0,0.0,0.0030165912518853697,60000.0,0.575266666666708,0.40203379629618563,0.31332738095231893,0.2592730158729222,0.2223675925925788,0.1953500000000089,0.1746763888888904,0.15836481481483344,0.13112861111111057
♠Q ♠9,1.0,0.0,0.0,0.0030165912518853697,60000.0,0.5920259259259725,0.4238643518517377,0.33577757936502955,0.28064722222211347,0.2421063492063362,0.21338630952382928,0.19116620370370455,0.1735555555555757,0.144748333333333
♠Q ♠10,1.0,0.0,0.0,0.0030165912518853697,60000.0,0.6076833333333861,0.4467592592591403,0.36126269841266945,0.3065982804231485,0.26757314814813554,0.23797678571432027,0.21475648148148424,0.1961555555555776,0.1663708333333336
♠Q ♠J,1.0,0.0,1.0,0.0030165912518853697,60000.0,0.613194444444516,0.454062037036915,0.3690533730158498,0.31416071428557507,0.27445555555554774,0.24392222222226356,0.21965972222222693,0.20001666666669024,0.17043888888888925
♠Q ♥2,0.0,0.0,0.0,0.00904977375565611,60000.0,0.4949851851851858,0.3076097222221231,0.22023075396820674,0.17135410052906772,0.14013650793651755,0.11831805555552721,0.10213888888888827,0.08966666666667689,0.06748583333333352
♠Q ♥3,0.0,0.0,0.0,0.00904977375565611,60000.0,0.5042962962962991,0.3162749999998967,0.22724325396820355,0.17700899470895837,0.14486534391535055,0.12246626984124005,0.1059300925925924,0.09321666666667767,0.06938527777777795
♠Q ♥4,0.0,0.0,0.0,0.00904977375565611,60000.0,0.5124055555555636,0.3253912037036031,0.23592202380946767,0.18472962962958442,0.15152566137566528,0.12815059523806233,0.11079074074074018,0.0974166666666785,0.07172527777777794
♠Q ♥5,0.0,0.0,0.0,0.00904977375565611,60000.0,0.5242425925925998,0.3363310185184171,0.24496309523803256,0.19232301587296416,0.15817341269841445,0.13423650793647202,0.11659444444444249,0.10314629629630828,0.07589500000000014
♠Q ♥6,0.0,0.0,0.0,0.00904977375565611,60000.0,0.5302092592592679,0.343325462962855,0.25132976190469763,0.197485582010527,0.1620507936507931,0.13695595238091499,0.11832407407407226,0.10402777777779068,0.07669833333333344
♠Q ♥7,0.0,0.0,0.0,0.00904977375565611,60000.0,0.5356851851852004,0.3492717592591507,0.2567335317459629,0.2022005291004691,0.16613068783068705,0.14050634920631377,0.12146342592592455,0.10687037037038384,0.07925027777777789
♠Q ♥8,0.0,0.0,0.0,0.00904977375565611,60000.0,0.5534574074074301,0.3714902777776654,0.27888253968246185,0.2228063492062726,0.18477182539682066,0.15715059523807628,0.1362342592592598,0.11994259259260917,0.09218999999999984
♠Q ♥9,0.0,0.0,0.0,0.00904977375565611,60000.0,0.5685722222222643,0.3918300925924803,0.30025654761898357,0.24363849206340402,0.20453320105818956,0.1757674603174574,0.15380324074074114,0.13660000000001804,0.10867388888888872
♠Q ♥10,0.0,0.0,0.0,0.00904977375565611,60000.0,0.5859370370370846,0.41703148148136066,0.3281712301586859,0.2717892857141831,0.23180277777776556,0.20171289682541513,0.17833750000000137,0.1598222222222431,0.13010055555555497
