score,wt,prob,2,3,4,5,6,7,8,9,10
"(1, 3, 13, 9, 8)",23790.0,0.00042603868194842406,0.3167904348232217,0.11885479426463039,0.04810444564542921,0.019995062618013423,0.008330164067868991,0.003486859224564143,0.0015038998645556022,0.0007285974499089253,0.0005044136191677175
"(1, 3, 13, 10, 5)",2446.0,4.380372492836676e-05,0.2492050513309712,0.07645134914145545,0.023945800724214455,0.007391400277745328,0.002186920011940453,0.0005937779854378382,0.00011356409557554284,0.0,0.0
"(1, 3, 13, 10, 6)",8056.0,0.00014426934097421204,0.2872117400419287,0.10099442789363344,0.03799002222537475,0.014649438060560205,0.0056469790829274434,0.002151605428666004,0.0008137482069954761,0.000275846849828975,0.0
"(1, 3, 13, 10, 7)",15570.0,0.0002788323782234957,0.3211446513951331,0.11984942553343321,0.04739578554607455,0.019111845123405816,0.007801939015811846,0.0033152888644218136,0.0015913794333832865,0.0009705273674445159,0.0007707129094412332
"(1, 3, 13, 10, 8)",26654.0,0.0004773280802292264,0.3430879667842226,0.13212525949826173,0.053651377261341955,0.022327867641891798,0.009387197013819659,0.0038902407214855624,0.0014986285152113917,0.0004502138515795003,0.0
"(1, 3, 13, 10, 9)",38338.0,0.0006865687679083095,0.3481779029799269,0.1286046336388036,0.049097749590732986,0.018715319956907922,0.006863760685034618,0.0023183513063006,0.0006578909234238149,0.00011592791602181762,0.0
"(1, 3, 13, 11, 5)",2460.0,4.4054441260744986e-05,0.2840108401084011,0.0970867208672087,0.035733643050716225,0.013537230610401338,0.005039359917408698,0.001751838946960898,0.00047425474254742553,0.0,0.0
"(1, 3, 13, 11, 6)",7200.0,0.00012893982808022923,0.3081790123456791,0.11083333333333334,0.04080026455026456,0.014592151675485011,0.004894179894179893,0.001478174603174603,0.00040123456790123454,9.259259259259259e-05,0.0
"(1, 3, 13, 11, 7)",13948.0,0.00024978510028653297,0.3426855303826913,0.1319424529203709,0.05303030303030304,0.021878314465065257,0.009234981632457978,0.004006377429090364,0.0018839817735716781,0.0011152534811840807,0.0004301691998852882
"(1, 3, 13, 11, 8)",23610.0,0.00042281518624641835,0.36024283495693926,0.1413125323544639,0.05806458119037531,0.024532246895652227,0.010560496964563041,0.004698372360379985,0.002310696973975246,0.001421243352628359,0.0007623888182973316
"(1, 3, 13, 11, 9)",35402.0,0.0006339899713467048,0.3650641206711487,0.13672642474687563,0.05188434336505062,0.019663493139567924,0.007354530234593508,0.0026868269481681146,0.0009556898856938399,0.0003389639003446133,0.00011298796678153777
"(1, 3, 13, 11, 10)",54154.0,0.0009698065902578796,0.3778483583853454,0.14388287722667462,0.055113107768497975,0.021211113983577674,0.008185650446609929,0.0031690927284973866,0.0012546523699901106,0.0005252510330620903,0.0002215902795730694
"(1, 3, 13, 12, 5)",2160.0,3.868194842406877e-05,0.30514403292181075,0.10504115226337447,0.03445767195767196,0.010493827160493822,0.002807172251616696,0.000529100529100529,0.0,0.0,0.0
"(1, 3, 13, 12, 6)",6816.0,0.00012206303724928367,0.32097678664580065,0.11847939488784565,0.044251620836127874,0.016459870333109777,0.005971011252701392,0.0020819360608093002,0.0006928142931664057,0.00019561815336463222,0.0
"(1, 3, 13, 12, 7)",14702.0,0.00026328796561604585,0.34403482519385087,0.13163741894526818,0.05219082599711084,0.02100891143198312,0.008337058126202461,0.0030786222800914687,0.0009749240466149729,0.00022672652246859834,0.0
"(1, 3, 13, 12, 8)",23480.0,0.000420487106017192,0.37242097293204607,0.1481781184932803,0.06055711040804734,0.025066926259430508,0.010562856602038886,0.004604729455666424,0.002101078932424759,0.0009842892296043912,0.00042589437819420784
"(1, 3, 13, 12, 9)",35500.0,0.0006357449856733524,0.38748669796557117,0.15351643192488265,0.06075251509054323,0.02364498099709367,0.009014978761457633,0.003405767940979208,0.0013333333333333335,0.0005884194053208137,0.00016901408450704225
"(1, 3, 13, 12, 10)",53742.0,0.0009624283667621777,0.3939356348645175,0.15458528194377266,0.06017861351678474,0.02325366403740858,0.008947215768696174,0.0034569929344965603,0.0013521392331261712,0.0005375477073590281,0.00011164452383610584
"(1, 3, 13, 12, 11)",63694.0,0.0011406518624641833,0.4073748443076794,0.16339930849931786,0.06422934357276679,0.024654835296339956,0.00925282140153242,0.003458500239986719,0.0013728835438886623,0.0006838250942876183,0.00046053526758145714
"(1, 3, 14, 7, 6)",4480.0,8.022922636103152e-05,0.28219246031746026,0.1057291666666667,0.03963647959183673,0.014462868480725618,0.004999291383219952,0.0015306122448979589,0.00032242063492063486,0.0,0.0
"(1, 3, 14, 8, 6)",6872.0,0.00012306590257879656,0.2730241883326865,0.10339057043073341,0.04063071678030934,0.015822200048044053,0.006102518617070419,0.0024045124452574977,0.0010024576380804552,0.00038804811796662784,0.0
"(1, 3, 14, 8, 7)",13888.0,0.0002487106017191977,0.3011392729134665,0.11459933435739889,0.04476457921878427,0.01719538621900373,0.006406124277668057,0.0023110050471801618,0.0008280529953917048,0.0002880184331797235,0.0
"(1, 3, 14, 9, 6)",6830.0,0.0001223137535816619,0.28966975760533586,0.10303400032536196,0.037143554347068265,0.012814613400264937,0.004078644635013595,0.0011747890957261378,0.0003090938669269562,6.507239303725394e-05,0.0
"(1, 3, 14, 9, 7)",14272.0,0.00025558739255014326,0.30281514698555045,0.11378923766816143,0.045530375827461014,0.018555591145277234,0.007525001779486083,0.002936152039291053,0.001039331091180867,0.0002802690582959641,0.0
"(1, 3, 14, 9, 8)",23622.0,0.0004230300859598854,0.3365412656751237,0.13355017450775647,0.05556261112522221,0.023168474908378377,0.009483357591053808,0.0037071978905862573,0.0012911692490051644,0.00033866734400135465,0.0
"(1, 3, 14, 10, 6)",7756.0,0.00013889684813753582,0.2881783278895192,0.10044553320726604,0.03617475871214912,0.01309380551257807,0.004915805070523996,0.002032220830570495,0.0009240158157125664,0.0003438198384046759,0.0
"(1, 3, 14, 10, 7)",15436.0,0.000276432664756447,0.3115372433848722,0.11833808413233131,0.047464800898332875,0.018989827942924593,0.007388417922234971,0.0027347943582719443,0.0009141688981025594,0.00023034176960064494,0.0
"(1, 3, 14, 10, 8)",26676.0,0.0004777220630372493,0.33541593775511913,0.12894237017044038,0.052337039179144416,0.021283027130980337,0.008464299399971916,0.0032167312869067267,0.0011100281568117822,0.000299895036737142,0.0
"(1, 3, 14, 10, 9)",40112.0,0.0007183381088825215,0.35961529938394704,0.1403140650622702,0.05677614583926903,0.02305528646773161,0.009210717926314256,0.0035578950367542305,0.0012672849355138947,0.00034348269290431237,0.0
"(1, 3, 14, 11, 6)",7130.0,0.0001276862464183381,0.30730871123577985,0.11370578151784323,0.043304614973619183,0.01658540929228167,0.0061866916004363415,0.002063714686435584,0.000475299984416394,0.0,0.0
"(1, 3, 14, 11, 7)",13882.0,0.0002486031518624642,0.34090508892410615,0.1321935680097328,0.052354539280054346,0.020339231115776284,0.00751458437670799,0.00248351753898505,0.0006243096575901646,6.403175975283741e-05,0.0
"(1, 3, 14, 11, 8)",24436.0,0.00043760744985673353,0.36557174296575173,0.1464096687946745,0.06045335141750263,0.024983955496314294,0.010260687458264807,0.004218989936783358,0.0017960750077299433,0.0008548407631727324,0.0004910787362907187
"(1, 3, 14, 11, 9)",35994.0,0.0006445916905444126,0.3865212103251779,0.15525735770776605,0.06341136221116216,0.025872036873870505,0.010426781888692204,0.004110473438694809,0.0015511844566687045,0.0004939094787402839,0.0
"(1, 3, 14, 11, 10)",53470.0,0.0009575573065902579,0.3926355381002848,0.154995532281861,0.061141093804269415,0.023879879238023986,0.009158080038947808,0.0034438536963317203,0.0012696631548324085,0.00047378592357084963,0.00022442491116513933
"(1, 3, 14, 12, 6)",6984.0,0.00012507163323782235,0.3241377115947562,0.12005218276695943,0.04451330933289696,0.016009381988763435,0.00546373570428553,0.0017693503518245782,0.000572737686139748,0.00019091256204658265,0.0
"(1, 3, 14, 12, 7)",14124.0,0.0002529369627507163,0.35007394820478943,0.13676877812391827,0.05449690496419467,0.021816968078650315,0.008819840595541533,0.0036142466049008106,0.0014632304351930518,0.0005034771389911577,0.0
"(1, 3, 14, 12, 8)",23616.0,0.00042292263610315187,0.382179689852454,0.1572192110809997,0.06595508291392432,0.027610417473222345,0.011449730072697551,0.004696170473609499,0.0019007828967178562,0.0006775067750677507,0.0
"(1, 3, 14, 12, 9)",35192.0,0.0006302292263610315,0.398790129069738,0.1633594124927383,0.06718247653687523,0.027247354196660835,0.010687403702861758,0.003898342696933287,0.001229761814553813,0.0003030991892096689,0.00011366219595362583
"(1, 3, 14, 12, 10)",54130.0,0.0009693767908309455,0.41199991789313783,0.17031836935771932,0.07009492139734147,0.02851776587228274,0.011382943472357838,0.0043999014717655,0.0016175051829956692,0.0005665373483588887,5.5422131904673936e-05
"(1, 3, 14, 12, 11)",67626.0,0.001211067335243553,0.429739383603282,0.18154342346960592,0.07482646150466214,0.02987087243142602,0.011459385161807304,0.004199568213409045,0.0014614694545490396,0.00046990473749412614,7.886513076824494e-05
"(1, 3, 14, 13, 6)",7420.0,0.00013287965616045846,0.3377957472297094,0.12907307577118898,0.04825118726735979,0.017137295169640188,0.00568390878363924,0.0017103067642151193,0.00040431266846361187,0.0,0.0
"(1, 3, 14, 13, 7)",14352.0,0.00025702005730659025,0.3801096246748416,0.15650161030595808,0.0641639459574242,0.02551494399320486,0.00966736564562652,0.003392591707809099,0.0010606342128081257,0.0002787068004459309,0.0
"(1, 3, 14, 13, 8)",23578.0,0.0004222421203438395,0.397187585413898,0.16754554622482354,0.07073482544260386,0.028979126358038888,0.01119351238106009,0.0038817460990673304,0.0010838729135446408,0.00016964967342437867,0.0
"(1, 3, 14, 13, 9)",35698.0,0.0006392908309455587,0.41752728132917505,0.17848183215990945,0.07611804316101464,0.03169978843686051,0.01265643800239575,0.004739494542844871,0.0016309659426920898,0.0005353552330974035,0.00016807664294918483
"(1, 3, 14, 13, 10)",54154.0,0.0009698065902578796,0.430644294255477,0.18561879085570787,0.07923787013050963,0.03309638415078454,0.013367521547896024,0.005180112448273616,0.001952251398275699,0.000771462454809945,0.00032007484827221137
"(1, 3, 14, 13, 11)",67850.0,0.0012150787965616045,0.44917710636207303,0.19885531810366028,0.08633996561041508,0.03656876162403056,0.015056087775321374,0.006023090149840333,0.0023466797674609025,0.0009105051993777123,0.0002947678703021371
"(1, 3, 14, 13, 12)",83868.0,0.0015019340974212034,0.4699183372813362,0.21730974070364556,0.09840378417785775,0.04344885121820301,0.01860917496201513,0.007689805067827667,0.003033205619412519,0.0010704652284277405,0.00011923498831497114
"(1, 4, 8, 7, 5)",2424.0,4.340974212034384e-05,0.22662266226622663,0.09605335533553355,0.04447587615904448,0.022683220703022682,0.013162030488763162,0.008771412855571271,0.006600660066006599,0.005500550055005501,0.0049504950495049506
"(1, 4, 8, 7, 6)",2452.0,4.3911174785100286e-05,0.2660866412905565,0.12556643103135764,0.06347587974831041,0.03315725420129988,0.017840959113389777,0.009875320438126311,0.005415080659778865,0.0024469820554649264,0.0
"(1, 4, 9, 7, 5)",2252.0,4.0329512893982805e-05,0.22202486678508,0.09144957568581012,0.038706335109532274,0.016359356057402234,0.00712594096253066,0.003277509938255942,0.0015295046378527729,0.0005920663114268798,0.0
"(1, 4, 9, 7, 6)",4752.0,8.510028653295129e-05,0.22671156004489346,0.09343434343434344,0.04072470739137406,0.018117684784351454,0.008193709582598472,0.0037277537277537274,0.0016250467639356528,0.0005611672278338944,0.0
"(1, 4, 9, 8, 5)",2308.0,4.1332378223495705e-05,0.26728288080107837,0.11792316580011553,0.05337542295947841,0.02410525157492228,0.011003823828780498,0.005312783692333086,0.002744078567302137,0.0012516849605237817,0.0
"(1, 4, 9, 8, 6)",7358.0,0.00013176934097421203,0.22711485609012108,0.08722176920056776,0.035523369445630934,0.013963853186468025,0.005097572235381422,0.0016373496938867963,0.0004152698498988252,6.040288725801093e-05,0.0
"(1, 4, 9, 8, 7)",11964.0,0.00021425501432664756,0.25461569894869795,0.10201902002303202,0.04517520816417506,0.02025255661163384,0.008956764473314121,0.003753323462450845,0.0013652067313050258,0.00033433634236041456,0.0
"(1, 4, 10, 7, 5)",2440.0,4.369627507163324e-05,0.2243169398907104,0.09018670309653916,0.03746096799375487,0.015495706479313033,0.006336195680457976,0.002585870413739266,0.0010473588342440803,0.00036429872495446266,0.0
"(1, 4, 10, 7, 6)",5652.0,0.00010121776504297994,0.22230085712039005,0.08599709050876779,0.03653152697738685,0.015454565879194325,0.0061924982307147896,0.002190543591817477,0.0005995910985295274,7.863489816780687e-05,0.0
"(1, 4, 10, 8, 5)",2694.0,4.8244985673352435e-05,0.24350408314773572,0.10016085127443701,0.046673383533071724,0.022631126194600577,0.010864826009592154,0.0048078622688867674,0.0017528664521983008,0.0004124391652231296,0.0
"(1, 4, 10, 8, 6)",8092.0,0.00014491404011461318,0.2359257428461581,0.09360410830999065,0.04179024550996869,0.01900956461015778,0.008466131550659483,0.003539651154579478,0.0013181743285549513,0.0003844675124951941,0.0
"(1, 4, 10, 8, 7)",12988.0,0.00023259312320916906,0.2556376826472299,0.09926684460869863,0.04290040623579274,0.01861425198351592,0.007897399797615381,0.0032465865927522844,0.001343120145091195,0.0006330629983232386,0.0003079765937788728
"(1, 4, 10, 9, 5)",2772.0,4.964183381088825e-05,0.26390893057559733,0.10259339426006094,0.04210472067614925,0.017161410018552876,0.006934423601090265,0.002886002886002886,0.0012626262626262627,0.00048100048100048096,0.0
"(1, 4, 10, 9, 6)",7946.0,0.00014229942693409742,0.23153508403948878,0.08772408199793044,0.037832752028573814,0.016708017211415148,0.007321243792424258,0.0030952980235638182,0.0011815868221606953,0.0003355986240456414,0.0
"(1, 4, 10, 9, 7)",15570.0,0.0002788323782234957,0.24916862913009352,0.09236780132733888,0.03909227146221366,0.01671713001192769,0.0069476302616957725,0.0026944367984830407,0.0009027331763362591,0.00022835938057518018,0.0
"(1, 4, 10, 9, 8)",24168.0,0.0004328080229226361,0.2695483467578798,0.10000597668174631,0.04278187607383235,0.01899665305822207,0.008574896360397849,0.003981061143424599,0.0019424215675456985,0.0010114384493729082,0.0004965243296921549
"(1, 4, 11, 7, 5)",2558.0,4.580945558739255e-05,0.26287898531839116,0.10854834506124578,0.0474235824118545,0.020837211611253823,0.009152735892376234,0.00401169068096355,0.0017374685083832856,0.0006949874033533142,0.0
"(1, 4, 11, 7, 6)",4202.0,7.525071633237822e-05,0.257602200010577,0.10616637579988364,0.04774370481176763,0.02190944599321563,0.010074567666190701,0.0045329888261825425,0.0018774128721772698,0.0005817335660267597,0.0
"(1, 4, 11, 8, 5)",2470.0,4.423352435530086e-05,0.26990553306342785,0.1205353126405758,0.05695970695970695,0.026540710751237057,0.011965811965811963,0.005195681511470984,0.0021817363922627077,0.0008097165991902834,0.0
"(1, 4, 11, 8, 6)",7278.0,0.00013033667621776504,0.2586485908827211,0.1033785227931971,0.04568235648202672,0.020710381798592845,0.009247263987577256,0.00383085358353289,0.0012976703001435072,0.00024426735061524837,0.0
"(1, 4, 11, 8, 7)",11882.0,0.0002127865329512894,0.2718958648936767,0.10680955319904989,0.04636264537796264,0.020384308130478812,0.008979836113315324,0.004073789084730005,0.0020619424339336804,0.0012904673736183583,0.00100993098804915
"(1, 4, 11, 9, 5)",2524.0,4.520057306590258e-05,0.27346363796443046,0.114544814227857,0.05354312882046639,0.025903705380725988,0.013036751943249563,0.006942872236057655,0.003763866877971474,0.0016728297235428773,0.0
"(1, 4, 11, 9, 6)",7266.0,0.000130121776504298,0.26008502309080345,0.10159188916414347,0.043395200083887114,0.018686729669388624,0.00786878656407971,0.0031097217306961314,0.0010245588280270361,0.00018350307367648408,0.0
"(1, 4, 11, 9, 7)",14360.0,0.00025716332378223494,0.29337666357164954,0.11657381615598882,0.05180561082371666,0.02344807003581377,0.01033404076579564,0.004204801697837909,0.0014314453729495512,0.0003249767873723305,0.0
"(1, 4, 11, 9, 8)",23208.0,0.0004156160458452722,0.2924757746370983,0.11056053468152752,0.04835976100195331,0.0223438277988433,0.010471895296093848,0.004931591733556573,0.0023267838676318507,0.0010820023746600787,0.0002585315408479835
"(1, 4, 11, 10, 5)",2524.0,4.520057306590258e-05,0.27909843282268,0.1119035041380525,0.04962832993736322,0.022903931778733674,0.010923703871405932,0.005301486680250546,0.002487233667899278,0.0009684803662616657,0.0
"(1, 4, 11, 10, 6)",8262.0,0.00014795845272206303,0.28279405040479827,0.10783641302886039,0.04516086269898905,0.019117935239939602,0.007838526357044875,0.003023019907551497,0.001042255036445305,0.00026896904166330457,0.0
"(1, 4, 11, 10, 7)",15456.0,0.00027679083094555874,0.2875115021854151,0.11096373936047844,0.0488822340530415,0.022530932662920236,0.010384830260606657,0.0046321970817312435,0.0019194271911663217,0.0006613756613756613,0.0
"(1, 4, 11, 10, 8)",26558.0,0.00047560888252148995,0.31063249408004273,0.11656249215553384,0.04872354845997437,0.021172587819172646,0.009244217806609552,0.0039365772666473025,0.0015312398021939404,0.00044347382249332703,0.0
"(1, 4, 11, 10, 9)",35276.0,0.0006317335243553008,0.32034370235980386,0.12014463721006421,0.05029049832882461,0.02207625311151785,0.009720174874954324,0.0041671391314207955,0.001691423819783044,0.0005669577049552102,0.0
"(1, 4, 12, 7, 5)",2232.0,3.997134670487106e-05,0.26881720430107525,0.1095679012345679,0.04906980713432327,0.023411276099448132,0.011862092507253797,0.006304403481822836,0.003335324571883711,0.0014934289127837513,0.0
"(1, 4, 12, 7, 6)",4780.0,8.560171919770773e-05,0.26861924686192457,0.11215713621571359,0.05185793982865112,0.024779172477917246,0.011841668327023974,0.005464235903566445,0.0022663877266387734,0.000697350069735007,0.0
"(1, 4, 12, 8, 5)",2452.0,4.3911174785100286e-05,0.3198296175457677,0.1435562805872757,0.06771925736036666,0.03263937440120148,0.01599601232553924,0.008001242911520233,0.003942359978249048,0.0016313213703099511,0.0
"(1, 4, 12, 8, 6)",7072.0,0.00012664756446991403,0.27881473102061344,0.10884081196581198,0.045329670329670335,0.018752693385046326,0.007359674639086402,0.0025688159879336345,0.0006991578682755152,0.00012569130216189038,0.0
"(1, 4, 12, 8, 7)",11894.0,0.00021300143266475644,0.29224819236589883,0.11760364703024868,0.05148654383562741,0.023076861482780434,0.010485478872901102,0.004822359412909269,0.0021813052332642032,0.000822076490480728,0.0
"(1, 4, 12, 9, 5)",2154.0,3.8574498567335244e-05,0.2875270813989477,0.11650159909212836,0.05039350930715834,0.021370355632194065,0.008459713195089237,0.0029623734359110403,0.0007737542556484061,0.0,0.0
"(1, 4, 12, 9, 6)",7118.0,0.00012747134670487107,0.2856919858886703,0.10816864912116388,0.04446473728575442,0.01862035438882868,0.007800479000254216,0.0032680394439315473,0.0013580593799756486,0.0004682963379226374,0.0
"(1, 4, 12, 9, 7)",14236.0,0.00025494269340974214,0.3177546751584402,0.1284888077175236,0.057204070164171304,0.02640187853730984,0.01220692454185008,0.005447289902192964,0.0022048952577190845,0.0006868346289532017,0.0
"(1, 4, 12, 9, 8)",24190.0,0.00043320200573065905,0.3241559873225851,0.1260323365945524,0.05326876513317186,0.022812785028576678,0.009479845403780916,0.003663457942085473,0.0012103256625786594,0.0002664094437554545,0.0
"(1, 4, 12, 10, 5)",2264.0,4.054441260744986e-05,0.26845308205732243,0.09994601491951316,0.04186648157496215,0.018088507487800772,0.007571933366986369,0.0028710247349823317,0.0008833922261484099,0.0001963093835885355,0.0
"(1, 4, 12, 10, 6)",8400.0,0.0001504297994269341,0.2902645502645502,0.1093386243386243,0.045036848072562356,0.018886999244142107,0.007817460317460317,0.0031916099773242616,0.0012632275132275132,0.00042328042328042324,0.0
"(1, 4, 12, 10, 7)",15924.0,0.0002851719197707736,0.3097072204080494,0.11930977699628786,0.051159675123503306,0.022655231396753628,0.009949043671726417,0.004217951938373942,0.0016746211169722843,0.0005582070389907617,0.0
"(1, 4, 12, 10, 8)",25248.0,0.0004521489971346705,0.3302791860301364,0.12906852908041125,0.056085536242380336,0.02593447602953305,0.01250704126179411,0.006199453799263684,0.0030607484861287144,0.0013730460498521334,0.00039607097591888465
"(1, 4, 12, 10, 9)",39524.0,0.0007078080229226361,0.3394730627804203,0.12949234782804278,0.053849740483178345,0.023617155258689484,0.010712398173181495,0.005078288779331183,0.002660830550214216,0.0016642490076353043,0.0012144519785446818
"(1, 4, 12, 11, 5)",2288.0,4.097421203438395e-05,0.30050505050505055,0.116501554001554,0.047785547785547805,0.019216894216894213,0.007034632034632033,0.002112470862470862,0.00041278166278166275,0.0,0.0
"(1, 4, 12, 11, 6)",6960.0,0.00012464183381088824,0.3062579821200511,0.11709770114942528,0.049387657361795304,0.022644134282065326,0.011414431673052358,0.006462096332785991,0.004190613026819923,0.0031289910600255425,0.002586206896551724
"(1, 4, 12, 11, 7)",13248.0,0.00023724928366762179,0.3210715244229737,0.12288647342995165,0.05114159190246145,0.022135716202745202,0.009622296986427423,0.004041939843570278,0.0015306293612453031,0.00041935050993022,0.0
"(1, 4, 12, 11, 8)",23536.0,0.0004214899713467049,0.33769544527532297,0.13021895535916606,0.05439893496487648,0.023367108003409826,0.009923332577989276,0.004040416302482922,0.0015673389228793718,0.0005853916458947051,0.0001699524133242692
"(1, 4, 12, 11, 9)",34432.0,0.0006166189111747851,0.36108529533250744,0.1399263604915324,0.05759315808107627,0.024858289815306512,0.011037167345252846,0.0049082249070631955,0.0020781701776125573,0.000729295745559686,5.808550185873606e-05
"(1, 4, 12, 11, 10)",52380.0,0.0009380372492836677,0.3655042212888721,0.1390193458062875,0.05510782014218437,0.02261132020582189,0.009445929319927026,0.0039677994145348085,0.0016895761741122562,0.000738195239913453,0.00030546009927453225
"(1, 4, 13, 7, 5)",2268.0,4.0616045845272205e-05,0.2644522829708015,0.10133744855967079,0.03928361468044009,0.01480921586741692,0.004976064499874024,0.001249265138154027,0.00014697236919459142,0.0,0.0
"(1, 4, 13, 7, 6)",4908.0,8.789398280802292e-05,0.2742461287693562,0.11351082133478219,0.05049093802150037,0.02302040077101202,0.010520562476552696,0.004734738231070748,0.0021280449153309785,0.0010866612333604998,0.0008149959250203749
"(1, 4, 13, 8, 5)",2356.0,4.21919770773639e-05,0.29249198264478393,0.1146717600452745,0.048326461314576755,0.022017409114183303,0.011251246395558787,0.00653852372867653,0.003937936238445576,0.0018864365214110545,0.0
"(1, 4, 13, 8, 6)",6838.0,0.0001224570200573066,0.2777615287120991,0.10703259562575149,0.04410228554715248,0.018591252431556616,0.007757768214041977,0.002959651248624632,0.0008612004809723439,9.749439407234084e-05,0.0
"(1, 4, 13, 8, 7)",11814.0,0.00021156876790830945,0.31719428926132837,0.1283928672196828,0.05542052609091715,0.02428111925318628,0.010677404532153139,0.004653478117165269,0.0018998175422756424,0.0006019223896318868,0.0
"(1, 4, 13, 9, 5)",2434.0,4.358882521489971e-05,0.33771569433032056,0.14646672144617914,0.0658625816801659,0.029613543582319254,0.013062305174055377,0.005448605078843369,0.0019857573267597923,0.0005477951246233908,0.0
"(1, 4, 13, 9, 6)",7306.0,0.0001308381088825215,0.28804331295434477,0.1146318094716671,0.05020009646344167,0.02339455720238639,0.011623410199922656,0.0062929360082385,0.003817258265656841,0.002646226845515102,0.0021899808376676703
"(1, 4, 13, 9, 7)",14446.0,0.00025870343839541545,0.3246111957173841,0.13240881751196026,0.05774707778722728,0.025475278486492663,0.011190003713885762,0.004901669930051489,0.0021151568292645407,0.0007691479379143785,0.0
"(1, 4, 13, 9, 8)",24550.0,0.00043964899713467046,0.3461235573659197,0.14065399411631602,0.06109009795364171,0.02714705977435102,0.012105518378430805,0.005338958393948211,0.002272007241457344,0.0008599230595157275,0.00016293279022403258
"(1, 4, 13, 10, 5)",2632.0,4.7134670487106014e-05,0.3286052009456265,0.13259878419452886,0.05563395570994357,0.023399430694263507,0.009673372895257392,0.003871761470545665,0.0014775413711583922,0.0005065856129685916,0.0
"(1, 4, 13, 10, 6)",7662.0,0.0001372134670487106,0.31488732271817627,0.1260187360422286,0.05457359137860313,0.02468790526738843,0.011439675496057641,0.005298256081341438,0.0023130021172307782,0.0007830853563038371,0.0
"(1, 4, 13, 10, 7)",15850.0,0.00028384670487106015,0.3306554504030843,0.13241149667017166,0.05785038305543036,0.026424315257122827,0.012364929147263535,0.005872014420910318,0.0028356116368734663,0.0014020329477742726,0.0003785488958990536
"(1, 4, 13, 10, 8)",26976.0,0.0004830945558739255,0.33788882298668776,0.1317549756161856,0.0559668559001299,0.024756867950818117,0.011183368167353937,0.005146550019770659,0.002450738104652696,0.0012850929221035984,0.0006672597864768683
"(1, 4, 13, 10, 9)",39992.0,0.000716189111747851,0.36016647773999244,0.14167000066680016,0.05891178235647124,0.024835522660087546,0.010166318978081327,0.003847198011030776,0.0012516392167322354,0.0002889466782245338,0.0
"(1, 4, 13, 11, 5)",2384.0,4.2693409742120346e-05,0.319537658463833,0.12693419090231173,0.051643895813358896,0.02082667518909129,0.008229466283157556,0.0031160115052732505,0.0010952647278150633,0.0002796420581655481,0.0
"(1, 4, 13, 11, 6)",7044.0,0.0001261461318051576,0.32841188718531134,0.13069436557511513,0.05455166166409777,0.02305913847651497,0.009516147931820844,0.003637002785214028,0.0012145876711464442,0.0003154773171808947,0.0
"(1, 4, 13, 11, 7)",13750.0,0.00024623925501432664,0.35009292929292934,0.14023838383838375,0.05923290043290043,0.02562077922077921,0.011281962481962487,0.0051186147186147194,0.0024848484848484847,0.0013575757575757577,0.0008727272727272727
"(1, 4, 13, 11, 8)",23456.0,0.0004200573065902579,0.3608742610277398,0.14469882143398513,0.06182091697524846,0.027401524502479475,0.01238996621841097,0.005685417072695381,0.0026787744429286045,0.0013263604668788842,0.00042633015006821284
"(1, 4, 13, 11, 9)",36346.0,0.0006508954154727794,0.38219703222729684,0.15487567025562965,0.06528785508590708,0.028023869354414657,0.01196219055130626,0.004909821739734246,0.0018097666257023547,0.0004891261150546904,0.0
"(1, 4, 13, 11, 10)",54848.0,0.0009822349570200574,0.3910402891222612,0.1559451170102426,0.06317763029949433,0.02567528615880422,0.010230003611713053,0.003869134439073177,0.0013319638921301705,0.00039705691689355627,7.292882147024503e-05
"(1, 4, 13, 12, 5)",2248.0,4.025787965616046e-05,0.34865559509687616,0.14442467378410437,0.06146204033214712,0.02632322205275942,0.0108526803366661,0.0040776986951364174,0.0013098062475286674,0.00029655990510083033,0.0
"(1, 4, 13, 12, 6)",6822.0,0.0001221704871060172,0.35356200527704473,0.14222775986188474,0.059530789741871516,0.025691855946913127,0.011473151754594147,0.005332886599377363,0.0025407993745724614,0.0010423792305938302,0.0
"(1, 4, 13, 12, 7)",14128.0,0.0002530085959885387,0.3615672580848119,0.15024930791493643,0.06562280914630855,0.02947653202466339,0.013475435474302971,0.006297861726797173,0.0030986535799672837,0.0016358374229268908,0.0008493771234428086
"(1, 4, 13, 12, 8)",22804.0,0.0004083810888252149,0.3831686448771172,0.15851994776744824,0.06835789042857977,0.03008801017922224,0.013206399322870118,0.005592168458332289,0.0022096513282270167,0.0008575493578124693,0.0005262234695667427
"(1, 4, 13, 12, 9)",35306.0,0.0006322707736389685,0.3961555165316563,0.16511987260585242,0.07100843509669204,0.031005117166109597,0.013582834519785753,0.0059163018291778224,0.002516097358333806,0.0009630091202628446,0.00022659038123831643
"(1, 4, 13, 12, 10)",53462.0,0.0009574140401146132,0.4038839632719398,0.16482735400845464,0.06783946229720797,0.027943894877417712,0.011300119414293968,0.004304793257694382,0.0014153355030987738,0.0003117479081715362,0.0
"(1, 4, 13, 12, 11)",65482.0,0.0011726719197707736,0.42393329464585694,0.17821606616237215,0.07450175329898001,0.031087181113142414,0.012958365391094994,0.005336253801480886,0.002075209811687012,0.000665153103991258,9.162823371308145e-05
