score,wt,prob,2,3,4,5,6,7,8,9,10
"(0, 12, 9, 7, 6, 4)",6124.0,0.0001096704871060172,0.04710066042528487,0.003683141011684446,0.00027992908463189323,1.0367743875255306e-05,0.0,0.0,0.0,0.0,0.0
"(0, 12, 9, 7, 6, 5)",12240.0,0.0002191977077363897,0.04284676833696443,0.0024782135076252716,0.00015172735760971055,0.0,0.0,0.0,0.0,0.0,0.0
"(0, 12, 9, 8, 5, 4)",5736.0,0.00010272206303724929,0.051991321865798884,0.003932279559894622,0.0002988643156007172,2.2138097451904982e-05,0.0,0.0,0.0,0.0,0.0
"(0, 12, 9, 8, 6, 4)",6156.0,0.00011024355300859598,0.05277597285394556,0.0034654537578514173,0.00023979702342275439,5.156925234897944e-06,0.0,0.0,0.0,0.0,0.0
"(0, 12, 9, 8, 6, 5)",19108.0,0.0003421919770773639,0.05110134207894307,0.0028783755495080604,0.00022927320394349913,1.6614000285760806e-05,0.0,0.0,0.0,0.0,0.0
"(0, 12, 9, 8, 7, 4)",6440.0,0.00011532951289398281,0.06887508626639062,0.005365769496204278,0.00034753031647441577,1.9718032140392388e-05,0.0,0.0,0.0,0.0,0.0
"(0, 12, 9, 8, 7, 5)",18376.0,0.0003290830945558739,0.069970492913462,0.005169786678276016,0.00040425399589526706,2.764129886463365e-05,0.0,0.0,0.0,0.0,0.0
"(0, 12, 9, 8, 7, 6)",18360.0,0.0003287965616045845,0.06642459452916968,0.004569111595255388,0.0003657018362900716,4.3227167410173944e-05,6.916346785627831e-06,0.0,0.0,0.0,0.0
"(0, 12, 10, 7, 5, 4)",7128.0,0.00012765042979942694,0.04938271604938271,0.0030084798603317114,0.00012693068248623802,4.4537081574118605e-06,0.0,0.0,0.0,0.0,0.0
"(0, 12, 10, 7, 6, 4)",7308.0,0.00013087392550143267,0.05151128139633887,0.003998662044639055,0.0003648969166210545,3.040807638508788e-05,0.0,0.0,0.0,0.0,0.0
"(0, 12, 10, 7, 6, 5)",13684.0,0.00024505730659025787,0.052616194095293785,0.00363766280164994,0.00027491265433387613,1.3919628067538034e-05,0.0,0.0,0.0,0.0,0.0
"(0, 12, 10, 8, 5, 4)",6288.0,0.00011260744985673353,0.06050325134294604,0.004470596550749221,0.0002650551314673452,1.0097338341613151e-05,0.0,0.0,0.0,0.0,0.0
"(0, 12, 10, 8, 6, 4)",7048.0,0.00012621776504297995,0.05965443309370663,0.004429940723924833,0.00022296092103129558,9.00852206187053e-06,0.0,0.0,0.0,0.0,0.0
"(0, 12, 10, 8, 6, 5)",20076.0,0.0003595272206303725,0.06397910163600543,0.004477430209647782,0.0003320714617785748,1.4231634076224631e-05,0.0,0.0,0.0,0.0,0.0
"(0, 12, 10, 8, 7, 4)",6960.0,0.00012464183381088824,0.07337164750957856,0.006593231162196678,0.0005268199233716475,1.3683634373289544e-05,0.0,0.0,0.0,0.0,0.0
"(0, 12, 10, 8, 7, 5)",20772.0,0.00037199140401146134,0.07914500288850372,0.006413548152427413,0.000561653507927338,5.19625014136857e-05,0.0,0.0,0.0,0.0,0.0
"(0, 12, 10, 8, 7, 6)",35004.0,0.0006268624641833811,0.07733719320966494,0.005745375131730978,0.00039043156972536465,1.9045442425627548e-05,0.0,0.0,0.0,0.0,0.0
"(0, 12, 10, 9, 5, 4)",6520.0,0.0001167621776504298,0.07109747784594408,0.005521472392638035,0.0003359626059012562,2.4345116369656246e-05,0.0,0.0,0.0,0.0,0.0
"(0, 12, 10, 9, 6, 4)",6860.0,0.00012285100286532952,0.07016520894071915,0.005539358600583093,0.00040955157573233363,3.239390994493035e-05,0.0,0.0,0.0,0.0,0.0
"(0, 12, 10, 9, 6, 5)",19596.0,0.00035093123209169056,0.07686375904379576,0.006169059445238257,0.0004932979519629855,3.564057452606136e-05,1.6200261148209708e-06,0.0,0.0,0.0,0.0
"(0, 12, 10, 9, 7, 4)",6856.0,0.00012277936962750718,0.08440295604823028,0.007033579670685855,0.0006042673778963159,5.556481635828193e-05,4.630401363190161e-06,0.0,0.0,0.0,0.0
"(0, 12, 10, 9, 7, 5)",20740.0,0.0003714183381088825,0.09317475624129433,0.0081913639772849,0.0006658401065344168,5.051200808192129e-05,1.5306669115733724e-06,0.0,0.0,0.0,0.0
"(0, 12, 10, 9, 7, 6)",41128.0,0.0007365329512893983,0.09106529209621991,0.007607685491365712,0.0005464936412222931,3.4734765331925414e-05,0.0,0.0,0.0,0.0,0.0
"(0, 12, 10, 9, 8, 4)",6436.0,0.00011525787965616046,0.09274221393550174,0.00778606449830813,0.0005105211755304979,1.973028697702408e-05,0.0,0.0,0.0,0.0,0.0
"(0, 12, 10, 9, 8, 5)",20704.0,0.0003707736389684814,0.10012021294865184,0.0093487034174824,0.0008072974166482666,6.133313706729472e-05,0.0,0.0,0.0,0.0,0.0
"(0, 12, 10, 9, 8, 6)",41872.0,0.0007498567335243553,0.10440283615675286,0.009523733706958774,0.0007232927561548115,4.473194194248837e-05,7.581685074998028e-07,0.0,0.0,0.0,0.0
"(0, 12, 10, 9, 8, 7)",41224.0,0.0007382521489971346,0.11050736356383557,0.011322961812967627,0.0010188239860275566,8.085904651012356e-05,4.620516943435631e-06,0.0,0.0,0.0,0.0
"(0, 12, 11, 7, 5, 4)",6432.0,0.0001151862464183381,0.06467661691542292,0.006668048645660584,0.0007773631840796018,0.00011845534233593934,1.4806917791992418e-05,0.0,0.0,0.0,0.0
"(0, 12, 11, 7, 6, 4)",6220.0,0.00011138968481375358,0.06788138620936049,0.0072525902107895696,0.0007119889756545704,9.186954524575103e-05,1.5311590874291837e-05,0.0,0.0,0.0,0.0
"(0, 12, 11, 7, 6, 5)",12360.0,0.00022134670487106018,0.06681049982020856,0.005870190578928443,0.0004469101556480197,2.054759336312734e-05,0.0,0.0,0.0,0.0,0.0
"(0, 12, 11, 8, 5, 4)",5808.0,0.00010401146131805158,0.07644628099173553,0.007671411080501987,0.0007296995933359566,5.4659145568236474e-05,0.0,0.0,0.0,0.0,0.0
"(0, 12, 11, 8, 6, 4)",5736.0,0.00010272206303724929,0.07787075778707578,0.007225321555865489,0.0005230125523012552,1.6603573088928736e-05,0.0,0.0,0.0,0.0,0.0
"(0, 12, 11, 8, 6, 5)",18212.0,0.0003261461318051576,0.07855626326963906,0.007376089025550922,0.0006379885580412705,3.3119624597770876e-05,0.0,0.0,0.0,0.0,0.0
"(0, 12, 11, 8, 7, 4)",6592.0,0.00011805157593123209,0.09728964401294504,0.011090884573894283,0.0011991447064262598,9.150100169517645e-05,0.0,0.0,0.0,0.0,0.0
"(0, 12, 11, 8, 7, 5)",18784.0,0.0003363896848137536,0.08934317622562939,0.008517887563884155,0.0007301046483329277,3.5491198182850654e-05,0.0,0.0,0.0,0.0,0.0
"(0, 12, 11, 8, 7, 6)",31288.0,0.0005603151862464184,0.09405096735702718,0.008739594874854404,0.000716842605106476,4.1600207798111144e-05,1.0146392145880767e-06,0.0,0.0,0.0,0.0
"(0, 12, 11, 9, 5, 4)",6616.0,0.00011848137535816619,0.07879887142281339,0.00844753459626495,0.0008709045891633558,5.278209631293065e-05,0.0,0.0,0.0,0.0,0.0
"(0, 12, 11, 9, 6, 4)",6236.0,0.00011167621776504298,0.08659397049390635,0.008819756254008982,0.0008247044808943462,6.10892208069886e-05,0.0,0.0,0.0,0.0,0.0
"(0, 12, 11, 9, 6, 5)",18736.0,0.0003355300859598854,0.09341493500332104,0.009452984154094318,0.0008844699280224471,5.591476556463746e-05,0.0,0.0,0.0,0.0,0.0
"(0, 12, 11, 9, 7, 4)",5896.0,0.00010558739255014326,0.09317051108095883,0.010609829639680391,0.0012680105963688054,0.00015076134479119553,1.6153001227628092e-05,0.0,0.0,0.0,0.0
"(0, 12, 11, 9, 7, 5)",18100.0,0.0003241404011461318,0.10374462860650704,0.01071209330877839,0.0009734280452512495,6.664912742260809e-05,1.7539244058581074e-06,0.0,0.0,0.0,0.0
"(0, 12, 11, 9, 7, 6)",36572.0,0.0006549426934097421,0.10880211941132865,0.01124114380157254,0.0010598792727196972,7.55196533387499e-05,3.472167969597697e-06,0.0,0.0,0.0,0.0
"(0, 12, 11, 9, 8, 4)",5972.0,0.00010694842406876791,0.11944630497878993,0.014754037359529657,0.001475137945332185,7.442137381856069e-05,0.0,0.0,0.0,0.0,0.0
"(0, 12, 11, 9, 8, 5)",18792.0,0.0003365329512893983,0.11820632893429832,0.014131308831181117,0.0014697236919459136,0.0001334576685789968,1.013602546169596e-05,0.0,0.0,0.0,0.0
"(0, 12, 11, 9, 8, 6)",37352.0,0.0006689111747851002,0.12239118535970106,0.01376692606077912,0.0013794123346490027,0.00013003702230517388,7.649236606186703e-06,0.0,0.0,0.0,0.0
"(0, 12, 11, 9, 8, 7)",54984.0,0.0009846704871060172,0.12929013692872263,0.015541895015923811,0.0016810085011743695,0.00015011582012891474,5.773685389573648e-06,0.0,0.0,0.0,0.0
"(0, 12, 11, 10, 5, 4)",6676.0,0.00011955587392550143,0.09846215298581985,0.01130084548299048,0.0011198607663556737,6.657346381732241e-05,0.0,0.0,0.0,0.0,0.0
"(0, 12, 11, 10, 6, 4)",7204.0,0.00012901146131805158,0.09988278117095442,0.010302918131902025,0.0010179529890801404,7.491428923966403e-05,0.0,0.0,0.0,0.0,0.0
"(0, 12, 11, 10, 6, 5)",20096.0,0.0003598853868194842,0.10500707714083513,0.011732572540693563,0.0012345503488019407,0.00010900060661207159,9.478313618441007e-06,0.0,0.0,0.0,0.0
"(0, 12, 11, 10, 7, 4)",6412.0,0.00011482808022922636,0.11630969709572324,0.015474457614195605,0.0019680361227460406,0.00023764964501084282,1.9804137084236895e-05,0.0,0.0,0.0,0.0
"(0, 12, 11, 10, 7, 5)",19380.0,0.0003470630372492837,0.12510033253067315,0.015978672170622633,0.002007469654528478,0.00025390273068291643,4.095205333595426e-05,7.371369600471767e-06,0.0,0.0,0.0
"(0, 12, 11, 10, 7, 6)",39804.0,0.0007128223495702006,0.12629663127100568,0.01572427115086144,0.001921319226112715,0.00022012623761191738,1.9938970798180926e-05,0.0,0.0,0.0,0.0
"(0, 12, 11, 10, 8, 4)",6576.0,0.00011776504297994269,0.12726412543930793,0.017082319545823194,0.001984126984126984,0.00018827482331131967,1.931023828834048e-05,0.0,0.0,0.0,0.0
"(0, 12, 11, 10, 8, 5)",19672.0,0.0003522922636103152,0.13194162035154305,0.01776354434955493,0.0020139816805127913,0.00015330790035954738,1.6137673722057618e-06,0.0,0.0,0.0,0.0
"(0, 12, 11, 10, 8, 6)",39808.0,0.0007128939828080229,0.14027331189710607,0.018851598785280456,0.002512057877813506,0.0003477007094370436,4.705124279079264e-05,3.5886541111621493e-06,0.0,0.0,0.0
"(0, 12, 11, 10, 8, 7)",67724.0,0.0012128223495702006,0.14820939893292373,0.020114320214727754,0.0023934681663108806,0.0002470344151284436,2.1562776273071e-05,2.1094020267134673e-06,0.0,0.0,0.0
"(0, 12, 11, 10, 9, 4)",6864.0,0.00012292263610315187,0.13850038850038848,0.020655270655270654,0.0028305028305028296,0.00031450031450031446,1.85000185000185e-05,0.0,0.0,0.0,0.0
"(0, 12, 11, 10, 9, 5)",20092.0,0.00035981375358166187,0.14575176410732854,0.020898312208286328,0.002671046519344349,0.00029704628549940117,2.0540434635596888e-05,0.0,0.0,0.0,0.0
"(0, 12, 11, 10, 9, 6)",40792.0,0.000730515759312321,0.15165282953084477,0.021845241986446138,0.0029160713118351884,0.00034398279152152443,2.8794939561756582e-05,0.0,0.0,0.0,0.0
"(0, 12, 11, 10, 9, 7)",67260.0,0.001204512893982808,0.16317441437869623,0.02454157993854692,0.003372130892202258,0.0004195989030957806,5.0502905097017495e-05,5.663877207142149e-06,0.0,0.0,0.0
"(0, 13, 8, 7, 5, 4)",6168.0,0.00011045845272206304,0.05440265167891629,0.006917423259835711,0.0008801185843987398,6.176270767710456e-05,0.0,0.0,0.0,0.0,0.0
"(0, 13, 8, 7, 6, 4)",6012.0,0.00010766475644699141,0.05034375693058329,0.007115398831965697,0.0009663213256027625,7.920666603301333e-05,0.0,0.0,0.0,0.0,0.0
"(0, 13, 8, 7, 6, 5)",6136.0,0.00010988538681948424,0.06533391279153994,0.0088548457192525,0.0013425839697026138,0.00019660189151714575,1.5521201961879928e-05,0.0,0.0,0.0,0.0
"(0, 13, 9, 7, 5, 4)",5844.0,0.00010465616045845273,0.05825538063731083,0.007928359571070045,0.0012141064502460806,0.00017383179600838738,1.6296730875786316e-05,0.0,0.0,0.0,0.0
"(0, 13, 9, 7, 6, 4)",6084.0,0.0001089541547277937,0.05522682445759371,0.006848564540872234,0.0009000970539432078,0.0001252308944616637,3.130772361541592e-05,7.82693090385398e-06,0.0,0.0,0.0
"(0, 13, 9, 7, 6, 5)",12936.0,0.0002316618911174785,0.06235827664399097,0.007206417920703635,0.0012331772535854164,0.00025031657684718915,5.398984990821725e-05,1.1043378390317164e-05,0.0,0.0,0.0
"(0, 13, 9, 8, 5, 4)",5612.0,0.00010050143266475644,0.06723687336659542,0.009978617248752673,0.0019176594372602928,0.0003563791874554525,3.959768749505029e-05,0.0,0.0,0.0,0.0
"(0, 13, 9, 8, 6, 4)",6076.0,0.000108810888252149,0.0665642601126472,0.009948065247604419,0.0018809367064798273,0.0003552880445573007,4.7023417661995674e-05,0.0,0.0,0.0,0.0
"(0, 13, 9, 8, 6, 5)",18920.0,0.0003388252148997135,0.07242189335212591,0.008127789523138362,0.0010243632336655593,0.00012080942313500452,1.0067451927917044e-05,0.0,0.0,0.0,0.0
"(0, 13, 9, 8, 7, 4)",6388.0,0.00011439828080229226,0.08926459333472486,0.012906143463438388,0.0021170647344723736,0.0003329655803043404,4.969635526930455e-05,7.454453290395682e-06,0.0,0.0,0.0
"(0, 13, 9, 8, 7, 5)",19072.0,0.00034154727793696277,0.08517431021625652,0.009682606263982107,0.0013008349312879513,0.0001897571108980505,2.9961649089165866e-05,2.4968040907638223e-06,0.0,0.0,0.0
"(0, 13, 9, 8, 7, 6)",17936.0,0.00032120343839541545,0.08065715135295867,0.00828873030032709,0.0010885264007476315,0.0001469068150602495,1.7699616272319215e-05,2.654942440847882e-06,0.0,0.0,0.0
"(0, 13, 10, 7, 5, 4)",6596.0,0.00011812320916905444,0.07310828111313256,0.010056599959571456,0.0016387998498368413,0.00023583316488107273,1.925168692906716e-05,0.0,0.0,0.0,0.0
"(0, 13, 10, 7, 6, 4)",6800.0,0.00012177650429799427,0.05692810457516339,0.005604575163398692,0.0006582633053221289,8.403361344537814e-05,4.668534080298786e-06,0.0,0.0,0.0,0.0
"(0, 13, 10, 7, 6, 5)",13768.0,0.0002465616045845272,0.07489185873845956,0.009393763315901608,0.001622118923106721,0.00032280973594163594,6.686773101648174e-05,1.0376027226695442e-05,0.0,0.0,0.0
"(0, 13, 10, 8, 5, 4)",6408.0,0.00011475644699140401,0.07844361215147734,0.008513663476210296,0.000914036026395577,9.412837128192933e-05,4.95412480431207e-06,0.0,0.0,0.0,0.0
"(0, 13, 10, 8, 6, 4)",6932.0,0.00012414040114613182,0.07610437904725269,0.009184458549721103,0.0011678069958508503,0.0001144908819461618,4.579635277846472e-06,0.0,0.0,0.0,0.0
"(0, 13, 10, 8, 6, 5)",20292.0,0.00036339541547277936,0.07700900190551287,0.008339356506121737,0.0010630508856410688,0.00011264115344541128,9.386762787117607e-06,0.0,0.0,0.0,0.0
"(0, 13, 10, 8, 7, 4)",6740.0,0.00012070200573065903,0.10148367952522254,0.015446752390372569,0.0025010597710894444,0.00035796712354575847,2.8260562385191463e-05,0.0,0.0,0.0,0.0
"(0, 13, 10, 8, 7, 5)",20484.0,0.00036683381088825216,0.09830979192432035,0.012502983358285058,0.002008536279186543,0.0003750507558357587,6.81910465155925e-05,9.298779070308069e-06,0.0,0.0,0.0
"(0, 13, 10, 8, 7, 6)",34464.0,0.0006171919770773639,0.0970158877540493,0.011148509233467451,0.0016013949683866126,0.0002726562615142002,5.158361704322707e-05,9.671928195605076e-06,0.0,0.0,0.0
"(0, 13, 10, 9, 5, 4)",7412.0,0.00013273638968481377,0.08664627930682978,0.010463512622174256,0.001406984812273533,0.00017560541035986258,1.7132235157059764e-05,0.0,0.0,0.0,0.0
"(0, 13, 10, 9, 6, 4)",6992.0,0.00012521489971346704,0.09744469870327997,0.012379227053140096,0.0014710689767898002,0.00015437143583596673,1.3621009044350005e-05,0.0,0.0,0.0,0.0
"(0, 13, 10, 9, 6, 5)",20680.0,0.00037034383954154726,0.0906082097571459,0.01039114549752848,0.001381597126277977,0.00017039697890761717,1.5351079180866415e-05,0.0,0.0,0.0,0.0
"(0, 13, 10, 9, 7, 4)",6740.0,0.00012070200573065903,0.0986482030992417,0.012693702604681834,0.0017097640243040832,0.00016485328058028355,0.0,0.0,0.0,0.0,0.0
"(0, 13, 10, 9, 7, 5)",20692.0,0.00037055873925501435,0.10872693687308024,0.013322379019266709,0.0017812266990693433,0.00021939312486383823,1.841061187668572e-05,0.0,0.0,0.0,0.0
"(0, 13, 10, 9, 7, 6)",41008.0,0.0007343839541547278,0.11004898773139118,0.013187128798716771,0.001710467643944039,0.00021366330379205909,1.9353560126092314e-05,0.0,0.0,0.0,0.0
"(0, 13, 10, 9, 8, 4)",6776.0,0.00012134670487106017,0.10960251869342774,0.015085924176833273,0.0024807443638612467,0.0004497666835329173,6.559097468188377e-05,7.027604430201832e-06,0.0,0.0,0.0
"(0, 13, 10, 9, 8, 5)",19896.0,0.00035630372492836677,0.11560112585444303,0.014760085779386145,0.0020846497022612835,0.00031752414140833916,5.105915841742138e-05,7.1801941524498815e-06,0.0,0.0,0.0
"(0, 13, 10, 9, 8, 6)",40924.0,0.0007328796561604584,0.12239490003149474,0.01539167454034036,0.0020339677264709036,0.00027848757200726697,3.878656991744667e-05,3.4907912925701996e-06,0.0,0.0,0.0
"(0, 13, 10, 9, 8, 7)",40764.0,0.0007300143266475644,0.12874104602099898,0.016831299948756522,0.002422772661218348,0.00039873339843902095,7.008985519435918e-05,1.1681642532393194e-05,0.0,0.0,0.0
"(0, 13, 11, 7, 5, 4)",5808.0,0.00010401146131805158,0.08425160697887968,0.012454086317722683,0.0018365472910927456,0.00022956841138659323,1.6397743670470943e-05,0.0,0.0,0.0,0.0
"(0, 13, 11, 7, 6, 4)",6388.0,0.00011439828080229226,0.07917623321505603,0.011045014958602932,0.0015430718311119063,0.0001838765144964268,1.4908906580791365e-05,0.0,0.0,0.0,0.0
"(0, 13, 11, 7, 6, 5)",12340.0,0.00022098853868194842,0.08553934810012609,0.010777957860615884,0.001497260168248823,0.00018265545007846467,1.0290447891744487e-05,0.0,0.0,0.0,0.0
"(0, 13, 11, 8, 5, 4)",6384.0,0.00011432664756446992,0.09085213032581459,0.01272277917014759,0.001693221148108366,0.00021880097068066985,2.9836496001909535e-05,0.0,0.0,0.0,0.0
"(0, 13, 11, 8, 6, 4)",6388.0,0.00011439828080229226,0.10220552424685178,0.015532595839421133,0.002445060679249783,0.0003478744868851318,3.478744868851318e-05,0.0,0.0,0.0,0.0
"(0, 13, 11, 8, 6, 5)",18200.0,0.00032593123209169055,0.09377289377289381,0.011373626373626376,0.0015907901622187334,0.00019536019536019541,1.7442874585731727e-05,0.0,0.0,0.0,0.0
