,allIn,bet,cards,chips,folded,isHuman,isOnline,isSurvive,reloadCount,roundBet,position,me,win,score
63b07e828bf016e976ff95d6ee07a105,False,0,♠J ♠8,9880,True,False,True,True,2,0,SB,False,True,9880.0
06d80eb0c50b49a509b49f2424e8c805,True,0,♣7 ♦J,0,False,False,True,True,2,0,BB,False,,
8621ffdbc5698829397d97767ac13db3,False,0,♥5 ♥K,5120,True,False,True,True,1,0,D,False,True,5120.0
6b42d00c4ca6ddc33a604c54b8ce4adc,False,0,,0,False,False,True,False,2,0,,False,,
f74c6af46a78becb2f1bd3f95bbd5858,False,0,,0,False,False,True,False,2,0,,True,,
