round_id,playerName,chips,reloadCount,cards,hand,position,allIn,folded,rank,message,winMoney
1,63b07e828bf016e976ff95d6ee07a105,1000,1,♥8 ♦5,♥8 ♦5 ♥K ♣6 ♦8 ♦10 ♥5,BB,True,False,40.1024,Two Pair,0.0
1,06d80eb0c50b49a509b49f2424e8c805,5000,0,♠10 ♠6,♠10 ♠6 ♥K ♣6 ♦8 ♦10 ♥5,1,True,False,54.1024,Two Pair,5000.0
1,8621ffdbc5698829397d97767ac13db3,1000,1,♠A ♦6,♠A ♦6 ♥K ♣6 ♦8 ♦10 ♥5,2,True,False,13.32,Pair,0.0
1,6b42d00c4ca6ddc33a604c54b8ce4adc,1000,1,♣K ♣3,♣K ♣3 ♥K ♣6 ♦8 ♦10 ♥5,D,True,False,20.0168,Pair,0.0
1,f74c6af46a78becb2f1bd3f95bbd5858,1000,1,♥9 ♣Q,♥9 ♣Q ♥K ♣6 ♦8 ♦10 ♥5,SB,True,False,7.0736,High Card,0.0
2,63b07e828bf016e976ff95d6ee07a105,2000,2,♣J ♣4,♣J ♣4 ♦9 ♥4 ♣A ♠3 ♦5,SB,True,False,11.2368,Pair,2000.0
2,06d80eb0c50b49a509b49f2424e8c805,3000,0,♣K ♣6,♣K ♣6 ♦9 ♥4 ♣A ♠3 ♦5,BB,True,False,8.11,High Card,3000.0
2,8621ffdbc5698829397d97767ac13db3,5000,1,♣2 ♥Q,♣2 ♥Q ♦9 ♥4 ♣A ♠3 ♦5,1,True,False,113.0,Straight,5000.0
2,6b42d00c4ca6ddc33a604c54b8ce4adc,1000,2,♠5 ♠9,♠5 ♠9 ♦9 ♥4 ♣A ♠3 ♦5,2,True,True,46.2048,Two Pair,0.0
2,f74c6af46a78becb2f1bd3f95bbd5858,1000,2,♥9 ♦7,♥9 ♦7 ♦9 ♥4 ♣A ♠3 ♦5,D,True,True,16.2068,Pair,0.0
3,63b07e828bf016e976ff95d6ee07a105,0,2,♣9 ♦3,♣9 ♦3 ♠4 ♣5 ♠9 ♦K ♦2,D,True,True,16.103,Pair,0.0
3,06d80eb0c50b49a509b49f2424e8c805,10000,0,♥K ♥3,♥K ♥3 ♠4 ♣5 ♠9 ♦K ♦2,SB,True,False,20.007,Pair,10000.0
3,8621ffdbc5698829397d97767ac13db3,2000,1,♠6 ♠5,♠6 ♠5 ♠4 ♣5 ♠9 ♦K ♦2,BB,True,False,12.1096,Pair,2000.0
3,6b42d00c4ca6ddc33a604c54b8ce4adc,0,2,♥J ♦7,♥J ♦7 ♠4 ♣5 ♠9 ♦K ♦2,1,True,False,7.034,High Card,0.0
3,f74c6af46a78becb2f1bd3f95bbd5858,0,2,♦A ♥7,♦A ♥7 ♠4 ♣5 ♠9 ♦K ♦2,2,True,False,8.1108,High Card,0.0
