round_id,playerName,chips,reloadCount,cards,hand,position,allIn,folded,rank,message,winMoney
1,63b07e828bf016e976ff95d6ee07a105,1000,1,♥6 ♠5,♥6 ♠5 ♣2 ♣A ♠3 ♣9 ♦3,1,True,False,10.212,Pair,0.0
1,06d80eb0c50b49a509b49f2424e8c805,5000,0,♣4 ♣10,♣4 ♣10 ♣2 ♣A ♠3 ♣9 ♦3,2,True,False,123.2242,Flush,5000.0
1,8621ffdbc5698829397d97767ac13db3,1000,1,♦J ♣7,♦J ♣7 ♣2 ♣A ♠3 ♣9 ♦3,D,True,False,10.2368,Pair,0.0
1,6b42d00c4ca6ddc33a604c54b8ce4adc,1000,1,♣Q ♥5,♣Q ♥5 ♣2 ♣A ♠3 ♣9 ♦3,SB,True,False,10.2624,Pair,0.0
1,f74c6af46a78becb2f1bd3f95bbd5858,1000,1,♥10 ♣5,♥10 ♣5 ♣2 ♣A ♠3 ♣9 ♦3,BB,True,False,10.224,Pair,0.0
2,63b07e828bf016e976ff95d6ee07a105,940,2,♦7 ♠5,♦7 ♠5 ♦A ♣5 ♥6 ♥4 ♣2,BB,False,False,12.2072,Pair,0.0
2,06d80eb0c50b49a509b49f2424e8c805,9060,0,♥9 ♦9,♥9 ♦9 ♦A ♣5 ♥6 ♥4 ♣2,1,False,False,16.206,Pair,5120.0
2,8621ffdbc5698829397d97767ac13db3,1000,2,♥5 ♥Q,♥5 ♥Q ♦A ♣5 ♥6 ♥4 ♣2,2,True,False,12.2568,Pair,0.0
2,6b42d00c4ca6ddc33a604c54b8ce4adc,1000,2,♦4 ♥J,♦4 ♥J ♦A ♣5 ♥6 ♥4 ♣2,D,True,False,11.2312,Pair,0.0
2,f74c6af46a78becb2f1bd3f95bbd5858,1000,2,♦5 ♣J,♦5 ♣J ♦A ♣5 ♥6 ♥4 ♣2,SB,True,False,12.2312,Pair,0.0
3,63b07e828bf016e976ff95d6ee07a105,0,2,♣2 ♥4,♣2 ♥4 ♦2 ♦10 ♣6 ♠8 ♣3,SB,True,False,9.0168,Pair,0.0
3,06d80eb0c50b49a509b49f2424e8c805,8060,0,♥10 ♠K,♥10 ♠K ♦2 ♦10 ♣6 ♠8 ♣3,BB,False,False,17.1064,Pair,1000.0
3,8621ffdbc5698829397d97767ac13db3,0,2,♣8 ♥5,♣8 ♥5 ♦2 ♦10 ♣6 ♠8 ♣3,1,True,False,15.014,Pair,0.0
3,6b42d00c4ca6ddc33a604c54b8ce4adc,0,2,♠5 ♥8,♠5 ♥8 ♦2 ♦10 ♣6 ♠8 ♣3,2,True,False,15.014,Pair,0.0
3,f74c6af46a78becb2f1bd3f95bbd5858,4940,2,♣J ♠J,♣J ♠J ♦2 ♦10 ♣6 ♠8 ♣3,D,True,False,18.0168,Pair,4940.0
