N,NMaxBet,NRcall,NRfold,NRraise,N_effective,Nallin,Ncall,Nfold,Nnf,Nraise,Nsim,action,aggresiveness,amount,bet,bet_amt,bet_sum,board,cards_aces,cards_conn,cards_faces,cards_pair,cards_rank1,cards_rank2,cards_suit,chips,cost_to_call,cputime,first,forced_bet,game_id,hand_score0,hand_score1,hole,logic,minBet,play,position,pot,pot_sum,prWin,prWinStd,prWin_adj,prWin_delta,prev_action,prev_play,prev_prWin,prev_round,resp,roundName,round_id,self_Ncall,self_Nraise,smallBlind,tableNumber,thd_call,tightness
6,1,0,0,0,6,0,0,0,6,0,60000,fold,0.75,0,0,14,30,,0,0,0,0,13,2,0,3000,20,0.3645639419555664,False,0,20180726190037600,0,13,2D KC,michael2,20,bluff,1,0,0,0.15489960317460422,0.2970923650458128,0.26199505229723213,0,,,,,"[1, 0, 0, 14]",Deal,1,0,0,10,308,0.4,-0.29600000000000004
5,4,0,0,0,5,0,0,0,5,0,60000,check,0.75,0,20,raise,200,,0,0,0,1,5,5,0,2980,25,0.40990591049194336,False,20,20180726190037600,1,5,5S 5H,michael2,25,value,BB,0,0,0.23139219576711573,0.33398890982182394,0.3098325764666604,0,,,,,"[0, 0.7, 0.3, 'raise']",Deal,2,0,0,10,308,0.022222222222222223,-0.186
5,1,0,0,0,5,0,0,0,5,0,347,check,0.75,0,0,25,20,AD AH 2C,0,0,0,1,5,5,0,2955,20,0.1998307704925537,False,0,20180726190037600,2,14,5S 5H,michael2,20,value,BB,45,225,0.3371757925072046,0.4727454679363337,0.45441666855541535,0.10578359674008886,check,value,0.23139219576711573,Deal,"[0, 0.7, 0.3, 25]",Flop,2,0,0,10,308,0.07547169811320754,-0.248
5,3,0,1,0,5,0,0,1,4,0,666,check,0.75,0,20,raise,140,AD AH 2C,0,0,0,1,5,5,0,2935,20,0.17901206016540527,False,0,20180726190037600,2,14,5S 5H,michael2,20,value,BB,45,225,0.32657657657657657,0.4666874640280933,0.442878877259164,0.09518438080946084,check,value,0.23139219576711573,Flop,"[0, 0.7, 0.3, 'raise']",Flop,2,0,0,10,308,0.05194805194805195,-0.248
5,1,0,0,0,5,0,0,0,4,0,328,fold,0.75,0,0,2091,989,AD AH 2C QC,0,0,0,1,5,5,0,2915,989,0.19852805137634277,False,0,20180726190037600,2,14,5S 5H,michael2,989,bluff,BB,85,385,0.19207317073170732,0.39393028293947613,0.3094643950476712,-0.13450340584486925,check,value,0.32657657657657657,Flop,"[1, 0, 0, 2091]",Turn,2,0,0,10,308,0.41853575962759204,-0.298
5,2,0,2,0,5,0,0,2,3,0,60000,check,0.75,0,10,raise,50,,0,0,0,0,13,4,0,2905,10,0.40979981422424316,False,10,20180726190037600,0,13,KC 4D,michael2,10,value,SB,0,0,0.20093121693115462,0.3120244153823373,0.27546080721669647,0,,,,,"[0, 0.7, 0.3, 'raise']",Deal,3,0,0,10,308,0.0,-0.186
5,2,0,2,0,5,0,0,2,3,0,60000,bet,0.75,67,20,67,100,,0,0,0,0,13,4,0,2895,20,0.38218092918395996,False,0,20180726190037600,0,13,KC 4D,michael2,20,value,SB,0,0,0.20093121693115462,0.3120244153823373,0.27546080721669647,0,check,value,,Deal,"[0, 0.7, 0.3, 67]",Deal,3,0,0,10,308,0.16666666666666666,-0.186
5,0,0,0,0,2,0,0,0,2,0,121,check,0.75,0,0,0,0,9S JH 8C,0,0,0,0,13,4,0,2828,0,0.18707609176635742,True,0,20180726190037600,0,13,KC 4D,michael2,20,bluff,SB,87,214,0.34297520661157027,0.45012880549243706,0.46070162272082027,0.14204398968041565,bet,value,0.20093121693115462,Deal,"[0, 1, 0, 0]",Flop,3,0,0,10,308,0.0,-0.248
5,1,0,0,0,2,0,0,0,2,0,468,check,0.75,0,0,raise,20,9S JH 8C,0,0,0,0,13,4,0,2828,20,0.1774888038635254,False,0,20180726190037600,0,13,KC 4D,michael2,20,value,SB,87,214,0.36004273504273504,0.4693212027344484,0.47908582569891456,0.15911151811158042,check,bluff,0.20093121693115462,Flop,"[0, 0.7, 0.3, 'raise']",Flop,3,0,0,10,308,0.07874015748031496,-0.248
5,0,0,0,0,2,0,0,0,2,0,110,check,0.75,0,0,0,0,9S JH 8C 9H,0,0,0,0,13,4,0,2808,0,0.18571186065673828,True,0,20180726190037600,1,9,KC 4D,michael2,20,bluff,SB,107,254,0.2,0.4,0.31920000000000004,-0.16004273504273503,check,value,0.36004273504273504,Flop,"[0, 1, 0, 0]",Turn,3,0,0,10,308,0.0,-0.298
5,1,0,0,0,2,0,0,0,2,0,465,check,0.75,0,0,raise,20,9S JH 8C 9H,0,0,0,0,13,4,0,2808,20,0.1845688819885254,False,0,20180726190037600,1,9,KC 4D,michael2,20,value,SB,107,254,0.31290322580645163,0.4477484428271195,0.4510784694662978,-0.047139509236283406,check,bluff,0.36004273504273504,Turn,"[0, 0.7, 0.3, 'raise']",Turn,3,0,0,10,308,0.06802721088435375,-0.298
5,0,0,0,0,2,0,0,0,2,0,112,bet,0.75,0,0,0,0,9S JH 8C 9H KS,0,0,0,0,13,4,0,2788,0,0.17972087860107422,True,0,20180726190037600,2,13,KC 4D,michael2,20,value,SB,127,294,0.9330357142857143,0.2361856083287732,1.019271961594883,0.6201324884792627,check,value,0.31290322580645163,Turn,"[0, 0.0, 0.15, 0]",River,3,0,0,10,308,0.0,-0.345
