N,NMaxBet,NRcall,NRfold,NRraise,N_effective,Nallin,Ncall,Nfold,Nnf,Nraise,Nsim,action,aggresiveness,amount,bet,bet_amt,bet_sum,board,cards_aces,cards_conn,cards_faces,cards_pair,cards_rank1,cards_rank2,cards_suit,chips,cost_to_call,cputime,first,forced_bet,game_id,hand_score0,hand_score1,hole,logic,minBet,play,position,pot,pot_sum,prWin,prWinStd,prWin_adj,prWin_delta,prev_action,prev_play,prev_prWin,prev_round,resp,roundName,round_id,self_Ncall,self_Nraise,smallBlind,tableNumber,thd_call,tightness
9,1,0,1,0,9,0,0,1,8,0,60000,fold,0.75,0,0,,60,,0,0,0,0,9,5,0,3144,40,0.5002310276031494,False,0,20180726193306669,0,9,5S 9C,michael3,40,trash,2,0,0,0.08745185185186077,0.2686245289932019,0.2642943871226012,0,none,,,,"[1, 0, 0, 0]",Deal,11,0,0,20,392,0.4,-0.626
9,1,0,0,0,9,0,0,0,9,0,60000,raise,0.75,0,0,raise,60,,0,0,0,0,13,9,1,3144,40,0.5009369850158691,False,0,20180726193306669,0,13,KD 9D,michael2,40,value,1,0,0,0.1779611111111322,0.3651102867367072,0.4173935940925402,0,,,,,"[0, 0.7, 0.3, 'raise']",Deal,12,0,0,20,392,0.4,-0.626
9,1,0,7,0,9,0,0,7,2,0,60000,check,0.75,0,80,raise,300,,0,0,0,0,13,9,1,3064,80,0.4557492733001709,False,0,20180726193306669,0,13,KD 9D,michael2,80,value,1,0,0,0.1779611111111322,0.3651102867367072,0.4173935940925402,0,raise,value,,Deal,"[0, 0.7, 0.3, 'raise']",Deal,12,0,0,20,392,0.21052631578947367,-0.626
9,0,0,0,0,2,0,0,0,2,0,134,allin,0.75,0,0,raise,0,4H 2S 3C,0,0,0,0,13,9,1,2984,0,0.23859405517578125,True,0,20180726193306669,0,13,KD 9D,michael2,40,value,1,160,380,0.47388059701492535,0.4936808299522376,0.5977112900742428,0.29591948590379313,check,value,0.1779611111111322,Deal,"[0, 0.6, 0.35, 'raise']",Flop,12,0,0,20,392,0.0,-0.248
9,4,0,5,0,9,0,0,5,4,0,60000,check,0.75,0,40,raise,180,,0,1,0,0,10,9,0,3324,0,0.4964752197265625,False,40,20180726193306669,0,10,9D TC,michael2,0,bluff,BB,0,0,0.1405444444444613,0.3310565940939379,0.3581113758293057,0,,,,,"[0, 1, 0, 'raise']",Deal,13,0,0,20,392,-0.2222222222222222,-0.626
9,0,0,0,0,4,0,0,0,4,0,89,check,0.75,0,0,raise,0,2D 6D TH,0,1,0,0,10,9,0,3324,0,0.21294474601745605,True,0,20180726193306669,1,10,9D TC,michael2,40,value,BB,40,180,0.550561797752809,0.4974369353073855,0.6739261577090406,0.4100173533083477,check,bluff,0.1405444444444613,Deal,"[0, 0.45000000000000007, 0.45, 'raise']",Flop,13,0,0,20,392,0.0,-0.248
9,1,0,0,0,4,0,0,0,4,0,433,raise,0.75,0,0,raise,40,2D 6D TH,0,1,0,0,10,9,0,3324,40,0.20443201065063477,False,0,20180726193306669,1,10,9D TC,michael2,40,value,BB,40,180,0.5669745958429562,0.4902224991386953,0.689857132737268,0.4264301513984949,check,value,0.1405444444444613,Flop,"[0, 0.5499999999999999, 0.4, 'raise']",Flop,13,0,0,20,392,0.15384615384615385,-0.248
9,0,0,0,0,4,0,0,0,2,0,95,allin,0.75,0,0,0,0,2D 6D TH 9H,0,1,0,0,10,9,0,3244,0,0.2518479824066162,True,0,20180726193306669,2,10,9D TC,michael2,40,value,BB,120,340,0.7684210526315789,0.4218413665160815,0.8941297798533712,0.20144645678862272,raise,value,0.5669745958429562,Flop,"[0, 0.09999999999999998, 0.25, 0]",Turn,13,0,0,20,392,0.0,-0.298
9,2,0,6,0,9,0,0,6,3,0,60000,check,0.75,0,20,raise,100,,0,0,1,0,13,11,0,3564,20,0.47484397888183594,False,20,20180726193306669,0,13,JS KC,michael2,20,value,SB,0,0,0.16790000000002347,0.35313490481269605,0.4018846902916024,0,,,,,"[0, 0.7, 0.3, 'raise']",Deal,14,0,0,20,392,0.0,-0.626
9,0,0,0,0,3,0,0,0,3,0,108,check,0.75,0,0,0,0,AC 6C 7H,0,0,1,0,13,11,0,3544,0,0.207197904586792,True,0,20180726193306669,0,14,JS KC,michael2,40,bluff,SB,40,120,0.3101851851851852,0.45500097981473964,0.42490236589526276,0.1422851851851617,check,value,0.16790000000002347,Deal,"[0, 1, 0, 0]",Flop,14,0,0,20,392,0.0,-0.248
9,1,0,0,0,3,0,0,0,3,0,443,bet,0.75,44,0,44,40,AC 6C 7H,0,0,1,0,13,11,0,3544,40,0.20370101928710938,False,0,20180726193306669,0,14,JS KC,michael2,40,value,SB,40,120,0.3295711060948081,0.4648258778426284,0.44614534995462063,0.16167110609478463,check,bluff,0.16790000000002347,Flop,"[0, 0.7, 0.3, 44]",Flop,14,0,0,20,392,0.2,-0.248
9,0,0,0,0,3,0,0,0,3,0,124,check,0.75,0,0,raise,0,AC 6C 7H QH,0,0,1,0,13,11,0,3500,0,0.2093660831451416,True,0,20180726193306669,0,14,JS KC,michael2,40,bluff,SB,84,252,0.1693548387096774,0.36782799408048744,0.28112421788263153,-0.1602162673851307,bet,value,0.3295711060948081,Flop,"[0, 1, 0, 'raise']",Turn,14,0,0,20,392,0.0,-0.298
9,0,0,0,0,3,0,0,0,3,0,148,raise,0.75,0,0,raise,0,AC 6C 7H QH KD,0,0,1,0,13,11,0,3500,0,0.21425199508666992,True,0,20180726193306669,1,13,JS KC,michael2,40,value,SB,84,252,0.6148648648648649,0.48662723189272533,0.7827512598678552,0.44551002615518753,check,bluff,0.1693548387096774,Turn,"[0, 0.19999999999999996, 0.55, 'raise']",River,14,0,0,20,392,0.0,-0.345
9,1,0,3,0,9,0,0,3,6,0,60000,fold,0.75,0,0,2158,2180,,0,0,0,0,12,7,1,3792,2040,0.5030961036682129,False,0,20180726193306669,0,12,7H QH,michael2,2040,bluff,D,0,0,0.1446537037037197,0.33668566415017814,0.36485004656284725,0,,,,,"[1, 0, 0, 2158]",Deal,15,0,0,20,392,0.4834123222748815,-0.626
9,2,0,3,0,9,0,0,3,6,0,60000,fold,0.75,0,0,1553,2766,,0,0,0,0,12,4,0,3792,1353,0.4711639881134033,False,0,20180726193306669,0,12,QH 4C,michael2,1353,bluff,6,0,0,0.0974166666666785,0.2802152047815472,0.2830408776557337,0,,,,,"[1, 0, 0, 1553]",Deal,16,0,0,20,392,0.32847778587035686,-0.626
9,3,0,2,0,9,0,0,2,7,0,60000,bet,0.75,61,0,61,140,,0,0,0,0,11,9,0,3792,40,0.4734981060028076,False,0,20180726193306669,0,11,JH 9S,michael2,40,value,5,0,0,0.13762222222223966,0.32727484272083335,0.3532811267192082,0,,,,,"[0, 0.7, 0.3, 61]",Deal,17,0,0,20,392,0.2222222222222222,-0.626
9,2,0,0,0,4,0,0,0,4,0,356,check,0.75,0,0,51,80,KC 2S JC,0,0,0,0,11,9,0,3731,40,0.22554421424865723,False,0,20180726193306669,1,11,JH 9S,michael2,40,value,5,61,304,0.40870786516853935,0.4851242329535943,0.5306234509204694,0.27108564294629967,bet,value,0.13762222222223966,Deal,"[0, 0.7, 0.3, 51]",Flop,17,0,0,20,392,0.09433962264150944,-0.248
9,2,0,0,0,4,0,0,0,3,0,324,check,0.75,0,0,29,80,KC 2S JC 4C,0,0,0,0,11,9,0,3691,40,0.22875118255615234,False,0,20180726193306669,1,11,JH 9S,michael2,40,value,5,101,424,0.26851851851851855,0.43793457742168396,0.40058878471276843,-0.1401893466500208,check,value,0.40870786516853935,Flop,"[0, 0.7, 0.3, 29]",Turn,17,0,0,20,392,0.07352941176470588,-0.298
9,1,0,0,0,4,0,0,0,3,0,340,check,0.75,0,0,85,40,KC 2S JC 4C 3H,0,0,0,0,11,9,0,3651,40,0.23593592643737793,False,0,20180726193306669,1,11,JH 9S,michael2,40,value,5,141,544,0.3235294117647059,0.4630835419036256,0.4849282627530138,0.05501089324618735,check,value,0.26851851851851855,Turn,"[0, 0.7, 0.3, 85]",River,17,0,0,20,392,0.0641025641025641,-0.345
9,2,0,2,0,9,0,0,2,7,0,60000,bet,0.75,1952,0,,100,,0,0,1,0,13,11,0,3611,40,0.5274629592895508,False,0,20180726193306669,0,13,KC JH,michael3,40,ml_raise,4,0,0,0.16790000000002347,0.35313490481269605,0.4018846902916024,0,none,,,,"[0, 0, 1, 1952]",Deal,18,0,0,20,392,0.2857142857142857,-0.626
9,2,0,6,0,9,1,0,6,3,0,60000,check,0.75,0,1952,,5390,,0,0,1,0,13,11,0,1659,991,0.493074893951416,False,0,20180726193306669,0,13,KC JH,michael3,991,ml_call,4,0,0,0.16790000000002347,0.35313490481269605,0.4018846902916024,0,bet,,,,"[0, 1, 0, 0]",Deal,18,0,0,20,392,0.1553048111581257,-0.626
9,0,0,0,0,3,1,0,0,3,0,118,bet,0.75,560,0,,0,JD TS 5D,0,0,1,0,13,11,0,668,0,0.2532999515533447,True,0,20180726193306669,1,11,KC JH,michael3,40,ml_raise,4,2943,6381,0.5254237288135594,0.48645839452766665,0.6492633263030084,0.3575237288135359,none,,0.16790000000002347,,"[0, 0, 1, 560]",Flop,18,0,0,20,392,0.0,-0.248
9,0,0,0,0,3,1,0,0,3,0,119,allin,0.75,0,0,,0,JD TS 5D JC,0,0,1,0,13,11,0,108,0,0.2110147476196289,True,0,20180726193306669,3,11,KC JH,michael3,40,allin,4,3503,7501,0.9243697478991597,0.2644055919756684,1.0031626143079089,0.39894601908560035,none,,0.5254237288135594,,"[0, 0, 0.1, 'raise']",Turn,18,0,0,20,392,0.0,-0.298
7,1,0,2,0,7,0,0,2,5,0,60000,fold,0.75,0,0,,60,,0,0,0,0,11,4,0,7655,40,0.4633979797363281,False,0,20180726193306669,0,11,JS 4C,michael3,40,trash,3,0,0,0.11902599206346456,0.27890160556313504,0.25049654400039867,0,none,,,,"[1, 0, 0, 0]",Deal,19,0,0,20,392,0.4,-0.406
7,1,0,1,0,7,0,0,1,6,0,60000,fold,0.75,0,0,,120,,0,1,0,0,9,8,0,7655,80,0.4620039463043213,False,0,20180726193306669,0,9,9D 8H,michael3,80,trash,2,0,0,0.1554795634920427,0.3143068851435456,0.302598227253622,0,none,,,,"[1, 0, 0, 0]",Deal,20,0,0,40,392,0.4,-0.406
7,1,0,0,0,7,0,0,0,7,0,60000,bet,0.75,2676,0,,120,,1,0,0,0,14,4,0,7655,80,0.5130701065063477,False,0,20180726193306669,0,14,AD 4S,michael3,80,ml_raise,1,0,0,0.16868948412697518,0.32158140984529654,0.32072731880562344,0,none,,,,"[0, 0, 1, 2676]",Deal,21,0,0,40,392,0.4,-0.406
7,2,0,5,0,7,0,0,5,2,0,60000,check,0.75,0,80,,200,,0,0,0,0,7,4,0,7695,0,0.47110915184020996,False,80,20180726193306669,0,7,4S 7D,michael3,0,trash,BB,0,0,0.11008690476188376,0.2755899861709362,0.23716411232123993,0,none,,,,"[0, 1, 0, 0]",Deal,22,0,0,40,392,-0.4,-0.406
7,0,0,0,0,2,0,0,0,2,0,148,bet,0.75,3769,0,,0,8H JD 6C,0,0,0,0,7,4,0,7695,0,0.26965928077697754,True,0,20180726193306669,0,11,4S 7D,michael3,80,ml_raise,BB,80,200,0.34797297297297297,0.4709779352429963,0.4661021658463335,0.2378860682110892,none,,0.11008690476188376,,"[0, 0, 1, 3769]",Flop,22,0,0,40,392,0.0,-0.248
7,1,0,4,0,7,0,0,4,3,0,60000,fold,0.75,0,40,,2200,,0,0,0,0,13,8,0,5833,2040,0.4601140022277832,False,40,20180726193306669,0,13,KH 8D,michael3,2040,trash,SB,0,0,0.1606353174602998,0.3117645661497312,0.3097161802025447,0,none,,,,"[1, 0, 0, 0]",Deal,23,0,0,40,392,0.4716981132075472,-0.406
