tableNumber,game_id,round_id,smallBlind,roundName,playerName,isHuman,isOnline,chips,reloadCount,position,cards,board,roundBet,bet,action,amount
300,20180726185729117,1,10,Deal,a67fa75cef7aecf38b2368679be270ff,False,True,2980,0,1,,,0,20,call,20
300,20180726185729117,1,10,Deal,05e48671e73a64849ab54ddc3a802946,False,True,2980,0,2,,,0,20,call,20
300,20180726185729117,1,10,Deal,f74a71042edca15300ce83d4cfc36193,False,True,3000,0,3,,,0,0,fold,0
300,20180726185729117,1,10,Deal,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,3000,0,D,2D 5C,,0,0,fold,0
300,20180726185729117,1,10,Deal,3a71869c2737bf305d5f593512252371,False,True,2980,0,SB,,,0,20,call,10
300,20180726185729117,1,10,Deal,7fe8f267da8da89cb20bb6c9a7050ef0,False,True,2980,0,BB,,,0,20,call,0
300,20180726185729117,1,10,Flop,3a71869c2737bf305d5f593512252371,False,True,2980,0,SB,,9S JS 7H,20,0,fold,0
300,20180726185729117,1,10,Flop,7fe8f267da8da89cb20bb6c9a7050ef0,False,True,2960,0,BB,,9S JS 7H,20,20,bet,20
300,20180726185729117,1,10,Flop,a67fa75cef7aecf38b2368679be270ff,False,True,0,0,1,,9S JS 7H,20,2980,allin,2980
300,20180726185729117,1,10,Flop,05e48671e73a64849ab54ddc3a802946,False,True,0,0,2,,9S JS 7H,20,2980,allin,2980
300,20180726185729117,1,10,Flop,7fe8f267da8da89cb20bb6c9a7050ef0,False,True,0,0,BB,,9S JS 7H,20,2980,allin,2960
300,20180726185729117,2,10,Deal,f74a71042edca15300ce83d4cfc36193,False,True,2980,0,1,,,0,20,call,20
300,20180726185729117,2,10,Deal,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,3000,0,2,3H 7C,,0,0,fold,0
300,20180726185729117,2,10,Deal,3a71869c2737bf305d5f593512252371,False,True,2960,0,D,,,0,20,call,20
300,20180726185729117,2,10,Deal,a67fa75cef7aecf38b2368679be270ff,False,True,4500,0,SB,,,0,10,fold,0
300,20180726185729117,2,10,Deal,05e48671e73a64849ab54ddc3a802946,False,True,4490,0,BB,,,0,20,call,0
300,20180726185729117,2,10,Flop,05e48671e73a64849ab54ddc3a802946,False,True,4490,0,BB,,8H KD 4C,20,0,check,0
300,20180726185729117,2,10,Flop,f74a71042edca15300ce83d4cfc36193,False,True,2960,0,1,,8H KD 4C,20,20,bet,20
300,20180726185729117,2,10,Flop,3a71869c2737bf305d5f593512252371,False,True,2960,0,D,,8H KD 4C,20,0,fold,0
300,20180726185729117,2,10,Flop,05e48671e73a64849ab54ddc3a802946,False,True,4490,0,BB,,8H KD 4C,20,0,fold,0
300,20180726185729117,3,10,Deal,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,3000,0,1,2H 7C,,0,0,fold,0
300,20180726185729117,3,10,Deal,3a71869c2737bf305d5f593512252371,False,True,2940,0,2,,,0,20,call,20
300,20180726185729117,3,10,Deal,a67fa75cef7aecf38b2368679be270ff,False,True,4480,0,D,,,0,20,call,20
