round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,pot,bet,minBet,maxBet,sumPot_all,sumBet_all,maxBet_all,N_maxBet_all,N_canraise,sumMinBet_all,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,limitRoundBet,limitBet,action,amount,cputime
1,0,18,14,deal,0,♠6 ♠Q,,1264,0.00016952983725135624,0.003475706219412699,960,0,0,0,20,960,0,30,20,1,14,250,0,-19.95253164556962,-0.997626582278481,-19.99491410488245,-0.9996609403254972,0.16752193219789155,0.16752193219789155,fold,0,1.236726999282837
1,1,7,4,deal,0,♦10 ♥9,,20000,0.1598845238095283,0.31543913667443285,990,0,0,10,10,1000,0,70,20,3,4,10,-10,-7.209238095237735,-0.3604619047618868,-8.808083333333018,-0.6802309523809433,173.88256626353802,163.882566263538,call,0,0.13030004501342773
1,2,7,4,flop,1,♦10 ♥9,♦8 ♣4 ♣9,71,0.16901408450704225,0.3747643576239458,980,0,20,0,20,980,80,0,0,7,4,0,-20,-26.47887323943662,-0.323943661971831,-26.47887323943662,-0.6619718309859155,184.1701461825015,164.17014618250147,fold,0,1.146448850631714
2,0,7,5,deal,0,♠4 ♠J,,20000,0.16166964285714572,0.3287043336182102,980,0,0,0,40,980,0,90,40,1,5,110,0,-7.666071428570858,-0.19165178571427144,-25.449732142856888,-0.6766607142857086,175.41695888034408,175.41695888034408,fold,0,0.1409010887145996
3,0,7,5,deal,0,♥7 ♣7,,20000,0.18616964285714505,0.3366824899074495,980,0,0,0,20,980,0,50,20,2,5,50,0,-1.383035714285498,-0.06915178571427494,-10.691517857142747,-0.6276607142857099,204.92150185420488,204.92150185420488,fold,0,0.12508869171142578
4,0,7,6,deal,0,♠7 ♥8,,20000,0.15570297619047968,0.3131995590843992,980,0,0,0,20,980,0,50,20,2,6,70,0,-1.3156428571424392,-0.06578214285712193,-12.214851190476015,-0.6885940476190406,168.36209065187109,168.36209065187109,fold,0,0.1228780746459961
5,0,7,6,deal,0,♥8 ♥A,,20000,0.22565654761904685,0.3651762934441797,980,0,0,0,20,980,0,30,20,1,6,90,0,7.078785714285623,0.3539392857142811,-13.230303571428594,-0.5486869047619063,254.3967336649877,254.3967336649877,bet,50,0.13493800163269046
5,1,7,3,flop,0,♥8 ♥A,♦Q ♦2 ♠Q,237,0.07383966244725737,0.23681375865657855,930,0,50,0,930,930,200,930,1000,1,1,1860,-50,-759.2194092827003,-0.9261603375527426,-896.5611814345991,-0.8523206751054853,75.02478583965204,25.024785839652036,fold,0,1.1556191444396973
6,0,7,7,deal,0,♠A ♥9,,20000,0.1887428571428648,0.3311289961880849,930,0,0,0,20,930,0,30,20,1,7,110,0,6.424000000001065,0.32120000000005344,-14.337714285714053,-0.6225142857142705,204.58059944712016,204.58059944712016,bet,40,0.13511085510253906
6,1,7,3,flop,1,♠A ♥9,♣10 ♣7 ♥8,141,0.23404255319148934,0.3944945811396704,890,0,40,0,20,890,130,0,0,7,3,0,-40,-29.574468085106385,-0.2978723404255319,-29.574468085106385,-0.5319148936170213,257.2181912270018,217.2181912270018,call,0,1.1525659561157229
6,2,7,2,turn,1,♠A ♥9,♣10 ♣7 ♥8 ♦Q,180,0.04166666666666666,0.16562172428626493,870,0,60,0,20,870,190,0,0,7,2,0,-60,-72.08333333333334,-0.9166666666666666,-72.08333333333334,-0.9166666666666666,40.77336765379105,-19.226632346208948,call,0,1.1460278034210205
7,0,7,5,deal,0,♥7 ♥10,,20000,0.17972738095238538,0.3412198730497475,1040,0,0,20,0,1060,0,100,20,5,5,0,-20,-2.02726190476146,-0.10136309523807308,-2.02726190476146,-0.6405452380952292,201.04611542151545,181.04611542151545,check,0,0.12280011177062987
7,1,7,4,flop,1,♥7 ♥10,♣Q ♥8 ♠4,189,0.15873015873015872,0.35439862796454136,1040,0,20,0,20,1040,100,0,0,7,4,0,-20,-24.12698412698413,-0.3650793650793651,-24.12698412698413,-0.6825396825396826,175.39689900541413,155.39689900541413,call,0,1.1492688655853271
7,2,7,3,turn,1,♥7 ♥10,♣Q ♥8 ♠4 ♦2,126,0.0,0.0,1020,0,40,0,20,1020,160,0,0,7,3,0,-40,-60.0,-1.0,-60.0,-1.0,-0.0,-40.0,fold,0,1.14628005027771
8,0,7,4,deal,0,♥4 ♥A,,20000,0.21670892857143095,0.3659779732403562,1000,0,0,20,20,1020,0,140,40,3,4,20,-20,-5.326571428571043,-0.13316428571427608,-9.660749999999664,-0.5665821428571379,244.59887369589907,224.59887369589907,call,0,0.13424420356750488
8,1,7,4,flop,1,♥4 ♥A,♥7 ♦A ♦2,60,0.475,0.4866980583482946,980,0,40,0,40,980,160,0,0,7,4,0,-40,-4.0,0.8999999999999999,-4.0,-0.05000000000000005,640.9731356152587,600.9731356152587,bet,300,1.142078876495361
8,2,7,2,turn,1,♥4 ♥A,♥7 ♦A ♦2 ♠9,53,0.3962264150943397,0.4891125055402159,680,0,340,0,40,680,760,0,0,7,2,0,-340,-78.86792452830184,-0.2075471698113207,-78.86792452830184,-0.2075471698113207,451.3788233860509,111.37882338605091,call,0,1.1446609497070312
8,3,7,2,river,1,♥4 ♥A,♥7 ♦A ♦2 ♠9 ♣K,100,0.32,0.4501110973970759,640,0,380,0,40,640,840,0,0,7,2,0,-380,-151.2,-0.36,-151.2,-0.36,339.86646882024525,-40.133531179754755,call,0,1.1430740356445312
9,0,7,5,deal,0,♥K ♥A,,20000,0.2863017857142635,0.3914708008157979,1520,0,0,0,40,1520,0,140,40,3,5,60,0,17.260357142852705,0.4315089285713176,0.08224999999688977,-0.427396428571473,396.32335462417916,396.32335462417916,bet,79,0.12625694274902344
9,1,7,4,flop,0,♥K ♥A,♠Q ♦K ♣A,223,0.6233183856502242,0.4845539967440394,1441,0,79,0,821,1441,336,1562,821,1,2,1602,-79,1281.6143497757848,0.2466367713004485,283.05829596412565,0.2466367713004485,1121.4745357697523,1042.4745357697523,bet,521,1.147923231124878
9,2,7,4,turn,1,♥K ♥A,♠Q ♦K ♣A ♥8,101,0.7920792079207921,0.4058198323152317,620,0,900,0,40,620,3500,0,0,7,2,0,-900,1832.2772277227725,0.5841584158415842,1832.2772277227725,0.5841584158415842,1373.6097192713871,473.6097192713874,bet,292,1.1405189037322998
10,0,7,6,deal,0,♥A ♣K,,20000,0.2607958333333196,0.3737943709168673,4412,0,0,0,40,4412,0,140,40,3,6,100,0,22.59099999999671,0.5647749999999179,-3.4885833333352494,-0.4784083333333608,646.7818806852242,646.7818806852242,bet,129,0.12600493431091309
10,1,7,3,flop,1,♥A ♣K,♥7 ♦2 ♦5,322,0.08695652173913042,0.2733801382196499,4283,0,129,0,40,4283,556,0,0,7,3,0,-129,-120.65217391304348,-0.7391304347826086,-120.65217391304348,-0.8260869565217391,190.79665012537686,61.79665012537683,call,0,1.1636731624603271
10,2,7,2,turn,1,♥A ♣K,♥7 ♦2 ♦5 ♦9,221,0.013574660633484163,0.11571684934429345,4243,0,169,0,40,4243,636,0,0,7,2,0,-169,-200.36651583710412,-0.9728506787330315,-200.36651583710412,-0.9728506787330315,28.48287523431457,-140.51712476568542,fold,0,1.1562607288360596
11,0,7,6,deal,0,♣2 ♦Q,,20000,0.12219285714285692,0.2804335765810764,4243,0,0,0,40,4243,0,100,40,2,6,140,0,-10.673714285714343,-0.2668428571428585,-27.780714285714307,-0.7556142857142862,271.59969766800674,271.59969766800674,fold,0,0.12341976165771484
12,0,7,7,deal,0,♠4 ♦3,,20000,0.12344583333333363,0.290770436700432,4243,0,0,0,40,4243,0,100,40,2,7,180,0,-5.435166666666589,-0.13587916666666466,-27.655416666666643,-0.7531083333333328,274.57646015309405,274.57646015309405,fold,0,0.1248171329498291
13,0,7,7,deal,0,♦6 ♣5,,20000,0.1393392857142876,0.3036544261028327,4243,0,0,0,40,4243,0,60,40,1,7,220,0,-0.9849999999994664,-0.0246249999999868,-31.639642857142743,-0.7213214285714248,312.70912478761886,312.70912478761886,fold,0,0.1332080364227295
14,0,7,4,deal,0,♦10 ♥K,,20000,0.20160654761905766,0.3421592230711286,4203,0,0,40,0,4243,0,160,40,4,4,0,-40,-7.742952380950768,-0.19357380952376912,-7.742952380950768,-0.5967869047618846,466.20612737929406,426.20612737929406,check,0,0.12583613395690918
