round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,pot,bet,minBet,maxBet,sumPot_all,sumBet_all,maxBet_all,N_maxBet_all,N_canraise,sumMinBet_all,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,limitRoundBet,limitBet,action,amount,cputime
0,0,5,5,deal,0,♠10 ♣10,,20000,0.3686535714285789,0.3388234076872433,990,0,0,10,10,1000,0,90,20,4,5,10,-10,16.86535714285789,0.8432678571428944,13.1788214285721,-0.2626928571428422,459.020541454214,449.020541454214,bet,89,0.1196279525756836
0,1,5,4,deal,0,♠10 ♣10,,20000,0.3686535714285789,0.3388234076872433,901,0,0,99,99,1000,0,713,198,3,4,99,-99,101.34670000000608,0.4746142857143156,64.84999642857679,-0.2626928571428422,445.35738821360366,346.35738821360366,bet,69,0.09871387481689453
0,2,5,4,flop,1,♠10 ♣10,♦2 ♣5 ♥K,42,0.42857142857142855,0.4948716593053935,802,0,198,0,20,802,812,0,0,5,4,0,-198,130.0,0.7142857142857142,130.0,-0.1428571428571429,523.4257585824931,325.4257585824932,bet,162,1.1441893577575684
0,3,5,2,turn,1,♠10 ♣10,♦2 ♣5 ♥K ♠5,63,0.5714285714285714,0.4948716593053936,640,0,360,0,20,640,1136,0,0,5,2,0,-360,269.1428571428571,0.1428571428571428,269.1428571428571,0.1428571428571428,746.6843319641873,386.6843319641873,call,0,1.171272039413452
0,4,5,1,river,1,♠10 ♣10,♦2 ♣5 ♥K ♠5 ♦4,55,0.509090909090909,0.4999173485406371,620,0,380,0,20,620,1156,0,0,5,1,0,-380,188.50909090909093,-0.490909090909091,188.50909090909093,0.01818181818181808,622.2586620419954,242.25866204199542,call,0,1.159722089767456
