round_id,playerName,allIn,bet,cards,chips,folded,isHuman,isOnline,isSurvive,reloadCount,roundBet,position,me,hand,rank,message,winMoney
1,(=^-Ω-^=),False,0,♠A ♦4,980,True,False,True,True,0,0,BB,False,♠A ♦4 ♠3 ♥Q ♦5 ♦3 ♣7,10.2576,Pair,0.0
1,善於打牌的低能機器人,False,0,♦8 ♦6,980,True,False,True,True,0,0,,False,♦8 ♦6 ♠3 ♥Q ♦5 ♦3 ♣7,10.056000000000001,Pair,0.0
1,FourSwordsMan,False,0,♣J ♣9,1000,True,False,True,True,0,0,,False,♣J ♣9 ♠3 ♥Q ♦5 ♦3 ♣7,10.0832,Pair,0.0
1,ヽ(=^･ω･^=)丿,False,0,♣3 ♣5,1040,False,False,True,True,0,0,SB,True,♣3 ♣5 ♠3 ♥Q ♦5 ♦3 ♣7,138.0,Full House,80.0
2,(=^-Ω-^=),False,0,♣10 ♦A,1660,False,False,True,True,1,0,SB,False,♣10 ♦A ♦4 ♥5 ♣6 ♠7 ♠9,8.0216,High Card,0.0
2,善於打牌的低能機器人,False,0,♠4 ♣4,1300,False,False,True,True,0,0,BB,False,♠4 ♣4 ♦4 ♥5 ♣6 ♠7 ♠9,102.008,Three of a Kind,640.0
2,FourSwordsMan,False,0,♦Q ♠3,2000,True,False,True,True,1,0,,False,♦Q ♠3 ♦4 ♥5 ♣6 ♠7 ♠9,115.0,Straight,0.0
2,ヽ(=^･ω･^=)丿,False,0,♦5 ♠8,1040,True,False,True,True,0,0,,True,♦5 ♠8 ♦4 ♥5 ♣6 ♠7 ♠9,117.0,Straight,0.0
3,(=^-Ω-^=),False,0,♣3 ♦4,2620,True,False,True,True,2,0,,False,♣3 ♦4 ♠K ♣J ♣8 ♣A ♠A,21.1312,Pair,0.0
3,善於打牌的低能機器人,False,0,♣9 ♦J,1480,False,False,True,True,0,0,SB,False,♣9 ♦J ♠K ♣J ♣8 ♣A ♠A,97.1024,Two Pair,280.0
3,FourSwordsMan,False,0,♥4 ♠3,2900,False,False,True,True,2,0,BB,False,♥4 ♠3 ♠K ♣J ♣8 ♣A ♠A,21.1312,Pair,0.0
3,ヽ(=^･ω･^=)丿,False,0,♥6 ♥7,1000,True,False,True,True,0,0,,True,♥6 ♥7 ♠K ♣J ♣8 ♣A ♠A,21.1312,Pair,0.0
4,(=^-Ω-^=),False,0,♦7 ♦2,2480,False,False,True,True,2,0,,False,♦7 ♦2 ♥K ♣6 ♦6 ♥3 ♥Q,13.1552,Pair,0.0
4,善於打牌的低能機器人,False,0,♣4 ♥J,1340,False,False,True,True,0,0,,False,♣4 ♥J ♥K ♣6 ♦6 ♥3 ♥Q,13.1792,Pair,0.0
4,FourSwordsMan,False,0,♣5 ♦3,2760,False,False,True,True,2,0,SB,False,♣5 ♦3 ♥K ♣6 ♦6 ♥3 ♥Q,29.1024,Two Pair,0.0
4,ヽ(=^･ω･^=)丿,False,0,♥2 ♣K,1420,False,False,True,True,0,0,BB,True,♥2 ♣K ♥K ♣6 ♦6 ♥3 ♥Q,81.0512,Two Pair,560.0
5,(=^-Ω-^=),False,0,♦J ♣5,2560,False,False,True,True,2,0,BB,False,♦J ♣5 ♦2 ♥A ♣7 ♣3 ♦4,113.0,Straight,220.0
5,善於打牌的低能機器人,False,0,♣4 ♠3,1300,True,False,True,True,0,0,,False,♣4 ♠3 ♦2 ♥A ♣7 ♣3 ♦4,24.2048,Two Pair,0.0
5,FourSwordsMan,False,0,♠K ♠8,2760,True,False,True,True,2,0,,False,♠K ♠8 ♦2 ♥A ♣7 ♣3 ♦4,8.1074,High Card,0.0
5,ヽ(=^･ω･^=)丿,False,0,♥5 ♣6,1380,True,False,True,True,0,0,SB,True,♥5 ♣6 ♦2 ♥A ♣7 ♣3 ♦4,115.0,Straight,0.0
6,(=^-Ω-^=),False,0,♥3 ♠8,3860,False,False,True,True,2,0,SB,False,♥3 ♠8 ♣2 ♥6 ♣4 ♠6 ♣8,41.0002,Two Pair,2600.0
